,xint,rate
609749.0,3879.1999999971886,-1.3999999999985988
609750.0,35742.99999999667,-17.699999999998344
609751.0,119230.39999997427,-58.79999999998722
609753.0,-67621.59999998768,33.89999999999391
609754.0,77550.99999998214,-38.29999999999114
609755.0,4199.999999994354,-0.999999999997101
609756.0,113059.40000000119,-54.600000000000534
609759.0,129715.59999998557,-63.99999999999285
609760.0,22872.599999993763,-11.099999999996882
609761.0,109863.59999997953,-54.299999999989815
609762.0,263633.3999999367,-130.3999999999686
609763.0,,
609764.0,23454.999999986438,-10.79999999999319
609765.0,,
609766.0,5440.199999997429,-2.599999999998719
609768.0,193125.59999995684,-95.6999999999786
609769.0,-475.59999999764113,0.29999999999883364
609771.0,,
609772.0,16000.399999999878,-7.499999999999915
609773.0,-50070.39999999012,25.099999999995124
609774.0,-56069.99999998714,28.099999999993642
609775.0,,
609776.0,,
609777.0,36984.79999999149,-18.19999999999577
609779.0,5680.600000005274,-2.1000000000025523
609780.0,-140348.39999995247,69.99999999997644
609781.0,,
609782.0,2999.199999996941,-1.1999999999984539
609783.0,-25300.599999990663,12.699999999995384
609786.0,16451.000000004453,-8.000000000002188
609787.0,,
609788.0,-23273.79999999413,11.699999999997104
609789.0,3829.1999999960535,-1.4999999999979963
609790.0,76693.9999999751,-37.79999999998764
609791.0,-88158.99999998238,43.999999999991275
609792.0,-3805.600000001199,2.4000000000006168
609793.0,-59088.59999998846,29.599999999994292
609794.0,-4962.599999998907,2.599999999999472
609795.0,7935.599999999387,-3.7999999999996845
609796.0,27133.799999992945,-12.899999999996467
609797.0,-59752.99999998773,29.899999999993945
609798.0,31242.79999999283,-15.199999999996436
609799.0,-14294.599999998492,7.599999999999298
609800.0,79573.19999998377,-39.299999999991925
609803.0,14620.799999991956,-6.79999999999599
609804.0,-41702.199999992125,21.09999999999613
609805.0,55459.99999998935,-27.299999999994697
609806.0,38226.99999998536,-18.599999999992704
609807.0,51765.59999998855,-25.399999999994314
609808.0,-32452.999999997453,16.399999999998748
609809.0,4459.800000002593,-2.000000000001272
609810.0,-54534.59999998941,27.599999999994807
609811.0,26693.59999999917,-13.099999999999572
609812.0,-29371.79999999205,14.69999999999607
609813.0,41558.19999999103,-20.49999999999553
609815.0,61923.79999999117,-30.3999999999956
609817.0,5085.799999999232,-2.099999999999582
609818.0,65056.39999999839,-31.799999999999173
609819.0,-116860.59999997541,58.199999999987824
609820.0,30756.399999992384,-14.999999999996191
609821.0,-169127.59999996534,84.19999999998282
609826.0,-33471.39999999449,16.8999999999973
609827.0,126141.39999996737,-62.299999999983775
609828.0,-34262.399999992376,17.19999999999623
609829.0,13188.39999999608,-6.299999999998036
609830.0,26806.59999999436,-12.999999999997172
609832.0,20599.39999999643,-9.899999999998222
609833.0,12985.799999992953,-6.299999999996498
609834.0,-12427.400000000955,6.600000000000506
609835.0,2839.9999999981665,-0.9999999999990621
609836.0,-20543.799999996554,10.599999999998303
609837.0,63699.19999998718,-31.299999999993616
609838.0,,
609839.0,35161.59999998883,-17.199999999994432
609842.0,68456.39999997817,-33.39999999998912
609844.0,-42291.399999989924,21.199999999995015
609845.0,39573.19999999221,-19.39999999999612
609848.0,41527.399999991816,-20.499999999995925
609849.0,-30440.799999992305,15.299999999996196
609850.0,-31986.999999993568,16.19999999999682
609851.0,-40522.1999999988,20.29999999999942
609852.0,-60099.39999999095,30.099999999995536
609853.0,22643.99999999348,-10.99999999999676
609854.0,-158062.9999999706,78.69999999998545
609855.0,-55453.39999998885,27.69999999999449
609856.0,22753.19999999713,-10.99999999999855
609857.0,14582.199999993987,-6.899999999996993
609859.0,1738.999999999971,-0.2999999999999119
609861.0,24118.99999999655,-11.699999999998283
609862.0,24105.799999991883,-11.699999999995946
609863.0,11774.39999999819,-5.699999999999093
609864.0,36892.39999999321,-18.099999999996612
609865.0,78391.5999999875,-38.599999999993805
609866.0,-124096.1999999715,61.99999999998587
609867.0,84820.19999997874,-41.799999999989446
609869.0,-30234.79999999561,15.19999999999784
609870.0,36247.39999999151,-17.69999999999576
609871.0,-61518.59999999684,30.699999999998454
609872.0,45679.39999999365,-22.49999999999683
609873.0,-15800.999999996362,7.999999999998213
609874.0,-43695.39999998963,22.099999999994864
609875.0,47300.19999998988,-23.199999999994972
609876.0,108673.99999997622,-53.49999999998818
609879.0,-5807.400000000576,3.400000000000361
609880.0,1292.2000000002954,-0.500000000000135
609881.0,,
609883.0,-24390.79999999667,12.399999999998379
609884.0,6478.799999997194,-2.7999999999985334
609885.0,-24408.39999999135,12.299999999995723
609887.0,20171.999999994703,-9.699999999997331
609888.0,174496.79999995913,-86.49999999997972
609891.0,-3321.7999999984677,1.799999999999251
609893.0,-57955.39999998978,29.099999999994935
609894.0,-112003.19999998045,55.79999999999033
609895.0,51292.19999998626,-25.29999999999318
609896.0,955.5999999997875,-0.29999999999988347
609897.0,-94213.99999998484,46.99999999999251
609898.0,147427.3999999705,-72.39999999998528
609899.0,-53865.99999999213,27.09999999999613
609900.0,-85422.59999998023,42.69999999999021
609901.0,-22261.59999999775,11.299999999998896
609902.0,2497.79999999929,-0.9999999999996305
609903.0,6326.599999996251,-2.3999999999980446
609904.0,-206267.39999995573,102.69999999997805
609906.0,,
609907.0,25866.59999999481,-12.5999999999974
609908.0,22887.3999999926,-11.199999999996322
609909.0,48608.19999998977,-23.99999999999492
609910.0,86612.3999999828,-42.299999999991456
609912.0,-12900.399999998597,6.699999999999342
609913.0,,
609915.0,,
609916.0,,
609917.0,-8526.599999994614,4.399999999997341
609918.0,36611.99999998795,-17.99999999999401
609919.0,-161927.5999999639,80.5999999999821
609920.0,526.1999999954423,0.10000000000228226
609921.0,-14609.99999999594,7.399999999997998
609922.0,13699.399999999776,-6.499999999999858
609924.0,44526.599999993574,-21.8999999999968
609925.0,-59658.59999998905,29.79999999999457
609926.0,1170.7999999991152,-0.39999999999955804
609927.0,18721.599999997925,-9.099999999998957
609928.0,-84069.99999998152,41.89999999999085
609929.0,14165.399999993417,-6.799999999996707
609930.0,61601.59999998342,-30.299999999991762
609932.0,,
609933.0,77187.599999981,-38.099999999990544
609935.0,113699.7999999731,-55.799999999986596
609937.0,-39908.19999999582,20.199999999997942
609938.0,28373.3999999926,-13.499999999996305
609939.0,35839.59999998819,-17.499999999994117
609941.0,30934.59999999647,-15.099999999998225
609942.0,3814.799999996758,-1.4999999999983658
609943.0,-141368.1999999691,70.3999999999847
609944.0,-13155.599999996666,6.699999999998354
609945.0,26759.199999993376,-12.899999999996695
609947.0,1289.5999999983178,-0.3999999999991459
609949.0,33713.99999999505,-16.09999999999755
609950.0,52295.79999998768,-25.59999999999384
609951.0,5588.199999997145,-2.4999999999985576
609952.0,14317.399999995847,-6.799999999997915
609954.0,-54397.599999990474,27.1999999999953
609955.0,1955.4000000020897,-0.8000000000010274
609956.0,6720.599999999118,-3.0999999999995467
609958.0,22396.799999994895,-10.699999999997416
609959.0,9931.399999995003,-4.599999999997507
609960.0,-39783.1999999909,20.199999999995555
609961.0,30236.799999988812,-14.799999999994427
609963.0,-69298.39999998825,34.59999999999419
609964.0,7707.400000000562,-3.50000000000027
609966.0,-18853.3999999996,9.599999999999824
609967.0,65365.59999998736,-32.19999999999372
609968.0,37206.00000000623,-18.100000000003035
609969.0,-29450.199999992634,14.799999999996345
609971.0,15164.199999996534,-7.2999999999982705
609972.0,124848.99999996854,-61.399999999984345
609973.0,55320.59999998438,-26.999999999992212
609974.0,-635.8000000003813,0.6000000000002146
609975.0,43434.59999998553,-21.299999999992792
609976.0,-12099.799999994517,6.499999999997314
609977.0,16137.799999995237,-7.899999999997629
609978.0,-3472.5999999964843,1.8999999999982649
609979.0,-34446.19999999122,17.79999999999572
609981.0,16461.599999995873,-7.999999999997939
609983.0,60228.39999998076,-29.499999999990408
609985.0,-105777.19999997757,52.69999999998889
609986.0,31377.19999999636,-15.399999999998187
609987.0,29476.999999994354,-14.499999999997193
609988.0,254.99999999799184,0.2000000000010118
609989.0,,
609990.0,-50507.99999999197,25.499999999996035
609991.0,-60468.7999999841,30.299999999992135
609993.0,40401.59999998985,-19.799999999994938
609994.0,65634.9999999832,-31.999999999991616
609995.0,-24206.799999996467,12.299999999998278
609996.0,49088.199999988676,-24.099999999994367
609997.0,50622.199999991826,-24.999999999995946
609999.0,,
610000.0,24152.59999998717,-11.6999999999936
610002.0,17179.19999999783,-8.399999999998915
610003.0,37518.799999995186,-18.39999999999759
610004.0,10710.3999999945,-5.19999999999726
610005.0,-6937.599999996251,3.5999999999981505
610006.0,-13452.199999998906,7.099999999999497
610009.0,33403.79999999306,-16.299999999996544
610010.0,94068.99999997618,-46.49999999998816
610011.0,-50085.999999992404,25.299999999996245
610012.0,41768.199999989774,-20.59999999999492
610013.0,34473.39999998764,-16.89999999999386
610015.0,-7773.599999996441,3.9999999999982414
610016.0,12950.199999997632,-6.2999999999988106
610017.0,51602.7999999898,-24.9999999999949
610018.0,,
610019.0,-13020.599999996433,6.599999999998246
610020.0,,
610021.0,12159.200000000463,-5.80000000000021
610022.0,61022.39999999167,-29.899999999995813
610023.0,,
610024.0,-23086.39999999822,11.799999999999152
610026.0,29692.599999995116,-14.39999999999759
610027.0,43300.99999999105,-21.299999999995542
610028.0,,
610029.0,35531.3999999916,-17.499999999995822
610030.0,26153.599999995247,-12.799999999997624
610031.0,,
610032.0,-59111.79999998548,29.499999999992802
610033.0,12245.199999997567,-5.799999999998761
610034.0,60471.3999999862,-29.799999999993133
610036.0,36777.399999992165,-17.999999999996078
610037.0,82056.39999997648,-40.49999999998833
610038.0,-19529.399999992485,10.0999999999963
610039.0,3483.3999999935622,-1.3999999999967798
610040.0,45177.19999999215,-21.799999999996075
610041.0,-29868.59999999698,15.499999999998508
610043.0,33090.79999999126,-16.19999999999564
610044.0,13480.39999999378,-6.399999999996908
610045.0,,
610046.0,-32809.799999990355,16.999999999995254
610047.0,52212.59999999155,-25.79999999999581
610048.0,16474.199999999648,-7.999999999999808
610051.0,100746.99999998085,-49.69999999999047
610052.0,48962.199999989534,-24.099999999994793
610053.0,72197.7999999871,-35.19999999999355
610054.0,-14849.999999998981,7.799999999999528
610055.0,-97996.39999997956,48.79999999998988
610056.0,47780.1999999854,-23.499999999992752
610057.0,-5848.599999997154,3.199999999998603
610058.0,,
610059.0,-47906.39999998771,24.099999999993926
610060.0,-4472.199999999677,2.499999999999865
610061.0,,
610062.0,-17028.599999994585,8.599999999997323
610063.0,55225.99999998664,-26.99999999999332
610065.0,63666.999999982974,-31.399999999991536
610066.0,5830.799999999166,-2.799999999999578
610067.0,15968.599999998027,-7.499999999998977
610068.0,-23214.200000004494,12.300000000002257
610070.0,-61270.79999998995,30.79999999999503
610071.0,,
610072.0,,
610073.0,-16961.999999996187,8.599999999998104
610074.0,86238.3999999786,-42.29999999998934
610075.0,,
610076.0,-70207.79999998322,35.09999999999171
610077.0,-7828.599999998638,4.2999999999993435
610078.0,23426.999999995052,-11.299999999997553
610081.0,-12342.59999999692,6.399999999998492
610082.0,-84400.19999998633,42.3999999999933
610083.0,-2053.599999999504,1.099999999999758
610084.0,1454.399999999434,-0.5999999999997101
610085.0,,
610086.0,21231.999999992084,-10.39999999999607
610087.0,-19973.19999999793,9.99999999999898
610088.0,-13308.400000003196,7.00000000000162
610089.0,25777.5999999966,-12.499999999998309
610090.0,530.2000000004482,-2.0605739337042905e-13
610091.0,-20444.399999995032,10.29999999999755
610092.0,27365.19999999182,-13.399999999995934
610093.0,-288.8000000019747,0.3000000000009919
610094.0,-64668.99999998679,32.49999999999347
610095.0,-3462.999999999709,1.9999999999998863
610096.0,40632.399999986985,-19.49999999999349
610097.0,59638.79999997979,-29.099999999989947
610098.0,-24939.999999998545,12.79999999999933
610099.0,-25611.59999999174,12.899999999995902
610100.0,33280.39999999273,-16.19999999999638
610101.0,-86811.1999999818,43.49999999999102
610102.0,-46868.79999999314,23.499999999996614
610103.0,-75503.79999997959,37.79999999998989
610104.0,17577.599999996615,-8.399999999998272
610105.0,-32962.79999999194,16.699999999996045
610106.0,-22415.99999999127,11.3999999999957
610107.0,-49600.19999999185,24.899999999995977
610108.0,31666.199999999633,-15.499999999999794
610109.0,-9014.999999997592,4.599999999998818
610110.0,-135386.9999999737,67.39999999998696
610111.0,25686.199999989214,-12.299999999994597
610112.0,54557.39999998262,-26.699999999991363
610114.0,,
610115.0,-25817.399999991976,12.999999999996028
610116.0,30117.599999995466,-14.799999999997741
610117.0,-29188.399999999616,15.099999999999866
610119.0,,
610120.0,-51969.39999998873,26.59999999999451
610121.0,-16236.599999993006,8.299999999996551
610122.0,-29592.19999999652,15.199999999998298
610123.0,16100.400000000023,-7.799999999999997
610124.0,70575.39999998373,-34.7999999999919
610125.0,72570.59999997882,-35.599999999989464
610126.0,-172194.9999999599,85.69999999998011
610127.0,-34367.79999999015,17.499999999995154
610128.0,38772.199999994285,-19.09999999999716
610129.0,67264.59999998298,-33.09999999999154
610130.0,26346.79999999293,-12.899999999996481
610131.0,13252.999999996242,-6.499999999998133
610132.0,-6852.199999998156,3.499999999999094
610133.0,-110626.79999997892,55.199999999989565
610134.0,,
610135.0,67337.39999998218,-32.89999999999107
610136.0,-63343.799999986295,31.599999999993212
610137.0,-17441.999999995445,8.99999999999774
610138.0,-30115.999999995634,15.399999999997888
610139.0,-34968.59999998984,17.49999999999497
610141.0,-51051.599999988466,25.5999999999943
610142.0,-42396.99999999278,21.39999999999641
610143.0,20221.799999997274,-9.899999999998645
610144.0,75644.39999998,-36.99999999999007
610145.0,-7211.800000000454,4.00000000000027
610146.0,35750.599999988655,-17.59999999999437
610147.0,-18182.599999996368,9.39999999999823
610148.0,-31678.999999994063,16.199999999997075
610150.0,,
610152.0,3433.399999999616,-1.4999999999997797
610153.0,-54220.39999998949,27.0999999999948
610154.0,,
610155.0,-19978.599999995684,10.199999999997885
610156.0,,
610157.0,48748.39999998151,-23.299999999990717
610158.0,62587.19999998456,-30.799999999992323
610159.0,-12378.799999992683,6.599999999996413
610160.0,,
610161.0,,
610162.0,,
610163.0,14347.999999996013,-6.999999999998021
610164.0,,
610165.0,132.1999999997206,0.4000000000001904
610167.0,47365.19999999131,-23.099999999995646
610169.0,,
610170.0,-68594.59999998345,34.59999999999182
610171.0,121207.59999997733,-59.79999999998877
610172.0,72898.5999999839,-35.999999999991985
610173.0,-8504.799999996838,4.399999999998446
610174.0,341175.19999998267,-168.79999999999137
610175.0,-7512.999999999687,3.8999999999998494
610176.0,34147.39999999403,-16.69999999999701
610177.0,-127585.19999997335,63.79999999998682
610178.0,-20943.799999995143,10.499999999997598
610179.0,12294.999999999534,-5.5999999999997385
610180.0,2491.9999999978027,-0.9999999999988987
610182.0,4387.199999998833,-1.9999999999994102
610183.0,20555.199999989884,-9.799999999994952
610184.0,89938.99999998065,-44.29999999999035
610185.0,480.00000000416185,0.3999999999979451
610187.0,,
610188.0,34316.79999999213,-16.89999999999609
610189.0,,
610191.0,10905.599999998274,-5.09999999999912
610192.0,65046.99999999115,-31.899999999995558
610193.0,16620.399999996487,-7.999999999998245
610194.0,71858.99999998382,-35.49999999999197
610195.0,26510.399999994785,-12.799999999997382
610196.0,914.7999999979802,-0.09999999999898534
610197.0,19884.799999997835,-9.5999999999989
610198.0,72066.7999999836,-35.499999999991836
610199.0,2484.999999998283,-1.0999999999991381
610200.0,49742.19999998993,-24.499999999995012
610201.0,-3390.9999999993597,2.0999999999997385
610202.0,-26628.39999999731,13.399999999998684
610203.0,-64804.79999998343,32.69999999999182
610205.0,,
610206.0,-10494.600000002276,5.800000000001134
610207.0,11580.999999998268,-5.599999999999135
610208.0,-5641.799999999304,2.999999999999673
610209.0,28392.199999991455,-13.599999999995731
610210.0,,
610212.0,-7781.999999998414,3.9999999999992255
610213.0,-169350.39999996207,84.29999999998121
610215.0,-6125.3999999985535,3.1999999999992923
610216.0,28451.79999999702,-13.89999999999852
610217.0,-28686.199999994526,14.499999999997307
610218.0,20856.99999999455,-10.1999999999973
610219.0,-35809.39999999205,18.199999999996095
610220.0,-26965.599999998172,13.699999999999115
610221.0,24101.199999996963,-11.799999999998487
610223.0,-124181.59999997422,61.899999999987216
610224.0,,
610225.0,50265.99999999124,-24.799999999995652
610226.0,58545.19999998275,-28.499999999991417
610227.0,8753.600000001868,-3.8000000000009067
610228.0,59360.79999998715,-29.299999999993624
610229.0,-39376.39999999083,19.899999999995444
610230.0,-26555.79999999312,13.399999999996602
610231.0,-101139.79999998407,50.499999999992134
610232.0,,
610233.0,,
610234.0,78993.99999997485,-38.899999999987514
610235.0,79805.99999997707,-39.09999999998858
610237.0,-13895.399999993213,7.099999999996655
610238.0,26771.59999997978,-13.099999999989954
610239.0,97978.79999997924,-48.299999999989666
610240.0,,
610241.0,,
610242.0,-81538.79999998119,40.69999999999068
610243.0,,
610244.0,97441.59999999413,-48.09999999999706
610245.0,63325.79999998779,-31.299999999993926
610246.0,-21544.40000000177,11.400000000000915
610248.0,-6443.999999998312,3.4999999999991758
610249.0,-41479.799999991475,20.79999999999579
610250.0,45518.59999998947,-22.399999999994755
610251.0,-82038.79999998692,40.899999999993526
610252.0,-92300.59999998161,45.99999999999089
610253.0,,
610254.0,48446.99999998811,-23.799999999994093
610256.0,138.8000000002139,-9.947598300641403e-14
610257.0,-7886.400000002279,4.100000000001145
610258.0,,
610260.0,,
610263.0,-131444.19999997434,65.59999999998729
610264.0,,
610265.0,,
610266.0,,
610268.0,61610.39999998949,-30.399999999994776
610269.0,-58581.99999999228,29.29999999999619
610271.0,-64822.5999999872,32.39999999999367
610273.0,,
610274.0,-62010.99999998711,30.999999999993626
610276.0,-115431.59999997953,57.49999999998988
610277.0,,
610279.0,34855.799999992494,-17.099999999996278
610280.0,,
610281.0,-23416.799999996467,11.899999999998272
610282.0,3220.800000003248,-1.400000000001583
610283.0,,
610284.0,41297.399999999325,-20.199999999999633
610285.0,,
610286.0,,
610287.0,3091.8000000022002,-1.3000000000010772
610290.0,-107112.19999998377,53.39999999999196
610291.0,-18265.000000000407,9.500000000000242
610293.0,-172518.39999996414,85.89999999998224
610295.0,33592.39999998767,-16.499999999993875
610296.0,,
610297.0,,
610298.0,21654.19999999574,-10.59999999999788
610299.0,40948.19999999452,-20.199999999997274
610300.0,15709.599999995437,-7.599999999997728
610301.0,,
610304.0,-37381.3999999887,18.79999999999442
610305.0,-254525.19999995077,126.5999999999756
610306.0,,
610307.0,,
610308.0,-3119.1999999993677,1.5999999999996888
610309.0,,
610310.0,,
610311.0,,
610312.0,3410.5999999985943,-1.5999999999992944
610313.0,80768.79999997822,-39.699999999989146
610314.0,,
610315.0,-28635.19999999381,14.299999999996936
610316.0,1867.4000000008818,-0.8000000000004306
610317.0,92835.19999998121,-45.79999999999067
610319.0,35215.19999998895,-17.299999999994498
610320.0,,
610321.0,217571.39999994665,-107.89999999997353
610323.0,169261.7999999743,-83.79999999998725
610324.0,,
610325.0,64535.999999983644,-31.599999999991866
610329.0,29409.59999999353,-14.299999999996786
610334.0,30717.999999993262,-14.99999999999664
610336.0,,
610337.0,,
610339.0,8399.99999999511,-3.8999999999975685
610340.0,-17000.599999996703,8.699999999998383
610342.0,9874.799999998431,-4.5999999999991985
610345.0,-17965.399999999383,9.09999999999971
610347.0,24665.799999996598,-11.999999999998295
610348.0,,
610349.0,,
610350.0,5908.799999998053,-2.6999999999990223
610352.0,-65854.79999998637,32.999999999993264
610353.0,-397.6000000041968,0.6000000000020975
610354.0,11645.399999993839,-5.599999999996918
610355.0,-169324.99999997142,84.29999999998584
610357.0,11062.199999997232,-5.39999999999862
610362.0,3998.9999999967986,-1.7999999999983984
610363.0,3862.599999999453,-1.0999999999996817
610364.0,-17526.399999995436,8.799999999997741
610365.0,,
610366.0,-13645.599999996033,6.8999999999980375
610367.0,-102473.59999998292,51.199999999991554
610368.0,-61932.99999999085,30.99999999999548
610369.0,-22021.19999999345,11.099999999996761
610370.0,,
610371.0,,
610374.0,,
610375.0,,
610377.0,,
610378.0,,
610380.0,26881.399999994683,-13.199999999997363
610381.0,50856.39999998867,-24.99999999999436
610383.0,31359.199999992852,-15.399999999996453
610384.0,-13688.799999998693,6.999999999999382
610385.0,20426.599999997532,-9.999999999998764
610386.0,-9131.599999998882,4.599999999999447
610388.0,,
610389.0,212877.39999995852,-105.39999999997939
610390.0,-76023.99999998609,37.99999999999312
610391.0,-165854.39999997278,82.89999999998652
610392.0,26536.599999994214,-12.999999999997115
610394.0,81941.59999998636,-40.49999999999323
610395.0,,
610396.0,30250.999999991298,-14.499999999995623
610401.0,,
610402.0,-409.7999999986496,0.29999999999933635
610405.0,-33235.39999999632,16.699999999998184
610499.0,24970.799999991694,-12.19999999999586
610501.0,57584.19999999,-28.499999999995037
610502.0,,
610503.0,-35593.99999999262,17.79999999999636
610504.0,16906.19999999724,-8.299999999998619
610506.0,71875.79999998325,-35.49999999999167
610513.0,,
610515.0,-21949.799999999726,11.099999999999874
610518.0,110076.59999997505,-54.49999999998761
610520.0,12896.999999994267,-6.099999999997138
610521.0,28709.39999999694,-14.09999999999847
610523.0,,
610524.0,,
610529.0,,
610530.0,,
610532.0,,
610533.0,,
610534.0,,
610535.0,,
610539.0,,
610541.0,,
610542.0,,
610543.0,,
610544.0,,
610547.0,,
610548.0,,
610549.0,,
610550.0,,
610551.0,,
610552.0,,
610553.0,,
610554.0,,
610555.0,,
610556.0,,
610557.0,,
610558.0,,
610559.0,,
610561.0,,
610563.0,,
610564.0,,
