School ID,EducationUnits,Total,White,AfricanAmerican,API,NativeAmericanAlaskan,Hispanic,MR,Asian,HPR,NA
609954,John Milton Gregory Elementary School,425,0,425,0,0,0,Nan,Nan,Nan,Nan
609955,Walter Q Gresham Elementary School,453,1,452,0,0,0,Nan,Nan,Nan,Nan
609956,Robert L Grimes Elementary School,500,105,11,1,0,383,Nan,Nan,Nan,Nan
609958,Frank W Gunsaulus Elementary Scholastic Academy,729,76,117,33,0,503,Nan,Nan,Nan,Nan
609959,John Charels Haines Elementary School,732,5,62,660,0,5,Nan,Nan,Nan,Nan
609960,Nathan Hale Elementary School,897,326,12,17,1,541,Nan,Nan,Nan,Nan
609961,Ninos Heroes Elementary Academic Center,599,1,472,0,0,126,Nan,Nan,Nan,Nan
609963,Alexander Hamilton Elementary School,209,55,67,10,0,77,Nan,Nan,Nan,Nan
609964,John H Hamline Elementary School,815,11,100,1,0,703,Nan,Nan,Nan,Nan
609966,Charles G Hammond Elementary School,506,10,40,0,0,456,Nan,Nan,Nan,Nan
609967,William F Finkl Elementary School,679,5,40,3,3,628,Nan,Nan,Nan,Nan
609968,Sharon Christa McAuliffe Elementary School,844,12,50,0,0,782,Nan,Nan,Nan,Nan
609969,Bret Harte Elementary School,424,15,364,10,1,34,Nan,Nan,Nan,Nan
609971,John Harvard Elementary School,519,5,512,0,0,2,Nan,Nan,Nan,Nan
609972,Helge A Haugan Elementary School,"1,172",77,69,69,2,955,Nan,Nan,Nan,Nan
609973,Emiliano Zapata Elementary Academy,976,6,7,0,0,963,Nan,Nan,Nan,Nan
609974,Hawthorne Elementary Scholastic Academy,561,243,84,81,17,136,Nan,Nan,Nan,Nan
609975,John Hay Elementary Community Academy,713,0,688,1,1,23,Nan,Nan,Nan,Nan
609976,Stephen K Hayt Elementary School,940,106,156,234,0,444,Nan,Nan,Nan,Nan
609977,Woodlawn Community Elementary School,234,1,233,0,0,0,Nan,Nan,Nan,Nan
609978,Wendell Smith Elementary School,419,0,419,0,0,0,Nan,Nan,Nan,Nan
609979,Robert Healy Elementary School,"1,294",212,16,753,1,312,Nan,Nan,Nan,Nan
609981,Phobe Apperson Hearst Elementary School,521,2,356,2,0,161,Nan,Nan,Nan,Nan
609983,James Hedges Elementary School,931,6,38,0,0,887,Nan,Nan,Nan,Nan
609985,Helen M Hefferan Elementary School,418,1,413,0,1,3,Nan,Nan,Nan,Nan
609986,Charles R Henderson Elementary School,461,1,455,0,0,5,Nan,Nan,Nan,Nan
609987,Thomas A Hendricks Elementary Community Academy,294,3,291,0,0,0,Nan,Nan,Nan,Nan
609988,Patrick Henry Elementary School,664,38,26,21,0,579,Nan,Nan,Nan,Nan
609989,Victor Herbert Elementary School,431,2,419,1,0,9,Nan,Nan,Nan,Nan
609990,South Loop Elementary School,567,153,298,71,3,42,Nan,Nan,Nan,Nan
609991,Theodore Herzl Elementary School,630,0,621,0,0,9,Nan,Nan,Nan,Nan
609993,Agustin Lara Elementary Academy,590,16,17,3,0,554,Nan,Nan,Nan,Nan
609994,William G Hibbard Elementary School,"1,197",86,97,133,0,881,Nan,Nan,Nan,Nan
609995,Rufus M Hitch Elementary School,465,209,10,66,3,177,Nan,Nan,Nan,Nan
609996,Charles N Holden Elementary School,625,106,30,82,1,406,Nan,Nan,Nan,Nan
609997,Oliver Wendell Holmes Elementary School,462,1,460,0,0,1,Nan,Nan,Nan,Nan
609999,Nia Middle Elementary School,52,0,52,0,0,0,Nan,Nan,Nan,Nan
610000,Julia Ward Howe Elementary School,540,0,537,1,1,1,Nan,Nan,Nan,Nan
610002,Thomas Hoyne Elementary School,344,1,340,0,0,3,Nan,Nan,Nan,Nan
610003,Paul Cuffe Math-Science Technology Academy ES,594,0,593,0,0,1,Nan,Nan,Nan,Nan
610004,Countee Cullen Elementary School,326,0,324,2,0,0,Nan,Nan,Nan,Nan
610005,Charles Evans Hughes Elementary School,386,0,383,0,0,3,Nan,Nan,Nan,Nan
610006,Edward N Hurley Elementary School,979,20,26,2,0,931,Nan,Nan,Nan,Nan
610009,Galileo Math & Science Scholastic Academy ES,612,76,143,32,2,359,Nan,Nan,Nan,Nan
610010,Friedrich Ludwig Jahn Elementary School,437,57,41,7,0,332,Nan,Nan,Nan,Nan
610011,Minnie Mars Jamieson Elementary School,789,270,62,255,1,201,Nan,Nan,Nan,Nan
610012,Edward Jenner Elementary Academy of the Arts,429,0,426,0,0,3,Nan,Nan,Nan,Nan
610013,Pilsen Elementary Community Academy,452,4,11,1,0,436,Nan,Nan,Nan,Nan
610015,Joseph Jungman Elementary School,327,2,14,0,1,310,Nan,Nan,Nan,Nan
610016,Kate S Kellogg Elementary School,271,35,228,1,0,7,Nan,Nan,Nan,Nan
610017,Maria Saucedo Elementary Scholastic Academy,"1,269",5,44,4,1,"1,215",Nan,Nan,Nan,Nan
610018,Miriam G Canter Middle School,237,4,223,1,0,9,Nan,Nan,Nan,Nan
610019,Joshua D Kershaw Elementary School,273,1,270,0,0,2,Nan,Nan,Nan,Nan
610020,Francis Scott Key Elementary School,389,1,383,1,0,4,Nan,Nan,Nan,Nan
610021,Pablo Casals Elementary School,511,4,259,0,0,248,Nan,Nan,Nan,Nan
610022,Joyce Kilmer Elementary School,850,50,211,76,4,509,Nan,Nan,Nan,Nan
610023,William H King Elementary School,316,2,245,0,0,69,Nan,Nan,Nan,Nan
610024,Lazaro Cardenas Elementary School,606,1,10,0,0,595,Nan,Nan,Nan,Nan
610026,John H Kinzie Elementary School,729,300,31,6,0,392,Nan,Nan,Nan,Nan
610027,Rudyard Kipling Elementary School,455,0,454,0,0,1,Nan,Nan,Nan,Nan
610028,Alfred David Kohn Elementary School,532,1,527,0,0,4,Nan,Nan,Nan,Nan
610029,Rodolfo Lozano Bilingual & International Ctr ES,411,14,27,3,0,367,Nan,Nan,Nan,Nan
610030,Charles Kozminski Elementary Community Academy,452,5,444,0,0,3,Nan,Nan,Nan,Nan
610031,Jean D Lafayette Elementary School,627,6,230,3,1,387,Nan,Nan,Nan,Nan
610032,Wendell E Green Elementary School,266,1,265,0,0,0,Nan,Nan,Nan,Nan
610033,LaSalle Elementary Language Academy,573,194,155,91,4,129,Nan,Nan,Nan,Nan
610034,Lawndale Elementary Community Academy,568,0,566,0,0,2,Nan,Nan,Nan,Nan
610036,Leslie Lewis Elementary School,813,3,700,0,1,109,Nan,Nan,Nan,Nan
610037,Arthur A Libby Elementary School,569,0,528,0,0,41,Nan,Nan,Nan,Nan
610038,Abraham Lincoln Elementary School,662,409,115,81,6,51,Nan,Nan,Nan,Nan
610039,Carl von Linne Elementary School,645,35,11,6,2,591,Nan,Nan,Nan,Nan
610040,Henry D Lloyd Elementary School,"1,331",22,67,3,0,"1,239",Nan,Nan,Nan,Nan
610041,Josephine C Locke Elementary School,"1,301",180,27,46,0,"1,048",Nan,Nan,Nan,Nan
610043,Joseph Lovett Elementary School,504,3,454,0,0,47,Nan,Nan,Nan,Nan
610044,James Russell Lowell Elementary School,756,10,201,2,0,543,Nan,Nan,Nan,Nan
610045,Robert H Lawrence Elementary School,456,0,450,0,2,4,Nan,Nan,Nan,Nan
610046,Mary Lyon Elementary School,"1,270",68,20,23,2,"1,157",Nan,Nan,Nan,Nan
610047,James Madison Elementary School,437,0,436,0,0,1,Nan,Nan,Nan,Nan
610048,George Manierre Elementary School,507,1,503,0,1,2,Nan,Nan,Nan,Nan
610051,Northwest Middle School,966,23,55,2,0,886,Nan,Nan,Nan,Nan
610052,Horace Mann Elementary School,637,0,633,1,1,2,Nan,Nan,Nan,Nan
610053,Marquette Elementary School,"1,579",18,706,1,1,853,Nan,Nan,Nan,Nan
610054,John L Marsh Elementary School,858,24,63,0,3,768,Nan,Nan,Nan,Nan
610055,Michael Faraday Elementary School,247,0,247,0,0,0,Nan,Nan,Nan,Nan
610056,Roswell B Mason Elementary School,547,0,541,0,0,6,Nan,Nan,Nan,Nan
610057,Fairfield Elementary Academy,646,1,348,3,1,293,Nan,Nan,Nan,Nan
610058,Horatio May Elementary Community Academy,588,0,581,0,0,7,Nan,Nan,Nan,Nan
610059,Oscar F Mayer Elementary School,565,133,270,17,2,143,Nan,Nan,Nan,Nan
610060,Andrew Jackson Elementary Language Academy,545,172,101,159,2,111,Nan,Nan,Nan,Nan
610061,William J & Charles H Mayo Elementary School,478,0,476,0,0,2,Nan,Nan,Nan,Nan
610062,George B McClellan Elementary School,227,42,21,15,1,148,Nan,Nan,Nan,Nan
610063,Cyrus H McCormick Elementary School,916,3,0,1,0,912,Nan,Nan,Nan,Nan
610065,Emmett Louis Till Math and Science Academy,635,2,631,1,1,0,Nan,Nan,Nan,Nan
610066,James E McDade Elementary Classical School,192,2,190,0,0,0,Nan,Nan,Nan,Nan
610067,Francis M McKay Elementary School,"1,052",0,936,1,10,105,Nan,Nan,Nan,Nan
610068,Hanson Park Elementary School,"1,620",37,65,12,2,"1,504",Nan,Nan,Nan,Nan
610070,James B McPherson Elementary School,695,98,36,46,0,515,Nan,Nan,Nan,Nan
610071,Joseph Medill Elementary School,147,0,147,0,0,0,Nan,Nan,Nan,Nan
610072,Garrett A Morgan Elementary School,299,0,298,0,0,1,Nan,Nan,Nan,Nan
610073,Ellen Mitchell Elementary School,296,27,51,3,3,212,Nan,Nan,Nan,Nan
610074,James Monroe Elementary School,"1,247",23,40,3,1,"1,180",Nan,Nan,Nan,Nan
610075,Moses Montefiore Special Elementary School,62,2,46,0,0,14,Nan,Nan,Nan,Nan
610076,Bernhard Moos Elementary School,575,19,74,4,0,478,Nan,Nan,Nan,Nan
610077,Donald Morrill Math & Science Elementary School,911,1,418,0,0,492,Nan,Nan,Nan,Nan
610078,Inter-American Elementary Magnet School,670,90,45,14,6,515,Nan,Nan,Nan,Nan
610081,Mark Sheridan Elementary Math & Science Academy,535,197,90,137,9,102,Nan,Nan,Nan,Nan
610082,Mount Greenwood Elementary School,716,571,42,6,3,94,Nan,Nan,Nan,Nan
610083,Daniel C Beard Elementary School,162,74,32,12,0,44,Nan,Nan,Nan,Nan
610084,Annie Keller Elementary Gifted Magnet School,227,83,101,3,1,39,Nan,Nan,Nan,Nan
610085,Near North Special Education Center,106,8,65,0,0,33,Nan,Nan,Nan,Nan
610086,Mount Vernon Elementary School,314,1,310,0,1,2,Nan,Nan,Nan,Nan
610087,Blair Early Childhood Center,124,22,37,1,0,64,Nan,Nan,Nan,Nan
610088,Wolfgang A Mozart Elementary School,873,19,54,1,2,797,Nan,Nan,Nan,Nan
610089,John B Murphy Elementary School,553,111,19,21,0,402,Nan,Nan,Nan,Nan
610090,Phillip Murray Elementary Language Academy,474,90,348,22,1,13,Nan,Nan,Nan,Nan
610091,Ronald Brown Elementary Community Academy,321,1,320,0,0,0,Nan,Nan,Nan,Nan
610092,Henry H Nash Elementary School,584,1,579,0,0,4,Nan,Nan,Nan,Nan
610093,Jane A Neil Elementary School,379,2,370,0,0,7,Nan,Nan,Nan,Nan
610094,Louis Nettelhorst Elementary School,525,297,92,45,4,87,Nan,Nan,Nan,Nan
610095,Walter L Newberry Math & Science Academy ES,518,150,183,28,3,154,Nan,Nan,Nan,Nan
610096,Florence Nightingale Elementary School,"1,416",14,25,2,0,"1,375",Nan,Nan,Nan,Nan
610097,William P Nixon Elementary School,"1,015",8,18,4,1,984,Nan,Nan,Nan,Nan
610098,Alfred Nobel Elementary School,828,5,137,0,1,685,Nan,Nan,Nan,Nan
610099,Norwood Park Elementary School,362,242,8,18,16,78,Nan,Nan,Nan,Nan
610100,West Park Elementary Academy,714,2,221,1,2,488,Nan,Nan,Nan,Nan
610101,William B Ogden Elementary School,684,287,231,70,2,94,Nan,Nan,Nan,Nan
610102,Richard J Oglesby Elementary School,558,1,556,0,0,1,Nan,Nan,Nan,Nan
610103,Isabelle C O'Keeffe Elementary School,675,0,675,0,0,0,Nan,Nan,Nan,Nan
610104,William J Onahan Elementary School,601,397,15,16,6,167,Nan,Nan,Nan,Nan
610105,Oriole Park Elementary School,640,479,8,42,1,110,Nan,Nan,Nan,Nan
610106,Brian Piccolo Elementary Specialty School,757,2,538,0,0,217,Nan,Nan,Nan,Nan
610107,James Otis Elementary School,439,26,65,3,2,343,Nan,Nan,Nan,Nan
610108,Luke O'Toole Elementary School,746,0,742,0,0,4,Nan,Nan,Nan,Nan
610109,William Bishop Owen Scholastic Academy ES,240,12,207,3,1,17,Nan,Nan,Nan,Nan
610110,Ida B Wells Preparatory Elementary Academy,149,0,144,0,0,5,Nan,Nan,Nan,Nan
610111,John Palmer Elementary School,961,353,14,165,2,427,Nan,Nan,Nan,Nan
610112,Francis W Parker Elementary Community Academy,716,2,706,0,1,7,Nan,Nan,Nan,Nan
610114,Francis Parkman Elementary School,156,1,137,0,0,18,Nan,Nan,Nan,Nan
610115,Park Manor Elementary School,378,0,377,1,0,0,Nan,Nan,Nan,Nan
610116,Parkside Elementary Community Academy,373,0,371,0,0,2,Nan,Nan,Nan,Nan
610117,Louis Pasteur Elementary School,"1,391",109,19,9,1,"1,253",Nan,Nan,Nan,Nan
610119,Elizabeth Peabody Elementary School,264,6,74,0,0,184,Nan,Nan,Nan,Nan
610120,Ferdinand Peck Elementary School,"1,532",50,4,2,0,"1,476",Nan,Nan,Nan,Nan
610121,Washington Irving Elementary School,506,18,317,15,1,155,Nan,Nan,Nan,Nan
610122,Helen Peirce International Studies ES,880,107,81,79,0,613,Nan,Nan,Nan,Nan
610123,William Penn Elementary School,398,0,346,0,0,52,Nan,Nan,Nan,Nan
610124,Harold Washington Elementary School,667,1,663,0,1,2,Nan,Nan,Nan,Nan
610125,Irma C Ruiz Elementary School,"1,008",15,11,6,0,976,Nan,Nan,Nan,Nan
610126,John J Pershing Elementary Humanities Magnet,254,3,238,6,0,7,Nan,Nan,Nan,Nan
610127,Mary Gage Peterson Elementary School,925,277,68,331,1,248,Nan,Nan,Nan,Nan
610128,Marcus Moziah Garvey Elementary School,421,1,420,0,0,0,Nan,Nan,Nan,Nan
610129,Josiah Pickard Elementary School,652,8,15,1,2,626,Nan,Nan,Nan,Nan
610130,John T Pirie Fine Arts & Academic Center ES,476,0,474,1,0,1,Nan,Nan,Nan,Nan
610131,Ambrose Plamondon Elementary School,207,0,35,0,0,172,Nan,Nan,Nan,Nan
610132,Edgar Allan Poe Elementary Classical School,183,4,176,0,2,1,Nan,Nan,Nan,Nan
610133,Laura S Ward Elementary School,443,1,439,0,0,3,Nan,Nan,Nan,Nan
610134,Nathaniel Pope Elementary School,181,0,169,0,0,12,Nan,Nan,Nan,Nan
610135,Portage Park Elementary School,"1,121",489,27,39,2,564,Nan,Nan,Nan,Nan
610136,William H Prescott Elementary School,227,36,27,8,0,156,Nan,Nan,Nan,Nan
610137,Ernst Prussing Elementary School,688,379,11,40,4,254,Nan,Nan,Nan,Nan
610138,Casimir Pulaski Elementary Fine Arts Academy,827,37,30,5,0,755,Nan,Nan,Nan,Nan
610139,George M Pullman Elementary School,342,4,271,0,0,67,Nan,Nan,Nan,Nan
610141,Ravenswood Elementary School,432,99,86,12,0,235,Nan,Nan,Nan,Nan
610142,William H Ray Elementary School,672,142,379,91,4,56,Nan,Nan,Nan,Nan
610143,William C Reavis Math & Science Specialty ES,391,1,389,0,0,1,Nan,Nan,Nan,Nan
610144,Frank W Reilly Elementary School,"1,554",144,23,18,1,"1,368",Nan,Nan,Nan,Nan
610145,Peter A Reinberg Elementary School,"1,348",298,21,76,2,951,Nan,Nan,Nan,Nan
610146,Paul Revere Elementary School,452,0,452,0,0,0,Nan,Nan,Nan,Nan
610147,Philip Rogers Elementary School,720,161,120,192,3,244,Nan,Nan,Nan,Nan
610148,Cesar E Chavez Multicultural Academic Center ES,874,20,51,1,0,802,Nan,Nan,Nan,Nan
610150,Betsy Ross Elementary School,411,0,411,0,0,0,Nan,Nan,Nan,Nan
610152,Martha Ruggles Elementary School,478,2,474,0,0,2,Nan,Nan,Nan,Nan
610153,William H Ryder Math & Science Specialty ES,369,0,368,0,0,1,Nan,Nan,Nan,Nan
610154,Martin A Ryerson Elementary School,507,2,502,0,0,3,Nan,Nan,Nan,Nan
610155,Sauganash Elementary School,506,267,15,91,2,131,Nan,Nan,Nan,Nan
610156,Louis Armstrong Math & Science Elementary School,144,0,144,0,0,0,Nan,Nan,Nan,Nan
610157,Sidney Sawyer Elementary School,"2,098",21,9,0,7,"2,061",Nan,Nan,Nan,Nan
610158,Harriet E Sayre Elementary Language Academy,557,90,245,8,0,214,Nan,Nan,Nan,Nan
610159,Jonathan Y Scammon Elementary School,"1,097",97,18,21,2,959,Nan,Nan,Nan,Nan
610160,Songhai Elementary Learning Institute,388,0,386,0,0,2,Nan,Nan,Nan,Nan
610161,Arna Wendell Bontemps Elementary School,393,1,388,0,0,4,Nan,Nan,Nan,Nan
610162,Frederick von Schiller Elementary School,190,1,189,0,0,0,Nan,Nan,Nan,Nan
610163,Frederick Stock Elementary School,265,197,6,12,1,49,Nan,Nan,Nan,Nan
610164,George Schneider Elementary School,146,5,114,1,0,26,Nan,Nan,Nan,Nan
610165,Franz Peter Schubert Elementary School,"1,335",72,22,11,2,"1,228",Nan,Nan,Nan,Nan
610167,William H Seward Communication Arts Academy ES,910,16,15,0,0,879,Nan,Nan,Nan,Nan
610169,Austin O Sexton Elementary School,422,0,422,0,0,0,Nan,Nan,Nan,Nan
610170,Columbia Explorers Elementary Academy,"1,004",26,2,0,1,975,Nan,Nan,Nan,Nan
610171,Arnold Mireles Elementary Academy,"1,082",6,573,0,2,501,Nan,Nan,Nan,Nan
610172,William T Sherman Elementary School,584,1,579,0,0,4,Nan,Nan,Nan,Nan
610173,Jesse Sherwood Elementary School,393,0,392,0,0,1,Nan,Nan,Nan,Nan
610174,James Shields Elementary School,"1,810",36,25,1,1,"1,747",Nan,Nan,Nan,Nan
610175,Beulah Shoesmith Elementary School,341,0,333,1,0,7,Nan,Nan,Nan,Nan
610176,John D Shoop Math-Science Technical Academy ES,745,0,745,0,0,0,Nan,Nan,Nan,Nan
610177,Mark Skinner Elementary School,618,88,319,144,2,65,Nan,Nan,Nan,Nan
610178,Theophilus Schmid Elementary School,247,3,237,0,0,7,Nan,Nan,Nan,Nan
610179,Washington D Smyser Elementary School,937,404,15,41,7,470,Nan,Nan,Nan,Nan
610180,John M Smyth Elementary School,592,2,580,2,0,8,Nan,Nan,Nan,Nan
610182,Hannah G Solomon Elementary School,367,177,15,125,1,49,Nan,Nan,Nan,Nan
610183,Herbert Spencer Elementary Math & Science Academy,892,3,884,0,1,4,Nan,Nan,Nan,Nan
610184,John Spry Elementary Community School,838,1,1,0,0,836,Nan,Nan,Nan,Nan
610185,Adlai E Stevenson Elementary School,"1,350",109,107,8,0,"1,126",Nan,Nan,Nan,Nan
610187,Graeme Stewart Elementary School,374,8,218,21,0,127,Nan,Nan,Nan,Nan
610188,Edward F Dunne Elementary School,418,0,418,0,0,0,Nan,Nan,Nan,Nan
610189,Joseph Stockton Elementary School,515,29,233,40,2,211,Nan,Nan,Nan,Nan
610191,Stone Elementary Scholastic Academy,630,197,133,167,8,125,Nan,Nan,Nan,Nan
610192,Harriet Beecher Stowe Elementary School,979,12,75,4,0,888,Nan,Nan,Nan,Nan
610193,William K New Sullivan Elementary School,554,7,397,1,0,149,Nan,Nan,Nan,Nan
610194,Charles Sumner  Math & Science Community Acad ES,480,1,477,1,0,1,Nan,Nan,Nan,Nan
610195,Elizabeth H Sutherland Elementary School,760,338,374,8,3,37,Nan,Nan,Nan,Nan
610196,George B Swift Elementary Specialty School,699,124,282,60,15,218,Nan,Nan,Nan,Nan
610197,Mancel Talcott Elementary School,537,50,40,1,1,445,Nan,Nan,Nan,Nan
610198,Douglas Taylor Elementary School,712,13,80,0,0,619,Nan,Nan,Nan,Nan
610199,Johnnie Colemon Elementary Academy,286,0,279,0,0,7,Nan,Nan,Nan,Nan
610200,James N Thorp Elementary School,537,1,443,0,0,93,Nan,Nan,Nan,Nan
610201,Ole A Thorp Elementary Scholastic Academy,827,258,173,98,13,285,Nan,Nan,Nan,Nan
610202,George W Tilton Elementary School,414,1,412,0,0,1,Nan,Nan,Nan,Nan
610203,Enrico Tonti Elementary School,"1,251",15,50,1,1,"1,184",Nan,Nan,Nan,Nan
610205,Lyman Trumbull Elementary School,466,49,75,61,3,278,Nan,Nan,Nan,Nan
610206,Mark Twain Elementary School,"1,039",330,10,8,1,690,Nan,Nan,Nan,Nan
610207,John H Vanderpoel Elementary Magnet School,327,0,327,0,0,0,Nan,Nan,Nan,Nan
610208,Mildred I Lavizzo Elementary School,506,6,499,0,0,1,Nan,Nan,Nan,Nan
610209,Alessandro Volta Elementary School,"1,002",108,63,259,0,572,Nan,Nan,Nan,Nan
610210,Alexander von Humboldt Elementary School,563,4,227,0,0,332,Nan,Nan,Nan,Nan
610212,Albany Park Multicultural Middle School,277,19,31,32,0,195,Nan,Nan,Nan,Nan
610213,James Wadsworth Elementary School,354,3,346,0,0,5,Nan,Nan,Nan,Nan
610215,Francisco I Madero Middle School,327,0,0,0,0,327,Nan,Nan,Nan,Nan
610216,John A Walsh Elementary School,519,5,30,6,0,478,Nan,Nan,Nan,Nan
610217,James Ward Elementary School,464,26,73,300,0,65,Nan,Nan,Nan,Nan
610218,Joseph Warren Elementary School,385,1,384,0,0,0,Nan,Nan,Nan,Nan
610219,George Washington Elementary School,778,87,13,2,0,676,Nan,Nan,Nan,Nan
610220,Thomas J Waters Elementary School,449,178,27,28,2,214,Nan,Nan,Nan,Nan
610221,Daniel Webster Elementary School,439,0,438,1,0,0,Nan,Nan,Nan,Nan
610223,Daniel S Wentworth Elementary School,427,0,421,0,0,6,Nan,Nan,Nan,Nan
610224,West Pullman Elementary School,424,1,422,0,0,1,Nan,Nan,Nan,Nan
610225,John Whistler Elementary School,431,0,429,0,0,2,Nan,Nan,Nan,Nan
610226,Socorro Sandoval Elementary School,"1,282",19,7,0,0,"1,256",Nan,Nan,Nan,Nan
610227,Eli Whitney Elementary School,"1,092",5,2,0,0,"1,085",Nan,Nan,Nan,Nan
610228,John Greenleaf Whittier Elementary School,386,3,3,1,0,379,Nan,Nan,Nan,Nan
610229,Abram N Pritzker Elementary School,632,143,298,17,1,173,Nan,Nan,Nan,Nan
610230,Wildwood Elementary School,354,186,27,44,2,95,Nan,Nan,Nan,Nan
610231,National Teachers Elementary Academy,434,1,431,0,0,2,Nan,Nan,Nan,Nan
610232,Williams Multiplex Elementary School,313,1,312,0,0,0,Nan,Nan,Nan,Nan
610233,Elihu Yale Elementary School,294,1,293,0,0,0,Nan,Nan,Nan,Nan
610234,Richard Yates Elementary School,809,13,107,1,10,678,Nan,Nan,Nan,Nan
610235,Ella Flagg Young Elementary School,"1,422",7,"1,309",2,0,104,Nan,Nan,Nan,Nan
610237,Ludwig Van Beethoven Elementary School,411,1,409,0,0,1,Nan,Nan,Nan,Nan
610238,Carrie Jacobs Bond Elementary School,419,2,402,0,0,15,Nan,Nan,Nan,Nan
610239,Richard J Daley Elementary Academy,892,4,149,1,0,738,Nan,Nan,Nan,Nan
610240,Matthew A Henson Elementary School,391,1,387,0,0,3,Nan,Nan,Nan,Nan
610241,Guglielmo Marconi Elementary Community Academy,279,1,278,0,0,0,Nan,Nan,Nan,Nan
610242,Joseph Brennemann Elementary School,330,13,245,10,4,58,Nan,Nan,Nan,Nan
610243,John Calhoun North Elementary School,424,0,424,0,0,0,Nan,Nan,Nan,Nan
610244,Michele Clark Academic Prep Magnet High School,"1,013",3,"1,004",1,1,4,Nan,Nan,Nan,Nan
610245,Frederick A Douglass Academy High School,556,1,548,0,0,7,Nan,Nan,Nan,Nan
610246,Edward Beasley Elementary Magnet Academic Center,"1,423",16,"1,360",15,1,31,Nan,Nan,Nan,Nan
610248,Chicago Academy Elementary School,588,185,68,25,3,307,Nan,Nan,Nan,Nan
610249,Talman Elementary School,347,6,9,0,0,332,Nan,Nan,Nan,Nan
610250,Ruben Salazar Elementary Bilingual Center,385,14,63,2,1,305,Nan,Nan,Nan,Nan
610251,Willa Cather Elementary School,210,0,210,0,0,0,Nan,Nan,Nan,Nan
610252,Robert Nathaniel Dett Elementary School,246,2,241,0,0,3,Nan,Nan,Nan,Nan
610253,Julia C Lathrop Elementary School,322,0,319,0,0,3,Nan,Nan,Nan,Nan
610254,Anton Dvorak Elementary Specialty Academy,604,0,598,0,0,6,Nan,Nan,Nan,Nan
610256,Jackie Robinson Elementary School,228,0,226,2,0,0,Nan,Nan,Nan,Nan
610257,Morton Elementary Career Academy,284,1,269,0,0,14,Nan,Nan,Nan,Nan
610258,Florence B Price Elementary School,196,0,196,0,0,0,Nan,Nan,Nan,Nan
610260,Helen J McCorkle Elementary School,310,0,310,0,0,0,Nan,Nan,Nan,Nan
610263,John Foster Dulles Elementary School,429,1,428,0,0,0,Nan,Nan,Nan,Nan
610264,Walter Reed Elementary School,297,0,297,0,0,0,Nan,Nan,Nan,Nan
610265,Benjamin Banneker Elementary School,378,0,377,1,0,0,Nan,Nan,Nan,Nan
610266,Alexandre Dumas Elementary School,382,3,378,0,0,1,Nan,Nan,Nan,Nan
610268,Arthur R Ashe Elementary School,584,2,580,0,0,2,Nan,Nan,Nan,Nan
610269,John T McCutcheon Elementary School,333,13,176,86,0,58,Nan,Nan,Nan,Nan
610271,Jensen Elementary Scholastic Academy,440,2,437,0,0,1,Nan,Nan,Nan,Nan
610273,Ignance Paderewski Elementary Learning Academy,182,0,147,0,0,35,Nan,Nan,Nan,Nan
610274,James Weldon Johnson Elementary School,281,0,279,0,0,2,Nan,Nan,Nan,Nan
610276,Irvin C Mollison Elementary School,293,0,293,0,0,0,Nan,Nan,Nan,Nan
610277,Anthony Overton Elementary School,429,1,427,0,1,0,Nan,Nan,Nan,Nan
610279,Henry O Tanner Elementary School,522,2,517,0,0,3,Nan,Nan,Nan,Nan
610280,Kate S Buckingham Special Education Center,33,2,30,0,0,1,Nan,Nan,Nan,Nan
610281,Adam Clayton Powell Paideia Community Academy ES,548,0,545,0,0,3,Nan,Nan,Nan,Nan
610282,Ronald E McNair Elementary School,576,2,560,0,0,14,Nan,Nan,Nan,Nan
610283,Simon Guggenheim Elementary School,296,0,292,0,0,4,Nan,Nan,Nan,Nan
610284,New Field Elementary School,708,33,206,28,1,440,Nan,Nan,Nan,Nan
610285,Granville T Woods Math & Science Academy ES,511,4,506,0,0,1,Nan,Nan,Nan,Nan
610286,South Chicago Community Elementary School,213,2,184,2,0,25,Nan,Nan,Nan,Nan
610287,Ashburn Community Elementary School,518,8,431,1,0,78,Nan,Nan,Nan,Nan
610290,Benjamin E Mays Elementary Academy,352,0,341,0,0,11,Nan,Nan,Nan,Nan
610291,Richard Henry Lee Elementary School,"1,111",49,18,0,0,"1,044",Nan,Nan,Nan,Nan
610293,Genevieve Melody Elementary School,409,0,408,0,1,0,Nan,Nan,Nan,Nan
610295,Thomas J Higgins Elementary Community Academy,424,2,421,1,0,0,Nan,Nan,Nan,Nan
610296,High School of Technology at South Shore,365,0,363,0,0,2,Nan,Nan,Nan,Nan
610297,High School of Leadership at South Shore,373,0,370,0,1,2,Nan,Nan,Nan,Nan
610298,Lenart Elementary Regional Gifted Center,322,70,219,22,1,10,Nan,Nan,Nan,Nan
610299,William A Hinton Elementary School,421,2,417,1,0,1,Nan,Nan,Nan,Nan
610300,Oliver S Westcott Elementary School,547,1,543,0,1,2,Nan,Nan,Nan,Nan
610301,Big Picture High School at Back of The Yards,25,0,0,0,0,25,Nan,Nan,Nan,Nan
610304,Phoenix Military Academy High School,385,7,189,6,0,183,Nan,Nan,Nan,Nan
610305,George Leland Elementary School,199,0,198,0,0,1,Nan,Nan,Nan,Nan
610306,Juana I De La Cruz Math & Science Specialty ES,72,0,1,1,0,70,Nan,Nan,Nan,Nan
