SchoolID,School,Total,White,AfricanAmerican,API,NativeAmericanAlaskan,Hispanic,MR,Asian,HPR,NA
400053.00,Noble St Chrt HS - Golder,422.00,26.00,54.00,5.00,0.00,337.00,Nan,Nan,Nan,Nan
400054.00,Noble St Chrt HS - Prtizker,595.00,9.00,36.00,8.00,0.00,542.00,Nan,Nan,Nan,Nan
400055.00,Noble St Chrt HS - Rauner,513.00,27.00,76.00,7.00,0.00,403.00,Nan,Nan,Nan,Nan
400056.00,Noble St Chrt HS - Clark,426.00,10.00,274.00,0.00,0.00,142.00,Nan,Nan,Nan,Nan
400057.00,Nobel St ChrtHS - UIC College Prep,399.00,21.00,92.00,7.00,0.00,279.00,Nan,Nan,Nan,Nan
400058.00,North Lawndale Chrt -Christiana,409.00,1.00,400.00,0.00,0.00,8.00,Nan,Nan,Nan,Nan
400059.00,North Lawndale Chrt - Collins,332.00,0.00,328.00,0.00,0.00,4.00,Nan,Nan,Nan,Nan
400060.00,Passages Chrt,291.00,23.00,158.00,63.00,3.00,44.00,Nan,Nan,Nan,Nan
400061.00,Perspectives Chrt - Calumet HS,485.00,0.00,484.00,0.00,1.00,0.00,Nan,Nan,Nan,Nan
400062.00,Perspectives Chrt - Cal Tech HS,447.00,0.00,446.00,0.00,0.00,1.00,Nan,Nan,Nan,Nan
400064.00,Perspectives Chrt  - Joslin,351.00,13.00,216.00,4.00,1.00,117.00,Nan,Nan,Nan,Nan
400066.00,Perspectives Chrt - ITT Math/Science,520.00,8.00,476.00,2.00,2.00,32.00,Nan,Nan,Nan,Nan
400067.00,Perspectives Chrt - Claumet MS,398.00,0.00,396.00,1.00,0.00,1.00,Nan,Nan,Nan,Nan
400068.00,Plato Learning Acad,322.00,1.00,319.00,0.00,0.00,2.00,Nan,Nan,Nan,Nan
400069.00,Polaris Charter Acad,244.00,1.00,221.00,0.00,0.00,22.00,Nan,Nan,Nan,Nan
400070.00,Prologue Early College HS,247.00,7.00,191.00,4.00,2.00,43.00,Nan,Nan,Nan,Nan
400071.00,Providence-Englewood Chrt,415.00,0.00,410.00,0.00,1.00,4.00,Nan,Nan,Nan,Nan
400072.00,Shabazz Charter,304.00,0.00,303.00,0.00,0.00,1.00,Nan,Nan,Nan,Nan
400073.00,Shabazz Chrt - DuSable,372.00,1.00,369.00,0.00,0.00,2.00,Nan,Nan,Nan,Nan
400074.00,Shabazz Chrt - Sizmore,203.00,0.00,201.00,0.00,1.00,1.00,Nan,Nan,Nan,Nan
400075.00,U Of C Chrt - Donoghue,382.00,1.00,380.00,0.00,0.00,1.00,Nan,Nan,Nan,Nan
400076.00,U Of C Chrt - North Kenwood,307.00,4.00,301.00,1.00,0.00,1.00,Nan,Nan,Nan,Nan
400077.00,U Of C Chrt - Woodlawn,521.00,2.00,511.00,1.00,0.00,7.00,Nan,Nan,Nan,Nan
400078.00,U of C Chrt - Woodson,353.00,0.00,348.00,1.00,1.00,3.00,Nan,Nan,Nan,Nan
400079.00,UNO Chrt - SPC Zizumbo,583.00,11.00,4.00,5.00,0.00,563.00,Nan,Nan,Nan,Nan
400080.00,UNO Chrt - PFC Torres,587.00,9.00,10.00,1.00,0.00,567.00,Nan,Nan,Nan,Nan
400081.00,UNO Chrt - Las Casas,266.00,2.00,3.00,0.00,0.00,261.00,Nan,Nan,Nan,Nan
400082.00,UNO Chrt - Fuentes,526.00,12.00,9.00,6.00,1.00,498.00,Nan,Nan,Nan,Nan
400083.00,UNO Chrt - Paz Interm,374.00,0.00,129.00,1.00,0.00,244.00,Nan,Nan,Nan,Nan
400084.00,UNO Chrt - Tamayo,269.00,2.00,1.00,0.00,0.00,266.00,Nan,Nan,Nan,Nan
400085.00,UNO Charter - Major Garcia,284.00,0.00,3.00,1.00,1.00,279.00,Nan,Nan,Nan,Nan
400086.00,Urban Prep Chtr HS,565.00,1.00,564.00,0.00,0.00,0.00,Nan,Nan,Nan,Nan
400087.00,Yng Women Ldrshp Chrt,334.00,22.00,263.00,1.00,0.00,48.00,Nan,Nan,Nan,Nan
400089.00,UNO Charter - Marquez,539.00,6.00,6.00,0.00,0.00,527.00,Nan,Nan,Nan,Nan
400091.00,Chicago Adv Tech Acad HS,146.00,7.00,116.00,1.00,0.00,22.00,Nan,Nan,Nan,Nan
400092.00,CICS - Lloyd Bond,342.00,0.00,342.00,0.00,0.00,0.00,Nan,Nan,Nan,Nan
400093.00,Chicago Talent Dev HS,94.00,1.00,91.00,0.00,0.00,2.00,Nan,Nan,Nan,Nan
400094.00,EPIC Acad HS,119.00,0.00,82.00,0.00,0.00,37.00,Nan,Nan,Nan,Nan
400095.00,Garfield Park Prep Acad,118.00,1.00,111.00,0.00,0.00,6.00,Nan,Nan,Nan,Nan
400096.00,Rowe,149.00,6.00,41.00,1.00,3.00,98.00,Nan,Nan,Nan,Nan
400097.00,Noble St Chrt HS - Chgo Bulls College,229.00,3.00,103.00,0.00,0.00,123.00,Nan,Nan,Nan,Nan
400098.00,Noble St Chrt HS- Muchin,255.00,15.00,117.00,8.00,0.00,115.00,Nan,Nan,Nan,Nan
400102.00,Urban Prep Acad - E Garfield HS,125.00,0.00,123.00,0.00,0.00,2.00,Nan,Nan,Nan,Nan
609674.00,Chicago Voc HS,1438.00,5.00,1420.00,0.00,0.00,13.00,Nan,Nan,Nan,Nan
609675.00,Chicago Voc AA HS,294.00,1.00,284.00,0.00,0.00,9.00,Nan,Nan,Nan,Nan
609676.00,Dunbar Voc HS,1612.00,3.00,1593.00,1.00,2.00,13.00,Nan,Nan,Nan,Nan
609678.00,Jones CPHS,827.00,233.00,211.00,113.00,7.00,263.00,Nan,Nan,Nan,Nan
609679.00,Prosser HS,1417.00,128.00,446.00,5.00,1.00,837.00,Nan,Nan,Nan,Nan
609680.00,Payton CPHS,908.00,306.00,247.00,132.00,6.00,217.00,Nan,Nan,Nan,Nan
609682.00,Richards HS,600.00,6.00,159.00,0.00,0.00,435.00,Nan,Nan,Nan,Nan
609683.00,Safe School Alt HS,337.00,5.00,279.00,0.00,0.00,53.00,Nan,Nan,Nan,Nan
609686.00,Youth Connect Chrt,3408.00,93.00,2340.00,13.00,2.00,960.00,Nan,Nan,Nan,Nan
609691.00,North-Grand HS,899.00,10.00,51.00,1.00,0.00,837.00,Nan,Nan,Nan,Nan
609692.00,Simeon HS,1557.00,1.00,1549.00,1.00,0.00,6.00,Nan,Nan,Nan,Nan
609693.00,Westinghouse HS,280.00,5.00,215.00,4.00,0.00,56.00,Nan,Nan,Nan,Nan
609694.00,Hancock HS,997.00,57.00,28.00,4.00,5.00,903.00,Nan,Nan,Nan,Nan
609695.00,Amundsen HS,1630.00,181.00,237.00,165.00,3.00,1044.00,Nan,Nan,Nan,Nan
609698.00,Bogan Tech HS,1938.00,51.00,1135.00,7.00,2.00,743.00,Nan,Nan,Nan,Nan
609702.00,Crane Tech HS,720.00,2.00,704.00,1.00,0.00,13.00,Nan,Nan,Nan,Nan
609704.00,Farragut HS,1771.00,10.00,329.00,0.00,2.00,1430.00,Nan,Nan,Nan,Nan
609705.00,Fenger  HS,1190.00,3.00,1183.00,1.00,0.00,3.00,Nan,Nan,Nan,Nan
609706.00,Fenger AA HS,128.00,0.00,128.00,0.00,0.00,0.00,Nan,Nan,Nan,Nan
609707.00,Robeson HS,1265.00,0.00,1260.00,0.00,1.00,4.00,Nan,Nan,Nan,Nan
609708.00,Foreman HS,1931.00,93.00,331.00,14.00,1.00,1492.00,Nan,Nan,Nan,Nan
609709.00,Gage Park HS,1619.00,11.00,788.00,0.00,1.00,819.00,Nan,Nan,Nan,Nan
609710.00,Harlan HS,1353.00,1.00,1346.00,0.00,1.00,5.00,Nan,Nan,Nan,Nan
609711.00,Harper HS,771.00,1.00,769.00,0.00,0.00,1.00,Nan,Nan,Nan,Nan
609712.00,Hirsch HS,673.00,4.00,665.00,0.00,0.00,4.00,Nan,Nan,Nan,Nan
609713.00,Hyde Park HS,1836.00,4.00,1828.00,0.00,1.00,3.00,Nan,Nan,Nan,Nan
609715.00,Kelly HS,3186.00,102.00,74.00,252.00,4.00,2754.00,Nan,Nan,Nan,Nan
609716.00,Kelvyn Park HS,1455.00,27.00,117.00,4.00,0.00,1307.00,Nan,Nan,Nan,Nan
609718.00,Kennedy HS,1665.00,546.00,162.00,17.00,3.00,937.00,Nan,Nan,Nan,Nan
609719.00,Lake View HS,1560.00,223.00,220.00,162.00,12.00,943.00,Nan,Nan,Nan,Nan
609720.00,Lane Tech HS,4183.00,1277.00,521.00,545.00,31.00,1809.00,Nan,Nan,Nan,Nan
609722.00,Manley HS,881.00,5.00,874.00,0.00,0.00,2.00,Nan,Nan,Nan,Nan
609723.00,Marshall HS,998.00,1.00,993.00,0.00,0.00,4.00,Nan,Nan,Nan,Nan
609724.00,Mather HS,1636.00,362.00,260.00,402.00,8.00,604.00,Nan,Nan,Nan,Nan
609725.00,Morgan Park HS,1684.00,37.00,1610.00,1.00,1.00,35.00,Nan,Nan,Nan,Nan
609726.00,Brooks CPHS,749.00,9.00,646.00,1.00,3.00,90.00,Nan,Nan,Nan,Nan
609727.00,Phillips HS,746.00,5.00,734.00,4.00,0.00,3.00,Nan,Nan,Nan,Nan
609728.00,Roosevelt HS,1453.00,101.00,149.00,130.00,4.00,1069.00,Nan,Nan,Nan,Nan
609729.00,Schurz HS,2187.00,179.00,174.00,49.00,7.00,1778.00,Nan,Nan,Nan,Nan
609730.00,Senn HS,1067.00,67.00,410.00,128.00,4.00,458.00,Nan,Nan,Nan,Nan
609732.00,Steinmetz HS,1959.00,229.00,365.00,30.00,3.00,1332.00,Nan,Nan,Nan,Nan
609733.00,Sullivan HS,797.00,46.00,416.00,81.00,0.00,254.00,Nan,Nan,Nan,Nan
609734.00,Taft HS,2677.00,1434.00,93.00,226.00,11.00,913.00,Nan,Nan,Nan,Nan
609735.00,Tilden HS,680.00,30.00,472.00,19.00,0.00,159.00,Nan,Nan,Nan,Nan
609736.00,Dyett HS,530.00,0.00,530.00,0.00,0.00,0.00,Nan,Nan,Nan,Nan
609737.00,Von Steuben HS,1630.00,424.00,399.00,218.00,4.00,585.00,Nan,Nan,Nan,Nan
609738.00,Lincoln Park HS,2150.00,667.00,677.00,258.00,6.00,542.00,Nan,Nan,Nan,Nan
609739.00,"Washington, G. HS",1450.00,111.00,219.00,3.00,3.00,1114.00,Nan,Nan,Nan,Nan
609740.00,Wells HS,665.00,15.00,327.00,0.00,0.00,323.00,Nan,Nan,Nan,Nan
609741.00,Hubbard HS,1795.00,73.00,176.00,19.00,3.00,1524.00,Nan,Nan,Nan,Nan
609743.00,Phillips AA HS,103.00,2.00,56.00,0.00,0.00,45.00,Nan,Nan,Nan,Nan
609744.00,Northside Lrn Ctr HS,301.00,58.00,84.00,13.00,2.00,144.00,Nan,Nan,Nan,Nan
609745.00,Southside Occp HS,183.00,10.00,140.00,0.00,0.00,33.00,Nan,Nan,Nan,Nan
609746.00,Kenwood HS,1791.00,47.00,1600.00,74.00,3.00,67.00,Nan,Nan,Nan,Nan
609748.00,York Alt HS,329.00,12.00,256.00,1.00,0.00,60.00,Nan,Nan,Nan,Nan
609749.00,Northside CPHS,1074.00,413.00,57.00,344.00,11.00,249.00,Nan,Nan,Nan,Nan
609750.00,Simpson HS,110.00,2.00,92.00,0.00,0.00,16.00,Nan,Nan,Nan,Nan
609751.00,King CPHS,926.00,10.00,880.00,13.00,0.00,23.00,Nan,Nan,Nan,Nan
609753.00,Chicago Agr Sci HS,595.00,195.00,316.00,3.00,1.00,80.00,Nan,Nan,Nan,Nan
609754.00,Chicago Mil Acad HS,501.00,10.00,377.00,2.00,1.00,111.00,Nan,Nan,Nan,Nan
609755.00,Young Magnet HS,2244.00,680.00,693.00,424.00,7.00,440.00,Nan,Nan,Nan,Nan
609756.00,Curie HS,3578.00,154.00,481.00,193.00,0.00,2750.00,Nan,Nan,Nan,Nan
609759.00,Clemente HS,1588.00,30.00,548.00,2.00,2.00,1006.00,Nan,Nan,Nan,Nan
609760.00,Carver Mil Acad HS,520.00,11.00,261.00,0.00,0.00,248.00,Nan,Nan,Nan,Nan
609761.00,Corliss HS,908.00,2.00,890.00,1.00,0.00,15.00,Nan,Nan,Nan,Nan
609762.00,Julian HS,1420.00,3.00,1410.00,2.00,0.00,5.00,Nan,Nan,Nan,Nan
609764.00,Juarez HS,1564.00,16.00,55.00,20.00,1.00,1472.00,Nan,Nan,Nan,Nan
609765.00,Las Casas HS,70.00,0.00,65.00,0.00,0.00,5.00,Nan,Nan,Nan,Nan
609766.00,Vaughn Occp HS,230.00,37.00,85.00,4.00,1.00,103.00,Nan,Nan,Nan,Nan
609768.00,Hope CPHS,807.00,0.00,797.00,0.00,0.00,10.00,Nan,Nan,Nan,Nan
609769.00,"Graham, R. Trng CTR",171.00,7.00,96.00,5.00,0.00,63.00,Nan,Nan,Nan,Nan
609772.00,Addams,912.00,36.00,15.00,0.00,0.00,861.00,Nan,Nan,Nan,Nan
609773.00,Agassiz,397.00,129.00,133.00,12.00,2.00,121.00,Nan,Nan,Nan,Nan
609774.00,Alcott,500.00,302.00,77.00,36.00,2.00,83.00,Nan,Nan,Nan,Nan
609775.00,Altgeld,614.00,3.00,608.00,1.00,0.00,2.00,Nan,Nan,Nan,Nan
609776.00,Andersen,171.00,2.00,31.00,0.00,0.00,138.00,Nan,Nan,Nan,Nan
609777.00,Armour,346.00,31.00,17.00,7.00,1.00,290.00,Nan,Nan,Nan,Nan
609779.00,"Armstrong, G.",1374.00,134.00,323.00,237.00,10.00,670.00,Nan,Nan,Nan,Nan
609780.00,Ames Middle,637.00,8.00,48.00,1.00,0.00,580.00,Nan,Nan,Nan,Nan
609781.00,Attucks,282.00,2.00,279.00,1.00,0.00,0.00,Nan,Nan,Nan,Nan
609782.00,Audubon,508.00,259.00,32.00,25.00,7.00,185.00,Nan,Nan,Nan,Nan
609783.00,"Jefferson, N",360.00,9.00,297.00,0.00,4.00,50.00,Nan,Nan,Nan,Nan
609786.00,Avalon Park,467.00,1.00,464.00,0.00,1.00,1.00,Nan,Nan,Nan,Nan
609787.00,Avondale,723.00,18.00,34.00,5.00,1.00,665.00,Nan,Nan,Nan,Nan
609788.00,Barnard,288.00,4.00,283.00,0.00,0.00,1.00,Nan,Nan,Nan,Nan
609789.00,Barry,885.00,18.00,28.00,3.00,0.00,836.00,Nan,Nan,Nan,Nan
609790.00,Barton,630.00,2.00,623.00,0.00,0.00,5.00,Nan,Nan,Nan,Nan
609791.00,Bass,410.00,0.00,409.00,0.00,0.00,1.00,Nan,Nan,Nan,Nan
609792.00,Bateman,1009.00,97.00,31.00,71.00,1.00,809.00,Nan,Nan,Nan,Nan
609793.00,Nicholson,474.00,1.00,471.00,0.00,0.00,2.00,Nan,Nan,Nan,Nan
609794.00,Edison,266.00,109.00,17.00,66.00,5.00,69.00,Nan,Nan,Nan,Nan
609795.00,"Clark, G. R.",324.00,8.00,203.00,2.00,0.00,111.00,Nan,Nan,Nan,Nan
609796.00,Beaubien,1178.00,463.00,49.00,197.00,9.00,460.00,Nan,Nan,Nan,Nan
609797.00,Beidler,491.00,0.00,487.00,1.00,0.00,3.00,Nan,Nan,Nan,Nan
609798.00,Belding,596.00,212.00,46.00,46.00,2.00,290.00,Nan,Nan,Nan,Nan
609799.00,Bell,951.00,543.00,53.00,112.00,7.00,236.00,Nan,Nan,Nan,Nan
609800.00,Bennett,619.00,1.00,616.00,1.00,0.00,1.00,Nan,Nan,Nan,Nan
609803.00,Blaine,834.00,421.00,45.00,69.00,17.00,282.00,Nan,Nan,Nan,Nan
609804.00,Boone,1073.00,231.00,117.00,276.00,4.00,445.00,Nan,Nan,Nan,Nan
609805.00,Joplin,575.00,1.00,572.00,0.00,1.00,1.00,Nan,Nan,Nan,Nan
609806.00,Bradwell,612.00,0.00,610.00,0.00,0.00,2.00,Nan,Nan,Nan,Nan
609807.00,Hampton,725.00,6.00,417.00,0.00,0.00,302.00,Nan,Nan,Nan,Nan
609808.00,Haley,553.00,0.00,550.00,0.00,0.00,3.00,Nan,Nan,Nan,Nan
609809.00,Brentano,511.00,34.00,23.00,2.00,2.00,450.00,Nan,Nan,Nan,Nan
609810.00,Bridge,887.00,537.00,18.00,26.00,4.00,302.00,Nan,Nan,Nan,Nan
609811.00,Bright,376.00,3.00,246.00,1.00,0.00,126.00,Nan,Nan,Nan,Nan
609812.00,"Brown, W.",213.00,1.00,203.00,1.00,0.00,8.00,Nan,Nan,Nan,Nan
609813.00,Brownell,295.00,1.00,293.00,0.00,0.00,1.00,Nan,Nan,Nan,Nan
609815.00,Bouchet,785.00,1.00,778.00,3.00,0.00,3.00,Nan,Nan,Nan,Nan
609817.00,Budlong,828.00,267.00,41.00,174.00,2.00,344.00,Nan,Nan,Nan,Nan
609818.00,Burbank,1284.00,20.00,136.00,10.00,0.00,1118.00,Nan,Nan,Nan,Nan
609819.00,Burke,248.00,0.00,248.00,0.00,0.00,0.00,Nan,Nan,Nan,Nan
609820.00,Burley,536.00,258.00,38.00,49.00,3.00,188.00,Nan,Nan,Nan,Nan
609821.00,Burnham,266.00,0.00,264.00,0.00,0.00,2.00,Nan,Nan,Nan,Nan
609826.00,Castellanos,580.00,0.00,10.00,1.00,0.00,569.00,Nan,Nan,Nan,Nan
609827.00,Burnside Magnet,755.00,0.00,748.00,0.00,0.00,7.00,Nan,Nan,Nan,Nan
609828.00,Burr,329.00,76.00,63.00,5.00,1.00,184.00,Nan,Nan,Nan,Nan
609829.00,Burroughs,511.00,27.00,9.00,2.00,0.00,473.00,Nan,Nan,Nan,Nan
609830.00,Brunson,686.00,2.00,666.00,1.00,0.00,17.00,Nan,Nan,Nan,Nan
609832.00,Byrne,714.00,337.00,13.00,0.00,3.00,361.00,Nan,Nan,Nan,Nan
609833.00,Caldwell,389.00,1.00,373.00,0.00,1.00,14.00,Nan,Nan,Nan,Nan
609834.00,Little Village,801.00,2.00,1.00,0.00,0.00,798.00,Nan,Nan,Nan,Nan
609835.00,Cameron,971.00,4.00,404.00,0.00,0.00,563.00,Nan,Nan,Nan,Nan
609836.00,Canty,732.00,482.00,10.00,30.00,3.00,207.00,Nan,Nan,Nan,Nan
609837.00,Carnegie,705.00,2.00,690.00,5.00,1.00,7.00,Nan,Nan,Nan,Nan
609838.00,Carpenter,210.00,3.00,91.00,1.00,1.00,114.00,Nan,Nan,Nan,Nan
609839.00,Carroll,632.00,0.00,612.00,0.00,0.00,20.00,Nan,Nan,Nan,Nan
609842.00,Carson,1330.00,7.00,87.00,0.00,0.00,1236.00,Nan,Nan,Nan,Nan
609844.00,Carter,419.00,1.00,418.00,0.00,0.00,0.00,Nan,Nan,Nan,Nan
609845.00,Carver Elementary,442.00,0.00,438.00,0.00,0.00,4.00,Nan,Nan,Nan,Nan
609848.00,Aldridge,293.00,0.00,291.00,0.00,1.00,1.00,Nan,Nan,Nan,Nan
609849.00,Cassell,334.00,254.00,51.00,3.00,2.00,24.00,Nan,Nan,Nan,Nan
609850.00,Greeley,546.00,63.00,87.00,7.00,0.00,389.00,Nan,Nan,Nan,Nan
609851.00,Chalmers,255.00,0.00,255.00,0.00,0.00,0.00,Nan,Nan,Nan,Nan
609852.00,Chappell,438.00,83.00,21.00,54.00,0.00,280.00,Nan,Nan,Nan,Nan
609853.00,Chase,497.00,19.00,29.00,1.00,1.00,447.00,Nan,Nan,Nan,Nan
609854.00,Chopin,296.00,14.00,28.00,1.00,0.00,253.00,Nan,Nan,Nan,Nan
609855.00,Christopher,264.00,21.00,73.00,3.00,0.00,167.00,Nan,Nan,Nan,Nan
609856.00,Clay,708.00,126.00,85.00,2.00,3.00,492.00,Nan,Nan,Nan,Nan
609857.00,Cleveland,670.00,49.00,34.00,44.00,0.00,543.00,Nan,Nan,Nan,Nan
609859.00,Clinton,1273.00,201.00,159.00,507.00,4.00,402.00,Nan,Nan,Nan,Nan
609861.00,Clissold,610.00,182.00,382.00,9.00,1.00,36.00,Nan,Nan,Nan,Nan
609862.00,Coles,585.00,1.00,581.00,0.00,1.00,2.00,Nan,Nan,Nan,Nan
609863.00,Columbus,332.00,156.00,23.00,5.00,0.00,148.00,Nan,Nan,Nan,Nan
609864.00,Cook,611.00,1.00,609.00,0.00,0.00,1.00,Nan,Nan,Nan,Nan
609865.00,Jordan,719.00,10.00,291.00,3.00,0.00,415.00,Nan,Nan,Nan,Nan
609866.00,Coonley,517.00,274.00,16.00,34.00,2.00,191.00,Nan,Nan,Nan,Nan
609867.00,Cooper,740.00,7.00,7.00,4.00,0.00,722.00,Nan,Nan,Nan,Nan
609869.00,Copernicus,353.00,0.00,351.00,2.00,0.00,0.00,Nan,Nan,Nan,Nan
609870.00,Corkery,670.00,3.00,144.00,1.00,0.00,522.00,Nan,Nan,Nan,Nan
609871.00,Vick EC Ctr,259.00,179.00,47.00,5.00,0.00,28.00,Nan,Nan,Nan,Nan
609872.00,Perez,485.00,0.00,10.00,0.00,0.00,475.00,Nan,Nan,Nan,Nan
609873.00,Crown,390.00,1.00,365.00,0.00,0.00,24.00,Nan,Nan,Nan,Nan
609874.00,Dirksen,722.00,534.00,37.00,61.00,0.00,90.00,Nan,Nan,Nan,Nan
609875.00,Darwin,697.00,31.00,80.00,6.00,1.00,579.00,Nan,Nan,Nan,Nan
609876.00,"Davis, N.",1502.00,23.00,9.00,4.00,1.00,1465.00,Nan,Nan,Nan,Nan
609879.00,Dawes,1159.00,23.00,297.00,3.00,1.00,835.00,Nan,Nan,Nan,Nan
609880.00,Decatur Classical,288.00,117.00,46.00,82.00,1.00,42.00,Nan,Nan,Nan,Nan
609881.00,Delano,465.00,1.00,462.00,0.00,0.00,2.00,Nan,Nan,Nan,Nan
609883.00,Deneen,492.00,2.00,488.00,0.00,0.00,2.00,Nan,Nan,Nan,Nan
609884.00,Dever,817.00,494.00,18.00,31.00,4.00,270.00,Nan,Nan,Nan,Nan
609885.00,Dewey,424.00,0.00,416.00,0.00,0.00,8.00,Nan,Nan,Nan,Nan
609887.00,Dixon,668.00,1.00,664.00,0.00,1.00,2.00,Nan,Nan,Nan,Nan
609888.00,Dodge,471.00,1.00,468.00,0.00,0.00,2.00,Nan,Nan,Nan,Nan
609891.00,Doolittle,347.00,0.00,346.00,1.00,0.00,0.00,Nan,Nan,Nan,Nan
609893.00,Dore,619.00,285.00,27.00,5.00,2.00,300.00,Nan,Nan,Nan,Nan
609894.00,Drake,234.00,2.00,223.00,2.00,0.00,7.00,Nan,Nan,Nan,Nan
609895.00,Turner-Drew Magnet,364.00,0.00,362.00,0.00,0.00,2.00,Nan,Nan,Nan,Nan
609896.00,Drummond Magnet,310.00,111.00,21.00,17.00,1.00,160.00,Nan,Nan,Nan,Nan
609897.00,Earle,377.00,1.00,376.00,0.00,0.00,0.00,Nan,Nan,Nan,Nan
609898.00,Eberhart,1801.00,36.00,109.00,1.00,1.00,1654.00,Nan,Nan,Nan,Nan
