SchoolID,EducationUnits,Total,White,AfricanAmerican,API,NativeAmericanAlaskan,Hispanic,MR,Asian,HPR,NA
610178.00,SCHMID,226.00,0.00,218.00,0.00,1.00,6.00,1.00,0.00,0.00,0.00
610179.00,SMYSER,1007.00,342.00,16.00,0.00,5.00,596.00,7.00,31.00,4.00,6.00
610180.00,SMYTH,474.00,4.00,444.00,0.00,0.00,23.00,3.00,0.00,0.00,0.00
610182.00,SOLOMON,355.00,148.00,15.00,0.00,0.00,52.00,10.00,130.00,0.00,0.00
610183.00,SPENCER,779.00,2.00,766.00,0.00,0.00,9.00,2.00,0.00,0.00,0.00
610184.00,SPRY ES,620.00,3.00,2.00,0.00,1.00,613.00,0.00,0.00,0.00,1.00
610185.00,STEVENSON,1308.00,51.00,72.00,0.00,3.00,1169.00,4.00,3.00,1.00,5.00
610188.00,DUNNE,252.00,0.00,247.00,0.00,0.00,4.00,1.00,0.00,0.00,0.00
610191.00,STONE,625.00,214.00,119.00,0.00,3.00,116.00,20.00,145.00,2.00,6.00
610192.00,STOWE,743.00,9.00,49.00,0.00,5.00,678.00,1.00,0.00,0.00,1.00
610193.00,NEW SULLIVAN,494.00,5.00,380.00,0.00,0.00,104.00,4.00,0.00,1.00,0.00
610194.00,SUMNER,280.00,0.00,276.00,0.00,0.00,2.00,0.00,0.00,0.00,2.00
610195.00,SUTHERLAND,697.00,233.00,405.00,0.00,0.00,42.00,13.00,4.00,0.00,0.00
610196.00,SWIFT,713.00,118.00,194.00,0.00,7.00,220.00,28.00,140.00,2.00,4.00
610197.00,TALCOTT,540.00,48.00,34.00,0.00,1.00,440.00,13.00,4.00,0.00,0.00
610198.00,TAYLOR,493.00,10.00,40.00,0.00,3.00,438.00,1.00,1.00,0.00,0.00
610199.00,COLEMON,262.00,1.00,241.00,0.00,0.00,17.00,0.00,2.00,0.00,1.00
610200.00,THORP J,353.00,3.00,278.00,0.00,0.00,72.00,0.00,0.00,0.00,0.00
610201.00,THORP O,841.00,258.00,87.00,0.00,9.00,405.00,26.00,44.00,5.00,7.00
610202.00,TILTON,349.00,0.00,338.00,0.00,0.00,10.00,0.00,0.00,0.00,1.00
610203.00,TONTI,1116.00,13.00,18.00,0.00,1.00,1040.00,3.00,3.00,0.00,38.00
610206.00,TWAIN,1184.00,202.00,14.00,0.00,2.00,959.00,3.00,3.00,1.00,0.00
610207.00,VANDERPOEL,292.00,1.00,274.00,0.00,0.00,6.00,0.00,0.00,0.00,11.00
610208.00,LAVIZZO,412.00,0.00,404.00,0.00,0.00,8.00,0.00,0.00,0.00,0.00
610209.00,VOLTA,949.00,62.00,22.00,0.00,3.00,635.00,2.00,225.00,0.00,0.00
610212.00,ALBANY PARK,286.00,17.00,9.00,0.00,0.00,223.00,7.00,30.00,0.00,0.00
610213.00,WADSWORTH,549.00,1.00,544.00,0.00,0.00,3.00,1.00,0.00,0.00,0.00
610215.00,MADERO,327.00,2.00,1.00,0.00,1.00,323.00,0.00,0.00,0.00,0.00
610216.00,WALSH,432.00,7.00,42.00,0.00,0.00,372.00,6.00,4.00,0.00,1.00
610217.00,WARD J,552.00,31.00,104.00,0.00,0.00,59.00,8.00,349.00,1.00,0.00
610218.00,WARREN,285.00,0.00,280.00,0.00,0.00,4.00,1.00,0.00,0.00,0.00
610219.00,WASHINGTON G ES,884.00,70.00,11.00,0.00,6.00,792.00,3.00,2.00,0.00,0.00
610220.00,WATERS,643.00,312.00,20.00,0.00,1.00,242.00,34.00,21.00,7.00,6.00
610221.00,WEBSTER,322.00,0.00,317.00,0.00,0.00,1.00,1.00,0.00,0.00,3.00
610223.00,WENTWORTH,560.00,1.00,551.00,0.00,0.00,7.00,1.00,0.00,0.00,0.00
610225.00,WHISTLER,269.00,1.00,265.00,0.00,1.00,2.00,0.00,0.00,0.00,0.00
610226.00,SANDOVAL,1067.00,14.00,10.00,0.00,4.00,1034.00,0.00,3.00,0.00,2.00
610227.00,WHITNEY,1095.00,11.00,0.00,0.00,1.00,1082.00,1.00,0.00,0.00,0.00
610228.00,WHITTIER,290.00,1.00,2.00,0.00,0.00,287.00,0.00,0.00,0.00,0.00
610229.00,PRITZKER,743.00,175.00,247.00,0.00,0.00,246.00,36.00,28.00,7.00,4.00
610230.00,WILDWOOD,475.00,278.00,18.00,0.00,0.00,97.00,21.00,51.00,5.00,5.00
610231.00,NATIONAL TEACHERS,649.00,29.00,552.00,0.00,0.00,37.00,14.00,15.00,0.00,2.00
610234.00,YATES,555.00,11.00,82.00,0.00,1.00,449.00,0.00,0.00,5.00,7.00
610235.00,YOUNG ES,958.00,2.00,835.00,0.00,3.00,109.00,1.00,2.00,4.00,2.00
610237.00,BEETHOVEN,451.00,1.00,440.00,0.00,0.00,8.00,1.00,0.00,1.00,0.00
610238.00,BOND,333.00,1.00,322.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00
610239.00,DALEY,609.00,3.00,45.00,0.00,0.00,561.00,0.00,0.00,0.00,0.00
610242.00,BRENNEMANN,474.00,17.00,306.00,0.00,1.00,107.00,16.00,25.00,2.00,0.00
610244.00,CLARK HS,524.00,0.00,523.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
610245.00,DOUGLASS HS,234.00,1.00,221.00,0.00,0.00,7.00,3.00,0.00,0.00,2.00
610246.00,BEASLEY,1440.00,1.00,1401.00,0.00,3.00,28.00,3.00,2.00,1.00,1.00
610248.00,CHICAGO ACADEMY ES,612.00,132.00,17.00,0.00,2.00,431.00,9.00,17.00,3.00,1.00
610249.00,TALMAN,444.00,1.00,5.00,0.00,0.00,388.00,0.00,0.00,0.00,50.00
610250.00,SALAZAR,364.00,5.00,97.00,0.00,2.00,249.00,1.00,10.00,0.00,0.00
610251.00,CATHER,367.00,0.00,358.00,0.00,0.00,7.00,0.00,2.00,0.00,0.00
610252.00,DETT,364.00,1.00,350.00,0.00,0.00,9.00,2.00,0.00,0.00,2.00
610254.00,DVORAK,464.00,1.00,453.00,0.00,0.00,9.00,1.00,0.00,0.00,0.00
610256.00,ROBINSON,139.00,0.00,133.00,0.00,0.00,6.00,0.00,0.00,0.00,0.00
610257.00,MORTON,340.00,2.00,320.00,0.00,0.00,17.00,1.00,0.00,0.00,0.00
610263.00,DULLES,740.00,3.00,723.00,0.00,0.00,10.00,2.00,0.00,1.00,1.00
610268.00,ASHE,320.00,0.00,317.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00
610269.00,MCCUTCHEON,447.00,25.00,210.00,0.00,1.00,118.00,12.00,81.00,0.00,0.00
610271.00,JENSEN,462.00,0.00,439.00,0.00,1.00,21.00,1.00,0.00,0.00,0.00
610274.00,JOHNSON,520.00,3.00,498.00,0.00,0.00,8.00,1.00,0.00,0.00,10.00
610276.00,MOLLISON,416.00,0.00,415.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
610279.00,TANNER,384.00,0.00,379.00,0.00,1.00,3.00,1.00,0.00,0.00,0.00
610281.00,POWELL,558.00,0.00,549.00,0.00,0.00,8.00,0.00,1.00,0.00,0.00
610282.00,MCNAIR,421.00,1.00,379.00,0.00,1.00,38.00,2.00,0.00,0.00,0.00
610284.00,NEW FIELD,587.00,48.00,154.00,0.00,4.00,301.00,12.00,66.00,0.00,2.00
610287.00,ASHBURN,486.00,2.00,390.00,0.00,0.00,87.00,7.00,0.00,0.00,0.00
610290.00,MAYS,480.00,0.00,469.00,0.00,0.00,9.00,2.00,0.00,0.00,0.00
610291.00,LEE,872.00,22.00,4.00,0.00,0.00,844.00,0.00,2.00,0.00,0.00
610293.00,MELODY,587.00,0.00,579.00,0.00,0.00,7.00,0.00,0.00,1.00,0.00
610295.00,HIGGINS,308.00,0.00,300.00,0.00,0.00,7.00,1.00,0.00,0.00,0.00
610298.00,LENART,290.00,39.00,171.00,0.00,3.00,17.00,14.00,42.00,4.00,0.00
610299.00,KING ES,241.00,0.00,241.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
610300.00,WESTCOTT,390.00,0.00,374.00,0.00,1.00,12.00,2.00,0.00,0.00,1.00
610304.00,PHOENIX MILITARY HS,520.00,1.00,125.00,0.00,1.00,389.00,2.00,2.00,0.00,0.00
610305.00,LELAND,583.00,0.00,574.00,0.00,1.00,8.00,0.00,0.00,0.00,0.00
610308.00,RUDOLPH,101.00,7.00,42.00,0.00,0.00,46.00,2.00,3.00,1.00,0.00
610312.00,MCDOWELL,183.00,1.00,174.00,0.00,0.00,4.00,4.00,0.00,0.00,0.00
610313.00,DE DIEGO,687.00,19.00,145.00,0.00,3.00,456.00,3.00,7.00,0.00,54.00
610315.00,WHITE,189.00,0.00,185.00,0.00,0.00,3.00,0.00,0.00,0.00,1.00
610316.00,EARHART,260.00,0.00,251.00,0.00,0.00,6.00,3.00,0.00,0.00,0.00
610317.00,BRIGHTON PARK,518.00,9.00,10.00,0.00,2.00,490.00,2.00,4.00,0.00,1.00
610319.00,EVERGREEN,317.00,17.00,8.00,0.00,1.00,276.00,4.00,10.00,0.00,1.00
610321.00,MARSHALL MIDDLE,56.00,1.00,7.00,0.00,1.00,42.00,0.00,3.00,0.00,2.00
610323.00,BOWEN HS,359.00,2.00,271.00,0.00,2.00,79.00,4.00,0.00,0.00,1.00
610325.00,LOGANDALE,836.00,18.00,50.00,0.00,1.00,754.00,2.00,4.00,4.00,3.00
610329.00,OROZCO,576.00,4.00,6.00,0.00,1.00,565.00,0.00,0.00,0.00,0.00
610334.00,RABY HS,479.00,0.00,456.00,0.00,0.00,21.00,0.00,1.00,1.00,0.00
610339.00,STAGG,507.00,0.00,495.00,0.00,0.00,9.00,1.00,2.00,0.00,0.00
610340.00,CHICAGO ACADEMY HS,542.00,119.00,76.00,0.00,0.00,312.00,9.00,25.00,1.00,0.00
610342.00,SABIN,598.00,11.00,101.00,0.00,6.00,469.00,4.00,7.00,0.00,0.00
610345.00,WOODSON,386.00,2.00,373.00,0.00,0.00,11.00,0.00,0.00,0.00,0.00
610347.00,CLAREMONT,472.00,3.00,412.00,0.00,0.00,50.00,1.00,0.00,5.00,1.00
610350.00,BLACK,463.00,0.00,458.00,0.00,0.00,4.00,0.00,0.00,0.00,1.00
610352.00,DURKIN PARK,682.00,30.00,76.00,0.00,3.00,566.00,7.00,0.00,0.00,0.00
610353.00,CALMECA,808.00,6.00,13.00,0.00,0.00,776.00,2.00,8.00,1.00,2.00
610354.00,NORTH RIVER,338.00,10.00,6.00,0.00,1.00,295.00,3.00,4.00,5.00,14.00
610355.00,COURTENAY,531.00,54.00,248.00,0.00,2.00,182.00,8.00,24.00,4.00,9.00
610357.00,SPRY HS,173.00,1.00,1.00,0.00,1.00,170.00,0.00,0.00,0.00,0.00
610362.00,EVERS,364.00,0.00,363.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
610363.00,DISNEY,1624.00,359.00,649.00,0.00,8.00,363.00,76.00,165.00,3.00,1.00
610364.00,DUBOIS,209.00,1.00,200.00,0.00,0.00,6.00,1.00,0.00,0.00,1.00
610366.00,WACKER,274.00,0.00,274.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
610367.00,DEPRIEST,683.00,1.00,656.00,0.00,1.00,21.00,3.00,0.00,1.00,0.00
610368.00,HUGHES L,511.00,1.00,491.00,0.00,0.00,16.00,3.00,0.00,0.00,0.00
610369.00,JACKSON M,349.00,0.00,344.00,0.00,0.00,2.00,2.00,0.00,0.00,1.00
610380.00,WILLIAMS HS,265.00,1.00,257.00,0.00,0.00,3.00,3.00,1.00,0.00,0.00
610381.00,BRONZEVILLE HS,448.00,0.00,438.00,0.00,0.00,8.00,0.00,1.00,0.00,1.00
610383.00,SOCIAL JUSTICE HS,309.00,0.00,34.00,0.00,1.00,273.00,1.00,0.00,0.00,0.00
610384.00,INFINITY HS,419.00,2.00,13.00,0.00,1.00,402.00,1.00,0.00,0.00,0.00
610385.00,MULTICULTURAL HS,272.00,3.00,37.00,0.00,2.00,230.00,0.00,0.00,0.00,0.00
610386.00,PEACE AND EDUCATION HS,130.00,1.00,40.00,0.00,0.00,89.00,0.00,0.00,0.00,0.00
610389.00,ORR HS,405.00,1.00,347.00,0.00,0.00,56.00,1.00,0.00,0.00,0.00
610390.00,RICKOVER MILITARY HS,577.00,54.00,64.00,0.00,3.00,423.00,8.00,25.00,0.00,0.00
610391.00,LINDBLOM HS,1254.00,19.00,881.00,0.00,4.00,309.00,11.00,19.00,2.00,9.00
610392.00,WORLD LANGUAGE HS,329.00,1.00,28.00,0.00,0.00,300.00,0.00,0.00,0.00,0.00
610394.00,UPLIFT HS,311.00,6.00,259.00,0.00,0.00,35.00,4.00,7.00,0.00,0.00
610396.00,TARKINGTON,1012.00,2.00,216.00,0.00,4.00,784.00,3.00,1.00,0.00,2.00
610402.00,DEVRY HS,197.00,16.00,68.00,0.00,1.00,101.00,0.00,9.00,2.00,0.00
610405.00,SUDER,418.00,64.00,255.00,0.00,1.00,53.00,13.00,26.00,2.00,4.00
610499.00,COLLINS HS,355.00,0.00,349.00,0.00,0.00,3.00,2.00,1.00,0.00,0.00
610501.00,AUSTIN POLY HS,122.00,0.00,118.00,0.00,0.00,2.00,2.00,0.00,0.00,0.00
610503.00,FRAZIER PROSPECTIVE,275.00,1.00,258.00,0.00,0.00,11.00,5.00,0.00,0.00,0.00
610504.00,THOMAS,183.00,16.00,1.00,0.00,0.00,157.00,3.00,6.00,0.00,0.00
610506.00,TEAM HS,272.00,0.00,267.00,0.00,0.00,4.00,0.00,0.00,0.00,1.00
610513.00,AIR FORCE HS,328.00,36.00,139.00,0.00,0.00,139.00,1.00,12.00,0.00,1.00
610515.00,DISNEY II ES,416.00,188.00,31.00,0.00,2.00,159.00,14.00,20.00,1.00,1.00
610518.00,VOISE HS,195.00,0.00,180.00,0.00,1.00,13.00,1.00,0.00,0.00,0.00
610520.00,LASALLE II,591.00,176.00,113.00,0.00,1.00,253.00,25.00,21.00,2.00,0.00
610521.00,DAVIS M,279.00,0.00,263.00,0.00,0.00,15.00,1.00,0.00,0.00,0.00
610523.00,EDISON PARK,549.00,373.00,8.00,1.00,1.00,119.00,3.00,33.00,1.00,10.00
610524.00,ALCOTT HS,308.00,28.00,63.00,0.00,1.00,204.00,4.00,4.00,0.00,4.00
610529.00,OGDEN HS,717.00,194.00,239.00,0.00,3.00,212.00,24.00,43.00,1.00,1.00
610530.00,SOUTH SHORE ES,491.00,0.00,479.00,0.00,0.00,6.00,4.00,1.00,0.00,1.00
610532.00,HERNANDEZ,965.00,7.00,23.00,0.00,4.00,929.00,2.00,0.00,0.00,0.00
610533.00,PRIETO,1051.00,7.00,32.00,0.00,2.00,1006.00,1.00,1.00,1.00,1.00
610534.00,SKINNER NORTH,478.00,184.00,69.00,0.00,1.00,51.00,27.00,141.00,5.00,0.00
610539.00,CAMRAS,1052.00,78.00,16.00,0.00,7.00,931.00,1.00,16.00,2.00,1.00
610541.00,LORCA,898.00,41.00,13.00,0.00,1.00,798.00,3.00,1.00,0.00,41.00
610542.00,WEST RIDGE,772.00,272.00,43.00,0.00,3.00,170.00,9.00,268.00,5.00,2.00
610543.00,SOLORIO HS,1111.00,9.00,55.00,0.00,8.00,1038.00,1.00,0.00,0.00,0.00
610544.00,AZUELA,948.00,19.00,6.00,0.00,4.00,910.00,2.00,4.00,0.00,3.00
610547.00,SOUTH SHORE INTL HS,582.00,2.00,550.00,0.00,0.00,19.00,6.00,1.00,1.00,3.00
610548.00,STEM,450.00,76.00,159.00,0.00,0.00,119.00,8.00,86.00,2.00,0.00
610555.00,BANNER WEST HS,307.00,1.00,280.00,0.00,0.00,23.00,2.00,1.00,0.00,0.00
610557.00,PATHWAYS - ASHBURN HS,226.00,23.00,73.00,0.00,0.00,127.00,1.00,0.00,0.00,2.00
610558.00,GOODE HS,831.00,8.00,479.00,0.00,3.00,332.00,7.00,2.00,0.00,0.00
610559.00,SHIELDS MIDDLE,690.00,9.00,3.00,0.00,6.00,670.00,0.00,1.00,1.00,0.00
610561.00,CRANE MEDICAL HS,497.00,6.00,346.00,0.00,0.00,132.00,3.00,4.00,0.00,6.00
610563.00,BACK OF THE YARDS HS,790.00,14.00,25.00,0.00,1.00,697.00,0.00,52.00,1.00,0.00
610564.00,DISNEY II HS,635.00,132.00,130.00,1.00,5.00,322.00,13.00,20.00,3.00,9.00
610565.00,CAMELOT - EXCEL ENGLEWOOD HS,284.00,0.00,280.00,0.00,0.00,3.00,1.00,0.00,0.00,0.00
610566.00,MAGIC JOHNSON - N LAWNDALE HS,200.00,0.00,189.00,0.00,0.00,10.00,0.00,1.00,0.00,0.00
610567.00,MAGIC JOHNSON - ROSELAND HS,206.00,1.00,199.00,0.00,0.00,5.00,1.00,0.00,0.00,0.00
610568.00,PATHWAYS - AVONDALE HS,215.00,19.00,25.00,0.00,1.00,162.00,2.00,6.00,0.00,0.00
610569.00,OMBUDSMAN - NORTHWEST HS,248.00,76.00,28.00,0.00,2.00,129.00,1.00,11.00,1.00,0.00
610570.00,OMBUDSMAN - SOUTH HS,491.00,4.00,269.00,0.00,3.00,211.00,3.00,1.00,0.00,0.00
610571.00,OMBUDSMAN - WEST HS,488.00,2.00,395.00,0.00,0.00,88.00,1.00,2.00,0.00,0.00
610572.00,CAMELOT SAFE ES,15.00,0.00,13.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00
610573.00,CAMELOT SAFE HS,14.00,0.00,13.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
610574.00,PROLOGUE - WINNIE MANDELA HS,91.00,2.00,80.00,0.00,0.00,9.00,0.00,0.00,0.00,0.00
610580.00,MAGIC JOHNSON - HUMBOLDT PK HS,199.00,6.00,68.00,0.00,1.00,121.00,2.00,0.00,0.00,1.00
610581.00,MAGIC JOHNSON - BRAINERD HS,135.00,1.00,132.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00
610582.00,MAGIC JOHNSON - ENGLEWOOD HS,155.00,2.00,149.00,0.00,0.00,3.00,1.00,0.00,0.00,0.00
610584.00,CAMELOT SAFE - GARFIELD ES,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
610585.00,CAMELOT SAFE - GARFIELD HS,10.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
