SchoolID,EducationUnits,Total,White,AfricanAmerican,API,NativeAmericanAlaskan,Hispanic,MR,Asian,HPR,NA
609817.00,BUDLONG,839.00,231.00,36.00,0.00,5.00,365.00,20.00,160.00,1.00,21.00
609818.00,BURBANK,975.00,20.00,54.00,0.00,5.00,883.00,3.00,5.00,1.00,4.00
609819.00,BURKE,447.00,0.00,435.00,0.00,0.00,11.00,1.00,0.00,0.00,0.00
609820.00,BURLEY,522.00,310.00,19.00,0.00,1.00,123.00,33.00,36.00,0.00,0.00
609821.00,BURNHAM,552.00,0.00,532.00,0.00,0.00,18.00,0.00,1.00,1.00,0.00
609826.00,CASTELLANOS,594.00,2.00,23.00,0.00,0.00,569.00,0.00,0.00,0.00,0.00
609827.00,BURNSIDE,535.00,0.00,515.00,0.00,1.00,17.00,2.00,0.00,0.00,0.00
609828.00,BURR,409.00,148.00,40.00,0.00,0.00,185.00,23.00,12.00,0.00,1.00
609829.00,BURROUGHS,482.00,17.00,7.00,0.00,0.00,456.00,0.00,0.00,1.00,1.00
609830.00,BRUNSON,586.00,1.00,542.00,0.00,2.00,38.00,1.00,0.00,1.00,1.00
609832.00,BYRNE,648.00,238.00,13.00,0.00,1.00,388.00,5.00,0.00,0.00,3.00
609833.00,CALDWELL,277.00,0.00,272.00,0.00,0.00,1.00,3.00,0.00,0.00,1.00
609834.00,LITTLE VILLAGE,858.00,2.00,1.00,0.00,1.00,854.00,0.00,0.00,0.00,0.00
609835.00,CAMERON,807.00,7.00,253.00,0.00,0.00,542.00,5.00,0.00,0.00,0.00
609836.00,CANTY,833.00,451.00,4.00,0.00,1.00,321.00,26.00,29.00,1.00,0.00
609837.00,CARNEGIE,610.00,5.00,596.00,0.00,0.00,6.00,1.00,1.00,1.00,0.00
609839.00,CARROLL,479.00,2.00,450.00,0.00,0.00,20.00,6.00,0.00,1.00,0.00
609842.00,CARSON,1092.00,2.00,37.00,0.00,4.00,1045.00,0.00,0.00,0.00,4.00
609844.00,CARTER,426.00,0.00,420.00,0.00,0.00,5.00,1.00,0.00,0.00,0.00
609845.00,CARVER G,485.00,0.00,478.00,0.00,0.00,7.00,0.00,0.00,0.00,0.00
609848.00,ALDRIDGE,194.00,0.00,193.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
609849.00,CASSELL,405.00,300.00,36.00,0.00,2.00,52.00,10.00,3.00,1.00,1.00
609850.00,GREELEY,655.00,63.00,102.00,0.00,4.00,460.00,10.00,16.00,0.00,0.00
609851.00,CHALMERS,388.00,2.00,381.00,0.00,0.00,3.00,1.00,1.00,0.00,0.00
609852.00,CHAPPELL,566.00,98.00,38.00,0.00,7.00,341.00,23.00,59.00,0.00,0.00
609853.00,CHASE,469.00,14.00,11.00,0.00,1.00,438.00,2.00,3.00,0.00,0.00
609854.00,CHOPIN,522.00,35.00,104.00,0.00,1.00,373.00,4.00,1.00,2.00,2.00
609855.00,CHRISTOPHER,379.00,25.00,74.00,0.00,2.00,274.00,1.00,2.00,1.00,0.00
609856.00,CLAY,586.00,56.00,72.00,0.00,1.00,445.00,10.00,2.00,0.00,0.00
609857.00,CLEVELAND,679.00,32.00,22.00,0.00,6.00,576.00,4.00,30.00,1.00,8.00
609859.00,CLINTON,1131.00,186.00,158.00,0.00,2.00,329.00,8.00,447.00,0.00,1.00
609861.00,CLISSOLD,531.00,141.00,340.00,0.00,1.00,36.00,5.00,6.00,2.00,0.00
609862.00,COLES,500.00,0.00,479.00,0.00,0.00,13.00,1.00,1.00,0.00,6.00
609863.00,COLUMBUS,287.00,190.00,14.00,0.00,0.00,76.00,5.00,2.00,0.00,0.00
609864.00,COOK,416.00,1.00,406.00,0.00,0.00,6.00,3.00,0.00,0.00,0.00
609865.00,JORDAN,586.00,5.00,190.00,0.00,1.00,362.00,8.00,16.00,0.00,4.00
609866.00,COONLEY,914.00,560.00,11.00,0.00,2.00,232.00,62.00,44.00,3.00,0.00
609867.00,COOPER,548.00,2.00,13.00,0.00,3.00,526.00,1.00,2.00,0.00,1.00
609869.00,LANGFORD,373.00,0.00,367.00,0.00,0.00,5.00,1.00,0.00,0.00,0.00
609870.00,CORKERY,550.00,5.00,87.00,0.00,1.00,454.00,1.00,0.00,2.00,0.00
609871.00,VICK,355.00,122.00,72.00,0.00,0.00,157.00,2.00,2.00,0.00,0.00
609872.00,PEREZ,332.00,3.00,8.00,0.00,0.00,319.00,0.00,2.00,0.00,0.00
609873.00,CROWN,323.00,0.00,313.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00
609874.00,DIRKSEN,859.00,598.00,30.00,0.00,2.00,147.00,5.00,73.00,4.00,0.00
609875.00,DARWIN,512.00,17.00,34.00,0.00,0.00,452.00,4.00,3.00,1.00,1.00
609876.00,DAVIS N,791.00,17.00,12.00,0.00,0.00,757.00,1.00,3.00,0.00,1.00
609879.00,DAWES,1038.00,14.00,192.00,0.00,7.00,803.00,3.00,1.00,4.00,14.00
609880.00,DECATUR,282.00,122.00,14.00,0.00,1.00,30.00,24.00,90.00,0.00,1.00
609883.00,DENEEN,577.00,3.00,564.00,0.00,0.00,8.00,1.00,1.00,0.00,0.00
609884.00,DEVER,823.00,343.00,14.00,0.00,2.00,399.00,12.00,41.00,4.00,8.00
609885.00,DEWEY,403.00,0.00,377.00,0.00,0.00,19.00,3.00,0.00,0.00,4.00
609887.00,DIXON,595.00,0.00,588.00,0.00,0.00,2.00,5.00,0.00,0.00,0.00
609888.00,DODGE,122.00,0.00,121.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
609891.00,DOOLITTLE,307.00,0.00,303.00,0.00,0.00,3.00,1.00,0.00,0.00,0.00
609893.00,DORE,715.00,222.00,20.00,0.00,1.00,462.00,5.00,5.00,0.00,0.00
609894.00,DRAKE,419.00,4.00,403.00,0.00,0.00,8.00,3.00,1.00,0.00,0.00
609895.00,TURNER-DREW,275.00,0.00,270.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00
609896.00,DRUMMOND,351.00,137.00,24.00,0.00,1.00,133.00,38.00,17.00,0.00,1.00
609897.00,EARLE,486.00,0.00,464.00,0.00,2.00,17.00,0.00,0.00,0.00,3.00
609898.00,EBERHART,1472.00,27.00,60.00,0.00,1.00,1380.00,4.00,0.00,0.00,0.00
609899.00,EBINGER,776.00,603.00,6.00,1.00,2.00,127.00,11.00,21.00,3.00,2.00
609900.00,CURTIS,628.00,0.00,597.00,0.00,0.00,26.00,4.00,0.00,1.00,0.00
609901.00,EDGEBROOK,511.00,347.00,10.00,0.00,2.00,81.00,18.00,49.00,4.00,0.00
609902.00,METCALFE,460.00,0.00,457.00,0.00,0.00,2.00,0.00,0.00,1.00,0.00
609903.00,EDWARDS,1501.00,38.00,12.00,0.00,6.00,1427.00,5.00,7.00,2.00,4.00
609904.00,ELLINGTON,709.00,2.00,688.00,0.00,0.00,16.00,2.00,0.00,0.00,1.00
609907.00,ERICSON,478.00,0.00,462.00,0.00,0.00,6.00,1.00,1.00,0.00,8.00
609908.00,ESMOND,289.00,0.00,283.00,0.00,0.00,5.00,1.00,0.00,0.00,0.00
609909.00,EVERETT,236.00,11.00,3.00,0.00,0.00,214.00,4.00,4.00,0.00,0.00
609910.00,FALCONER,1316.00,48.00,32.00,0.00,7.00,1215.00,1.00,10.00,1.00,2.00
609912.00,FARNSWORTH,613.00,251.00,17.00,0.00,0.00,249.00,6.00,85.00,3.00,2.00
609917.00,FERNWOOD,356.00,0.00,353.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00
609918.00,FIELD,300.00,4.00,97.00,0.00,1.00,164.00,2.00,30.00,0.00,2.00
609919.00,FISKE,511.00,0.00,507.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00
609920.00,KANOON,722.00,1.00,15.00,0.00,0.00,706.00,0.00,0.00,0.00,0.00
609921.00,TELPOCHCALLI,298.00,0.00,4.00,0.00,0.00,292.00,2.00,0.00,0.00,0.00
609922.00,BELMONT-CRAGIN,608.00,20.00,27.00,0.00,3.00,555.00,2.00,0.00,1.00,0.00
609924.00,FORT DEARBORN,386.00,0.00,380.00,0.00,0.00,4.00,1.00,0.00,1.00,0.00
609925.00,KELLMAN,371.00,0.00,371.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
609926.00,FRANKLIN,360.00,115.00,133.00,0.00,0.00,75.00,14.00,23.00,0.00,0.00
609927.00,FOSTER PARK,398.00,1.00,385.00,0.00,0.00,9.00,1.00,2.00,0.00,0.00
609928.00,FULLER,392.00,0.00,385.00,0.00,0.00,6.00,1.00,0.00,0.00,0.00
609929.00,FULTON,419.00,8.00,193.00,0.00,2.00,214.00,1.00,0.00,0.00,1.00
609930.00,FUNSTON,504.00,4.00,48.00,0.00,0.00,451.00,1.00,0.00,0.00,0.00
609933.00,GALE,381.00,19.00,229.00,0.00,0.00,106.00,5.00,21.00,0.00,1.00
609935.00,GALLISTEL,1200.00,17.00,27.00,0.00,6.00,1146.00,1.00,0.00,0.00,3.00
609937.00,GARVY,810.00,490.00,6.00,0.00,2.00,224.00,22.00,52.00,14.00,0.00
609938.00,GARY,1149.00,13.00,2.00,0.00,6.00,1124.00,0.00,1.00,0.00,3.00
609939.00,GILLESPIE,553.00,2.00,537.00,0.00,0.00,12.00,1.00,0.00,0.00,1.00
609941.00,RANDOLPH,510.00,1.00,470.00,0.00,0.00,39.00,0.00,0.00,0.00,0.00
609942.00,GOETHE,776.00,120.00,26.00,0.00,12.00,597.00,12.00,3.00,0.00,6.00
609943.00,OWENS,493.00,0.00,484.00,0.00,0.00,5.00,2.00,0.00,2.00,0.00
609944.00,GRISSOM,351.00,64.00,13.00,0.00,1.00,270.00,2.00,1.00,0.00,0.00
609945.00,GOUDY,746.00,43.00,150.00,0.00,4.00,245.00,8.00,292.00,2.00,2.00
609947.00,GRAHAM ES,482.00,131.00,117.00,0.00,0.00,228.00,2.00,2.00,1.00,1.00
609949.00,GRAY,1262.00,126.00,21.00,0.00,3.00,1072.00,8.00,26.00,2.00,4.00
609950.00,ORTIZ DE DOMINGUEZ,664.00,2.00,1.00,0.00,0.00,659.00,0.00,1.00,0.00,1.00
609951.00,ARIEL,542.00,1.00,527.00,0.00,0.00,7.00,3.00,0.00,3.00,1.00
609952.00,GREENE,597.00,26.00,15.00,0.00,1.00,538.00,3.00,13.00,0.00,1.00
609954.00,GREGORY,414.00,0.00,405.00,0.00,0.00,9.00,0.00,0.00,0.00,0.00
609955.00,GRESHAM,345.00,0.00,341.00,0.00,0.00,3.00,0.00,0.00,1.00,0.00
609956.00,GRIMES,470.00,45.00,3.00,0.00,0.00,417.00,2.00,2.00,0.00,1.00
609958.00,GUNSAULUS,804.00,10.00,32.00,0.00,6.00,727.00,7.00,20.00,2.00,0.00
609959.00,HAINES,659.00,2.00,80.00,0.00,0.00,15.00,5.00,552.00,4.00,1.00
609960.00,HALE,930.00,258.00,6.00,0.00,6.00,644.00,6.00,10.00,0.00,0.00
609961.00,NINOS HEROES,395.00,2.00,321.00,0.00,1.00,71.00,0.00,0.00,0.00,0.00
609963.00,HAMILTON,454.00,269.00,35.00,0.00,0.00,109.00,22.00,15.00,3.00,1.00
609964.00,HAMLINE,656.00,4.00,57.00,0.00,0.00,588.00,4.00,3.00,0.00,0.00
609966.00,HAMMOND,479.00,6.00,38.00,0.00,0.00,432.00,1.00,0.00,0.00,2.00
609967.00,FINKL,457.00,11.00,61.00,0.00,0.00,382.00,2.00,1.00,0.00,0.00
609968.00,MCAULIFFE,767.00,18.00,39.00,0.00,1.00,703.00,4.00,0.00,0.00,2.00
609969.00,HARTE,384.00,13.00,321.00,0.00,2.00,36.00,6.00,5.00,1.00,0.00
609971.00,HARVARD,425.00,1.00,418.00,0.00,0.00,4.00,1.00,0.00,1.00,0.00
609972.00,HAUGAN,1034.00,49.00,37.00,0.00,2.00,885.00,2.00,56.00,1.00,2.00
609973.00,ZAPATA,882.00,2.00,1.00,0.00,0.00,875.00,0.00,0.00,0.00,4.00
609974.00,HAWTHORNE,572.00,295.00,52.00,0.00,6.00,128.00,34.00,49.00,8.00,0.00
609975.00,HAY,466.00,0.00,411.00,0.00,0.00,51.00,3.00,1.00,0.00,0.00
609976.00,HAYT,1006.00,108.00,166.00,0.00,8.00,479.00,11.00,226.00,4.00,4.00
609977.00,WOODLAWN,211.00,0.00,209.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
609978.00,SMITH,362.00,1.00,358.00,0.00,0.00,1.00,2.00,0.00,0.00,0.00
609979.00,HEALY,1453.00,116.00,12.00,0.00,3.00,345.00,17.00,927.00,31.00,2.00
609981.00,HEARST,337.00,5.00,130.00,0.00,0.00,195.00,3.00,1.00,1.00,2.00
609983.00,HEDGES,737.00,11.00,15.00,0.00,2.00,709.00,0.00,0.00,0.00,0.00
609985.00,HEFFERAN,430.00,1.00,423.00,0.00,0.00,4.00,1.00,0.00,0.00,1.00
609986.00,HENDERSON,338.00,0.00,314.00,0.00,0.00,22.00,2.00,0.00,0.00,0.00
609987.00,HENDRICKS,245.00,7.00,219.00,0.00,0.00,17.00,2.00,0.00,0.00,0.00
609988.00,HENRY,646.00,45.00,28.00,0.00,6.00,539.00,3.00,14.00,6.00,5.00
609990.00,SOUTH LOOP,868.00,249.00,363.00,0.00,2.00,81.00,33.00,110.00,17.00,13.00
609991.00,HERZL,620.00,1.00,592.00,0.00,0.00,16.00,4.00,0.00,1.00,6.00
609993.00,LARA,481.00,4.00,18.00,0.00,0.00,458.00,0.00,1.00,0.00,0.00
609994.00,HIBBARD,1099.00,61.00,64.00,0.00,6.00,859.00,12.00,84.00,2.00,11.00
609995.00,HITCH,592.00,271.00,9.00,0.00,1.00,237.00,22.00,51.00,1.00,0.00
609996.00,HOLDEN,496.00,51.00,33.00,0.00,1.00,325.00,5.00,81.00,0.00,0.00
609997.00,HOLMES,238.00,0.00,228.00,0.00,0.00,8.00,2.00,0.00,0.00,0.00
610000.00,HOWE,527.00,1.00,510.00,0.00,0.00,14.00,1.00,1.00,0.00,0.00
610002.00,HOYNE,258.00,0.00,247.00,0.00,0.00,4.00,3.00,0.00,0.00,4.00
610003.00,CUFFE,421.00,0.00,415.00,0.00,0.00,5.00,1.00,0.00,0.00,0.00
610004.00,CULLEN,207.00,1.00,198.00,0.00,0.00,5.00,3.00,0.00,0.00,0.00
610005.00,HUGHES C,324.00,0.00,320.00,0.00,0.00,2.00,1.00,0.00,0.00,1.00
610006.00,HURLEY,862.00,2.00,5.00,0.00,1.00,850.00,0.00,0.00,0.00,4.00
610009.00,GALILEO,548.00,32.00,120.00,0.00,0.00,355.00,16.00,21.00,3.00,1.00
610010.00,JAHN,323.00,53.00,42.00,0.00,0.00,216.00,7.00,2.00,3.00,0.00
610011.00,JAMIESON,891.00,276.00,54.00,0.00,1.00,296.00,34.00,226.00,2.00,2.00
610012.00,JENNER,246.00,1.00,238.00,0.00,0.00,3.00,1.00,1.00,0.00,2.00
610013.00,PILSEN,393.00,4.00,43.00,0.00,1.00,338.00,2.00,5.00,0.00,0.00
610015.00,JUNGMAN,298.00,2.00,26.00,0.00,3.00,266.00,0.00,0.00,0.00,1.00
610016.00,KELLOGG,252.00,28.00,201.00,0.00,2.00,13.00,8.00,0.00,0.00,0.00
610017.00,SAUCEDO,1198.00,3.00,34.00,0.00,5.00,1150.00,5.00,0.00,0.00,1.00
610019.00,KERSHAW,293.00,1.00,290.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00
610021.00,CASALS,458.00,2.00,223.00,0.00,0.00,231.00,2.00,0.00,0.00,0.00
610022.00,KILMER,744.00,47.00,177.00,0.00,2.00,428.00,18.00,70.00,1.00,1.00
610024.00,CARDENAS,674.00,3.00,30.00,0.00,1.00,637.00,1.00,2.00,0.00,0.00
610026.00,KINZIE,669.00,173.00,21.00,0.00,4.00,462.00,5.00,4.00,0.00,0.00
610027.00,KIPLING,368.00,1.00,361.00,0.00,0.00,3.00,2.00,0.00,1.00,0.00
610029.00,LOZANO,253.00,5.00,46.00,0.00,1.00,196.00,3.00,0.00,1.00,1.00
610030.00,KOZMINSKI,343.00,1.00,335.00,0.00,0.00,5.00,1.00,1.00,0.00,0.00
610032.00,GREEN,365.00,0.00,360.00,0.00,0.00,2.00,2.00,1.00,0.00,0.00
610033.00,LASALLE,559.00,179.00,172.00,0.00,0.00,117.00,40.00,49.00,1.00,1.00
610034.00,LAWNDALE,388.00,1.00,381.00,0.00,0.00,4.00,2.00,0.00,0.00,0.00
610036.00,LEWIS,499.00,2.00,385.00,0.00,0.00,106.00,2.00,1.00,1.00,2.00
610037.00,LIBBY,360.00,0.00,288.00,0.00,0.00,68.00,4.00,0.00,0.00,0.00
610038.00,LINCOLN,838.00,524.00,99.00,0.00,4.00,85.00,46.00,80.00,0.00,0.00
610039.00,VON LINNE,653.00,34.00,10.00,0.00,1.00,589.00,7.00,6.00,3.00,3.00
610040.00,LLOYD,1237.00,11.00,29.00,0.00,2.00,1190.00,1.00,0.00,3.00,1.00
610041.00,LOCKE J,1357.00,145.00,34.00,0.00,5.00,1126.00,4.00,27.00,16.00,0.00
610043.00,LOVETT,424.00,3.00,358.00,0.00,0.00,58.00,1.00,0.00,0.00,4.00
610044.00,LOWELL,523.00,8.00,111.00,0.00,0.00,400.00,3.00,0.00,1.00,0.00
610046.00,LYON,1487.00,81.00,36.00,0.00,12.00,1328.00,5.00,19.00,4.00,2.00
610047.00,MADISON,220.00,1.00,217.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00
610048.00,MANIERRE,349.00,1.00,334.00,0.00,0.00,13.00,1.00,0.00,0.00,0.00
610051.00,NORTHWEST,572.00,14.00,27.00,0.00,1.00,529.00,1.00,0.00,0.00,0.00
610052.00,MANN,385.00,0.00,380.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00
610053.00,MARQUETTE,1238.00,12.00,458.00,0.00,4.00,759.00,3.00,1.00,1.00,0.00
610054.00,MARSH,866.00,9.00,68.00,0.00,2.00,783.00,1.00,1.00,2.00,0.00
610055.00,FARADAY,342.00,0.00,340.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00
610056.00,MASON,389.00,3.00,386.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
610057.00,FAIRFIELD,604.00,5.00,183.00,0.00,4.00,406.00,3.00,0.00,0.00,3.00
610059.00,MAYER,683.00,448.00,77.00,0.00,2.00,116.00,11.00,22.00,7.00,0.00
610060.00,JACKSON A,565.00,97.00,168.00,0.00,1.00,178.00,17.00,104.00,0.00,0.00
610062.00,MCCLELLAN,308.00,58.00,84.00,0.00,1.00,141.00,7.00,13.00,3.00,1.00
610063.00,MCCORMICK,779.00,3.00,2.00,0.00,1.00,773.00,0.00,0.00,0.00,0.00
610065.00,TILL,367.00,0.00,364.00,0.00,2.00,1.00,0.00,0.00,0.00,0.00
610066.00,MCDADE,192.00,2.00,176.00,0.00,0.00,5.00,5.00,2.00,2.00,0.00
610067.00,MCKAY,836.00,6.00,692.00,0.00,2.00,134.00,1.00,0.00,0.00,1.00
610068.00,HANSON PARK,1550.00,32.00,22.00,0.00,5.00,1481.00,2.00,4.00,1.00,3.00
610070.00,MCPHERSON,802.00,80.00,46.00,0.00,0.00,607.00,14.00,55.00,0.00,0.00
610073.00,MITCHELL,375.00,105.00,36.00,0.00,3.00,212.00,12.00,6.00,1.00,0.00
610074.00,MONROE,968.00,20.00,17.00,0.00,1.00,923.00,3.00,3.00,0.00,1.00
610076.00,MOOS,566.00,23.00,76.00,0.00,1.00,451.00,8.00,6.00,1.00,0.00
610077.00,MORRILL,839.00,4.00,335.00,0.00,0.00,497.00,2.00,0.00,0.00,1.00
610078.00,INTER-AMERICAN,649.00,71.00,10.00,0.00,2.00,533.00,8.00,5.00,0.00,20.00
610081.00,SHERIDAN,559.00,132.00,107.00,0.00,0.00,119.00,15.00,184.00,2.00,0.00
610082.00,MOUNT GREENWOOD,1055.00,886.00,10.00,0.00,3.00,134.00,8.00,8.00,6.00,0.00
610083.00,BEARD,171.00,64.00,5.00,0.00,0.00,76.00,8.00,16.00,0.00,2.00
610084.00,KELLER,244.00,81.00,82.00,0.00,0.00,29.00,7.00,40.00,2.00,3.00
610086.00,MOUNT VERNON,244.00,0.00,243.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
610087.00,BLAIR,163.00,30.00,29.00,0.00,0.00,102.00,0.00,1.00,0.00,1.00
610088.00,MOZART,781.00,18.00,29.00,0.00,0.00,692.00,1.00,0.00,1.00,40.00
610089.00,MURPHY,583.00,83.00,17.00,0.00,0.00,449.00,17.00,11.00,2.00,4.00
610090.00,MURRAY,529.00,14.00,454.00,0.00,0.00,30.00,19.00,12.00,0.00,0.00
610091.00,BROWN R,323.00,0.00,321.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
610092.00,NASH,341.00,2.00,308.00,0.00,0.00,17.00,5.00,0.00,0.00,9.00
610093.00,NEIL,313.00,1.00,304.00,0.00,0.00,8.00,0.00,0.00,0.00,0.00
610094.00,NETTELHORST,833.00,481.00,76.00,0.00,2.00,138.00,43.00,75.00,10.00,8.00
610095.00,NEWBERRY,565.00,109.00,239.00,0.00,0.00,161.00,21.00,33.00,1.00,1.00
610096.00,NIGHTINGALE,1323.00,9.00,9.00,0.00,1.00,1299.00,2.00,0.00,0.00,3.00
610097.00,NIXON,962.00,9.00,9.00,0.00,2.00,934.00,2.00,2.00,1.00,3.00
610098.00,NOBEL,858.00,5.00,112.00,0.00,1.00,735.00,2.00,0.00,0.00,3.00
610099.00,NORWOOD PARK,401.00,240.00,4.00,0.00,3.00,122.00,14.00,18.00,0.00,0.00
610100.00,WEST PARK,628.00,2.00,176.00,0.00,1.00,445.00,2.00,1.00,0.00,1.00
610101.00,OGDEN ES,865.00,403.00,119.00,0.00,1.00,128.00,66.00,141.00,2.00,5.00
610102.00,OGLESBY,498.00,0.00,494.00,0.00,0.00,3.00,1.00,0.00,0.00,0.00
610103.00,OKEEFFE,713.00,2.00,695.00,0.00,1.00,10.00,5.00,0.00,0.00,0.00
610104.00,ONAHAN,640.00,420.00,5.00,0.00,5.00,176.00,13.00,19.00,1.00,1.00
610105.00,ORIOLE PARK,709.00,469.00,12.00,0.00,0.00,151.00,10.00,64.00,2.00,1.00
610106.00,PICCOLO,589.00,6.00,345.00,0.00,1.00,227.00,8.00,0.00,2.00,0.00
610107.00,OTIS,551.00,15.00,125.00,0.00,3.00,397.00,8.00,2.00,0.00,1.00
610108.00,OTOOLE,416.00,0.00,396.00,0.00,0.00,18.00,1.00,1.00,0.00,0.00
610109.00,OWEN,260.00,2.00,236.00,0.00,0.00,19.00,3.00,0.00,0.00,0.00
610110.00,WELLS ES,422.00,0.00,403.00,0.00,1.00,14.00,4.00,0.00,0.00,0.00
610111.00,PALMER,891.00,275.00,18.00,0.00,3.00,417.00,14.00,122.00,39.00,3.00
610112.00,PARKER,699.00,1.00,683.00,0.00,0.00,15.00,0.00,0.00,0.00,0.00
610115.00,PARK MANOR,394.00,0.00,389.00,0.00,1.00,3.00,0.00,1.00,0.00,0.00
610116.00,PARKSIDE,275.00,0.00,270.00,0.00,0.00,3.00,2.00,0.00,0.00,0.00
610117.00,PASTEUR,1230.00,50.00,10.00,0.00,7.00,1145.00,4.00,8.00,1.00,5.00
610120.00,PECK,1646.00,25.00,8.00,0.00,7.00,1583.00,4.00,7.00,0.00,12.00
610121.00,IRVING,518.00,8.00,377.00,0.00,0.00,116.00,8.00,5.00,2.00,2.00
610122.00,PEIRCE,1042.00,249.00,101.00,0.00,8.00,558.00,44.00,80.00,2.00,0.00
610123.00,PENN,379.00,1.00,342.00,0.00,0.00,34.00,0.00,0.00,0.00,2.00
610124.00,WASHINGTON H ES,415.00,0.00,411.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00
610125.00,RUIZ,781.00,16.00,3.00,0.00,4.00,756.00,1.00,1.00,0.00,0.00
610126.00,PERSHING,549.00,6.00,513.00,0.00,0.00,15.00,5.00,9.00,1.00,0.00
610127.00,PETERSON,927.00,249.00,48.00,0.00,3.00,339.00,28.00,257.00,2.00,1.00
610128.00,GARVEY,269.00,0.00,267.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00
610129.00,PICKARD,515.00,11.00,12.00,0.00,0.00,491.00,1.00,0.00,0.00,0.00
610130.00,PIRIE,336.00,0.00,333.00,0.00,0.00,2.00,1.00,0.00,0.00,0.00
610131.00,PLAMONDON,154.00,1.00,55.00,0.00,0.00,96.00,1.00,0.00,0.00,1.00
610132.00,POE,206.00,5.00,183.00,0.00,0.00,13.00,3.00,2.00,0.00,0.00
610133.00,WARD L,576.00,3.00,545.00,0.00,0.00,23.00,1.00,0.00,0.00,4.00
610135.00,PORTAGE PARK,1002.00,275.00,25.00,0.00,8.00,644.00,13.00,17.00,10.00,10.00
610136.00,PRESCOTT,368.00,126.00,56.00,0.00,1.00,141.00,17.00,16.00,1.00,10.00
610137.00,PRUSSING,698.00,336.00,14.00,0.00,1.00,280.00,5.00,50.00,6.00,6.00
610138.00,PULASKI,931.00,144.00,13.00,0.00,2.00,736.00,18.00,16.00,1.00,1.00
610139.00,PULLMAN,329.00,3.00,273.00,0.00,1.00,48.00,4.00,0.00,0.00,0.00
610141.00,RAVENSWOOD,563.00,228.00,63.00,0.00,0.00,220.00,32.00,15.00,4.00,1.00
610142.00,RAY,733.00,137.00,443.00,0.00,0.00,55.00,36.00,60.00,1.00,1.00
610143.00,REAVIS,277.00,0.00,266.00,0.00,0.00,4.00,4.00,1.00,2.00,0.00
610144.00,REILLY,1039.00,35.00,9.00,0.00,4.00,975.00,3.00,8.00,4.00,1.00
610145.00,REINBERG,848.00,183.00,17.00,0.00,0.00,600.00,12.00,33.00,0.00,3.00
610146.00,REVERE,261.00,0.00,256.00,0.00,0.00,3.00,1.00,0.00,0.00,1.00
610147.00,ROGERS,765.00,120.00,116.00,0.00,5.00,313.00,19.00,187.00,0.00,5.00
610148.00,CHAVEZ,983.00,8.00,45.00,0.00,4.00,925.00,0.00,0.00,0.00,1.00
610152.00,RUGGLES,412.00,0.00,403.00,0.00,0.00,6.00,3.00,0.00,0.00,0.00
610153.00,RYDER,402.00,0.00,398.00,0.00,0.00,3.00,0.00,0.00,0.00,1.00
610155.00,SAUGANASH,589.00,288.00,12.00,0.00,0.00,147.00,15.00,125.00,2.00,0.00
610157.00,SAWYER,1751.00,22.00,10.00,0.00,4.00,1713.00,1.00,0.00,0.00,1.00
610158.00,SAYRE,482.00,45.00,194.00,0.00,3.00,206.00,25.00,6.00,0.00,3.00
610159.00,SCAMMON,928.00,66.00,15.00,0.00,7.00,800.00,6.00,13.00,7.00,14.00
610163.00,STOCK,234.00,167.00,2.00,0.00,0.00,44.00,11.00,9.00,0.00,1.00
610165.00,SCHUBERT,928.00,24.00,13.00,0.00,0.00,879.00,2.00,9.00,0.00,1.00
610167.00,SEWARD,796.00,10.00,4.00,0.00,0.00,780.00,0.00,0.00,0.00,2.00
610170.00,COLUMBIA EXPLORERS,1183.00,14.00,8.00,0.00,3.00,1150.00,5.00,2.00,0.00,1.00
610171.00,MIRELES,665.00,13.00,352.00,0.00,1.00,290.00,4.00,2.00,3.00,0.00
610172.00,SHERMAN,321.00,1.00,299.00,0.00,0.00,20.00,1.00,0.00,0.00,0.00
610173.00,SHERWOOD,356.00,0.00,338.00,0.00,1.00,14.00,0.00,0.00,1.00,2.00
610174.00,SHIELDS,1004.00,19.00,7.00,0.00,0.00,975.00,2.00,0.00,0.00,1.00
610175.00,SHOESMITH,348.00,3.00,327.00,0.00,1.00,12.00,1.00,4.00,0.00,0.00
610176.00,SHOOP,481.00,4.00,464.00,0.00,0.00,12.00,1.00,0.00,0.00,0.00
610177.00,SKINNER,1042.00,270.00,366.00,0.00,4.00,114.00,30.00,230.00,2.00,26.00
