SchoolID,School,Total,White,AfricanAmerican,API,NativeAmericanAlaskan,Hispanic,MR,Asian,HPR,NA
609694.00,Hancock HS,963.00,35.00,10.00,0.00,4.00,903.00,4.00,6.00,1.00,0.00
609695.00,Amundsen HS,1434.00,139.00,146.00,2.00,5.00,923.00,13.00,188.00,2.00,16.00
609698.00,Bogan Tech HS,1409.00,33.00,727.00,0.00,9.00,631.00,6.00,2.00,1.00,0.00
609702.00,Crane Tech HS,387.00,2.00,371.00,0.00,2.00,9.00,2.00,0.00,0.00,1.00
609704.00,Farragut HS,1277.00,5.00,160.00,0.00,9.00,1099.00,1.00,1.00,0.00,2.00
609705.00,Fenger  HS,508.00,0.00,498.00,0.00,1.00,7.00,2.00,0.00,0.00,0.00
609707.00,Robeson HS,591.00,0.00,587.00,0.00,0.00,1.00,2.00,0.00,0.00,1.00
609708.00,Foreman HS,1572.00,58.00,267.00,0.00,4.00,1224.00,9.00,7.00,1.00,2.00
609709.00,Gage Park HS,835.00,8.00,377.00,0.00,2.00,443.00,3.00,2.00,0.00,0.00
609710.00,Harlan HS,1174.00,2.00,1152.00,0.00,1.00,6.00,7.00,0.00,0.00,6.00
609711.00,Harper HS,518.00,0.00,509.00,0.00,2.00,5.00,2.00,0.00,0.00,0.00
609712.00,Hirsch HS,389.00,0.00,387.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00
609713.00,Hyde Park HS,1249.00,1.00,1235.00,0.00,0.00,8.00,2.00,0.00,1.00,2.00
609715.00,Kelly HS,2691.00,61.00,56.00,0.00,13.00,2213.00,3.00,341.00,1.00,3.00
609716.00,Kelvyn Park HS,1037.00,24.00,43.00,0.00,2.00,924.00,42.00,1.00,0.00,1.00
609718.00,Kennedy HS,1505.00,407.00,75.00,1.00,11.00,979.00,6.00,10.00,0.00,16.00
609719.00,Lake View HS,1545.00,206.00,166.00,2.00,14.00,962.00,28.00,158.00,5.00,4.00
609720.00,Lane Tech HS,4270.00,1279.00,363.00,2.00,18.00,1994.00,110.00,418.00,9.00,77.00
609722.00,Manley HS,476.00,0.00,466.00,0.00,0.00,9.00,1.00,0.00,0.00,0.00
609723.00,Marshall HS,677.00,0.00,663.00,0.00,0.00,7.00,6.00,0.00,0.00,1.00
609724.00,Mather HS,1710.00,381.00,238.00,2.00,9.00,629.00,31.00,412.00,7.00,1.00
609725.00,Morgan Park HS,1449.00,14.00,1398.00,0.00,0.00,22.00,13.00,0.00,2.00,0.00
609726.00,Brooks CPHS,745.00,8.00,636.00,0.00,4.00,89.00,8.00,0.00,0.00,0.00
609727.00,Phillips HS,647.00,0.00,627.00,0.00,1.00,12.00,2.00,3.00,1.00,1.00
609728.00,Roosevelt HS,1504.00,96.00,149.00,2.00,7.00,1114.00,6.00,98.00,1.00,31.00
609729.00,Schurz HS,2395.00,139.00,205.00,1.00,14.00,1948.00,14.00,26.00,4.00,44.00
609730.00,Senn HS,1045.00,83.00,306.00,0.00,5.00,472.00,31.00,139.00,5.00,4.00
609732.00,Steinmetz HS,1823.00,200.00,232.00,0.00,11.00,1328.00,9.00,36.00,2.00,5.00
609733.00,Sullivan HS,812.00,38.00,347.00,0.00,4.00,276.00,15.00,124.00,1.00,7.00
609734.00,Taft HS,3098.00,1492.00,72.00,4.00,13.00,1236.00,55.00,218.00,2.00,6.00
609735.00,Tilden HS,400.00,26.00,279.00,0.00,1.00,85.00,3.00,6.00,0.00,0.00
609736.00,Dyett HS,168.00,0.00,164.00,0.00,1.00,1.00,2.00,0.00,0.00,0.00
609737.00,Von Steuben HS,1654.00,334.00,231.00,0.00,13.00,839.00,28.00,206.00,3.00,0.00
609738.00,Lincoln Park HS,2233.00,615.00,574.00,0.00,9.00,693.00,80.00,241.00,3.00,18.00
609739.00,Washington G. HS,1562.00,99.00,101.00,0.00,16.00,1340.00,3.00,2.00,1.00,0.00
609740.00,Wells HS,611.00,10.00,267.00,0.00,5.00,322.00,6.00,1.00,0.00,0.00
609741.00,Hubbard HS,1639.00,52.00,103.00,0.00,5.00,1411.00,1.00,61.00,0.00,6.00
609744.00,Northside Lrn Ctr HS,289.00,47.00,92.00,1.00,1.00,134.00,2.00,12.00,0.00,0.00
609745.00,Southside Occp HS,202.00,8.00,155.00,0.00,0.00,37.00,1.00,0.00,1.00,0.00
609746.00,Kenwood HS,1839.00,24.00,1570.00,0.00,5.00,82.00,60.00,57.00,4.00,37.00
609748.00,York Alt HS,339.00,6.00,276.00,0.00,6.00,51.00,0.00,0.00,0.00,0.00
609749.00,Northside CPHS,1070.00,446.00,92.00,1.00,5.00,248.00,43.00,229.00,4.00,2.00
609750.00,Simpson HS,95.00,1.00,71.00,0.00,0.00,21.00,1.00,0.00,0.00,1.00
609751.00,King CPHS,879.00,9.00,809.00,0.00,1.00,37.00,8.00,13.00,0.00,2.00
609753.00,Chicago Agr Sci HS,629.00,194.00,255.00,0.00,2.00,149.00,25.00,3.00,1.00,0.00
609754.00,Chicago Mil Acad HS,466.00,7.00,348.00,0.00,1.00,93.00,17.00,0.00,0.00,0.00
609755.00,Young Magnet HS,2203.00,647.00,552.00,1.00,10.00,536.00,85.00,368.00,1.00,3.00
609756.00,Curie HS,3060.00,90.00,319.00,1.00,12.00,2533.00,9.00,95.00,1.00,0.00
609759.00,Clemente HS,891.00,19.00,247.00,0.00,3.00,616.00,5.00,1.00,0.00,0.00
609760.00,Carver Mil Acad HS,531.00,6.00,267.00,0.00,0.00,255.00,1.00,1.00,0.00,1.00
609761.00,Corliss HS,558.00,1.00,544.00,0.00,1.00,10.00,1.00,0.00,1.00,0.00
609762.00,Julian HS,1167.00,1.00,1156.00,0.00,1.00,4.00,3.00,0.00,0.00,2.00
609764.00,Juarez HS,1790.00,24.00,39.00,0.00,9.00,1675.00,5.00,26.00,1.00,11.00
609766.00,Vaughn Occp HS,209.00,34.00,68.00,0.00,0.00,100.00,0.00,7.00,0.00,0.00
609768.00,Hope CPHS,507.00,0.00,494.00,0.00,1.00,11.00,0.00,0.00,1.00,0.00
609769.00,Graham R. Trng CTR,116.00,4.00,62.00,0.00,0.00,46.00,1.00,3.00,0.00,0.00
609772.00,Addams,901.00,26.00,11.00,0.00,0.00,857.00,4.00,1.00,0.00,2.00
609773.00,Agassiz,455.00,135.00,105.00,0.00,1.00,162.00,17.00,10.00,2.00,23.00
609774.00,Alcott,490.00,329.00,41.00,0.00,0.00,65.00,31.00,23.00,1.00,0.00
609775.00,Altgeld,443.00,0.00,436.00,0.00,0.00,5.00,2.00,0.00,0.00,0.00
609777.00,Armour,359.00,22.00,11.00,0.00,0.00,313.00,1.00,12.00,0.00,0.00
609779.00,Armstrong G.,1412.00,116.00,400.00,3.00,14.00,606.00,34.00,234.00,2.00,3.00
609780.00,Ames Middle,480.00,7.00,28.00,0.00,3.00,440.00,1.00,0.00,0.00,1.00
609781.00,Attucks,275.00,0.00,273.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00
609782.00,Audubon,592.00,330.00,19.00,0.00,0.00,179.00,36.00,10.00,2.00,16.00
609783.00,Jefferson N.,240.00,4.00,207.00,0.00,1.00,27.00,0.00,0.00,0.00,1.00
609786.00,Avalon Park,310.00,0.00,308.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00
609788.00,Barnard,262.00,2.00,254.00,0.00,0.00,5.00,1.00,0.00,0.00,0.00
609789.00,Barry,804.00,15.00,6.00,0.00,2.00,763.00,9.00,9.00,0.00,0.00
609790.00,Barton,643.00,2.00,637.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00
609791.00,Bass,336.00,0.00,331.00,0.00,0.00,3.00,2.00,0.00,0.00,0.00
609792.00,Bateman,1039.00,91.00,28.00,0.00,5.00,769.00,5.00,50.00,1.00,90.00
609793.00,Nicholson,469.00,0.00,466.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00
609794.00,Edison,269.00,145.00,8.00,2.00,0.00,45.00,20.00,47.00,2.00,0.00
609795.00,Clark G. R.,278.00,5.00,174.00,0.00,3.00,94.00,1.00,0.00,1.00,0.00
609796.00,Beaubien,1165.00,427.00,19.00,1.00,5.00,484.00,55.00,165.00,4.00,5.00
609797.00,Beidler,434.00,0.00,421.00,0.00,1.00,12.00,0.00,0.00,0.00,0.00
609798.00,Belding,665.00,235.00,46.00,0.00,5.00,321.00,13.00,32.00,7.00,6.00
609799.00,Bell,986.00,583.00,24.00,1.00,6.00,228.00,76.00,60.00,2.00,6.00
609800.00,Bennett,468.00,1.00,460.00,0.00,0.00,2.00,5.00,0.00,0.00,0.00
609803.00,Blaine,960.00,558.00,53.00,0.00,3.00,249.00,52.00,34.00,7.00,4.00
609804.00,Boone,767.00,185.00,76.00,1.00,3.00,335.00,11.00,148.00,1.00,7.00
609805.00,Joplin,493.00,0.00,484.00,0.00,0.00,5.00,3.00,1.00,0.00,0.00
609806.00,Bradwell,788.00,0.00,779.00,0.00,1.00,6.00,1.00,0.00,0.00,1.00
609807.00,Hampton,645.00,3.00,310.00,0.00,7.00,316.00,6.00,0.00,0.00,3.00
609808.00,Haley,529.00,0.00,524.00,0.00,0.00,3.00,1.00,0.00,0.00,1.00
609809.00,Brentano,426.00,21.00,18.00,0.00,2.00,361.00,2.00,1.00,0.00,21.00
609810.00,Bridge,1030.00,533.00,9.00,0.00,2.00,442.00,19.00,25.00,0.00,0.00
609811.00,Bright,307.00,1.00,198.00,0.00,0.00,88.00,2.00,0.00,0.00,18.00
609812.00,Brown W.,214.00,0.00,203.00,0.00,2.00,6.00,0.00,0.00,1.00,2.00
609813.00,Brownell,299.00,0.00,296.00,0.00,1.00,2.00,0.00,0.00,0.00,0.00
609815.00,Bouchet,712.00,0.00,701.00,0.00,0.00,4.00,3.00,0.00,0.00,4.00
609817.00,Budlong,841.00,225.00,40.00,0.00,8.00,373.00,19.00,153.00,2.00,21.00
609818.00,Burbank,999.00,13.00,67.00,0.00,6.00,897.00,4.00,8.00,4.00,0.00
609819.00,Burke,272.00,0.00,265.00,0.00,0.00,2.00,0.00,0.00,0.00,5.00
609820.00,Burley,572.00,315.00,20.00,0.00,5.00,158.00,32.00,40.00,0.00,2.00
609821.00,Burnham,268.00,0.00,266.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00
609826.00,Castellanos,545.00,0.00,6.00,0.00,0.00,538.00,1.00,0.00,0.00,0.00
609827.00,Burnside Magnet,771.00,0.00,749.00,0.00,1.00,12.00,9.00,0.00,0.00,0.00
609828.00,Burr,350.00,123.00,28.00,0.00,0.00,186.00,12.00,1.00,0.00,0.00
609829.00,Burroughs,503.00,16.00,4.00,0.00,0.00,482.00,0.00,1.00,0.00,0.00
609830.00,Brunson,622.00,2.00,578.00,0.00,0.00,27.00,2.00,0.00,0.00,13.00
609832.00,Byrne,664.00,286.00,5.00,0.00,2.00,366.00,5.00,0.00,0.00,0.00
609833.00,Caldwell,339.00,0.00,330.00,0.00,1.00,5.00,1.00,0.00,0.00,2.00
609834.00,Little Village,872.00,5.00,0.00,0.00,1.00,863.00,0.00,0.00,0.00,3.00
609835.00,Cameron,835.00,6.00,307.00,0.00,0.00,517.00,3.00,0.00,1.00,1.00
609836.00,Canty,799.00,424.00,10.00,0.00,3.00,308.00,26.00,27.00,1.00,0.00
609837.00,Carnegie,692.00,5.00,647.00,0.00,1.00,11.00,2.00,0.00,0.00,26.00
609839.00,Carroll,557.00,1.00,527.00,0.00,1.00,26.00,1.00,0.00,1.00,0.00
609842.00,Carson,1247.00,5.00,45.00,0.00,16.00,1179.00,2.00,0.00,0.00,0.00
609844.00,Carter,346.00,0.00,338.00,0.00,0.00,8.00,0.00,0.00,0.00,0.00
609845.00,Carver Elementary,527.00,1.00,519.00,0.00,0.00,5.00,1.00,0.00,0.00,1.00
609848.00,Aldridge,250.00,0.00,247.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00
609849.00,Cassell,351.00,269.00,42.00,0.00,1.00,30.00,7.00,2.00,0.00,0.00
609850.00,Greeley,617.00,70.00,81.00,0.00,4.00,437.00,9.00,13.00,0.00,3.00
609851.00,Chalmers,364.00,0.00,361.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00
609852.00,Chappell,493.00,75.00,24.00,0.00,3.00,303.00,16.00,69.00,0.00,3.00
609853.00,Chase,511.00,17.00,17.00,0.00,1.00,469.00,1.00,1.00,1.00,4.00
609854.00,Chopin,267.00,9.00,22.00,0.00,2.00,211.00,0.00,2.00,3.00,18.00
609855.00,Christopher,290.00,19.00,68.00,0.00,3.00,199.00,0.00,0.00,0.00,1.00
609856.00,Clay,617.00,74.00,57.00,0.00,3.00,464.00,15.00,4.00,0.00,0.00
609857.00,Cleveland,716.00,40.00,31.00,1.00,10.00,572.00,7.00,36.00,3.00,16.00
609859.00,Clinton,1125.00,180.00,130.00,0.00,17.00,330.00,7.00,446.00,11.00,4.00
609861.00,Clissold,553.00,169.00,339.00,0.00,1.00,34.00,5.00,5.00,0.00,0.00
609862.00,Coles,565.00,3.00,549.00,0.00,0.00,7.00,5.00,0.00,1.00,0.00
609863.00,Columbus,298.00,169.00,17.00,0.00,1.00,106.00,5.00,0.00,0.00,0.00
609864.00,Cook,459.00,0.00,455.00,0.00,0.00,2.00,2.00,0.00,0.00,0.00
609865.00,Jordan,667.00,13.00,262.00,0.00,3.00,365.00,15.00,6.00,1.00,2.00
609866.00,Coonley,716.00,377.00,11.00,0.00,4.00,215.00,41.00,29.00,2.00,37.00
609867.00,Cooper,703.00,5.00,8.00,0.00,4.00,668.00,1.00,3.00,0.00,14.00
609869.00,Copernicus,325.00,0.00,321.00,0.00,0.00,3.00,0.00,0.00,1.00,0.00
609870.00,Corkery,614.00,4.00,100.00,1.00,4.00,499.00,1.00,0.00,1.00,4.00
609871.00,Vick EC Ctr,322.00,146.00,63.00,0.00,0.00,107.00,6.00,0.00,0.00,0.00
609872.00,Perez,379.00,3.00,9.00,0.00,0.00,366.00,0.00,0.00,0.00,1.00
609873.00,Crown,279.00,0.00,266.00,0.00,0.00,13.00,0.00,0.00,0.00,0.00
609874.00,Dirksen,785.00,542.00,24.00,0.00,3.00,100.00,8.00,60.00,0.00,48.00
609875.00,Darwin,584.00,17.00,59.00,0.00,0.00,505.00,1.00,2.00,0.00,0.00
609876.00,Davis N.,980.00,15.00,13.00,0.00,0.00,946.00,2.00,2.00,2.00,0.00
609879.00,Dawes,1051.00,12.00,216.00,0.00,11.00,799.00,3.00,3.00,2.00,5.00
609880.00,Decatur Classical,280.00,109.00,20.00,1.00,1.00,52.00,28.00,68.00,0.00,1.00
