SchoolID,School,Total,White,AfricanAmerican,API,NativeAmericanAlaskan,Hispanic,MR,Asian,HPR,NA
400029.00,CICS- Washington,434.00,0.00,431.00,0.00,1.00,2.00,0.00,0.00,0.00,0.00
400030.00,CICS - W. Belden,500.00,4.00,31.00,1.00,0.00,461.00,0.00,1.00,0.00,2.00
400031.00,CICS- Wrightwood,720.00,2.00,648.00,0.00,0.00,13.00,56.00,1.00,0.00,0.00
400032.00,CICS - Ellison,545.00,0.00,538.00,0.00,0.00,5.00,2.00,0.00,0.00,0.00
400033.00,CICS - Longwood,1471.00,0.00,1453.00,0.00,0.00,16.00,2.00,0.00,0.00,0.00
400034.00,CICS - Northtown,855.00,215.00,62.00,0.00,1.00,466.00,14.00,97.00,0.00,0.00
400035.00,Chgo Math/Sci Chtr,595.00,24.00,140.00,0.00,4.00,365.00,21.00,41.00,0.00,0.00
400036.00,Chicago Virtual Chtr,589.00,88.00,332.00,34.00,1.00,80.00,21.00,16.00,1.00,16.00
400038.00,Community Service West HS,165.00,0.00,161.00,0.00,0.00,3.00,1.00,0.00,0.00,0.00
400039.00,Erie Charter,301.00,7.00,53.00,0.00,0.00,236.00,4.00,1.00,0.00,0.00
400040.00,Frazier Prep Acad,433.00,0.00,427.00,0.00,0.00,1.00,0.00,0.00,1.00,4.00
400041.00,Galapagos Charter,351.00,0.00,344.00,0.00,0.00,7.00,0.00,0.00,0.00,0.00
400042.00,Ford Power House Chrt HS,367.00,0.00,362.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00
400043.00,Hope Inst Learning Acad,350.00,14.00,273.00,0.00,1.00,57.00,2.00,3.00,0.00,0.00
400044.00,KIPP Ascend Charter,430.00,1.00,404.00,0.00,0.00,21.00,3.00,0.00,0.00,1.00
400045.00,Nkrumah Academy,152.00,0.00,152.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
400046.00,LEARN Chrt -  Butler,579.00,0.00,565.00,0.00,0.00,12.00,0.00,0.00,0.00,2.00
400047.00,LEARN Chrt - North Lawndale,328.00,0.00,317.00,0.00,0.00,9.00,0.00,0.00,0.00,2.00
400048.00,LEARN Chrt - EXCEL,295.00,1.00,289.00,0.00,1.00,4.00,0.00,0.00,0.00,0.00
400049.00,Legacy Charter,442.00,2.00,421.00,0.00,3.00,10.00,5.00,0.00,0.00,1.00
400050.00,Namaste Charter,424.00,43.00,23.00,0.00,1.00,343.00,6.00,8.00,0.00,0.00
400051.00,Noble St Chrt Hs -College Prep,596.00,13.00,72.00,0.00,4.00,498.00,6.00,3.00,0.00,0.00
400052.00,Nobel St Chrt HS - Comer,518.00,1.00,468.00,0.00,1.00,31.00,17.00,0.00,0.00,0.00
400053.00,Noble St Chrt HS - Golder,547.00,18.00,67.00,0.00,2.00,451.00,4.00,4.00,1.00,0.00
400054.00,Noble St Chrt HS - Prtizker,680.00,5.00,24.00,0.00,1.00,645.00,1.00,4.00,0.00,0.00
400055.00,Noble St Chrt HS - Rauner,588.00,15.00,75.00,0.00,3.00,480.00,6.00,8.00,0.00,1.00
400056.00,Noble St Chrt HS - Clark,538.00,8.00,340.00,0.00,0.00,168.00,22.00,0.00,0.00,0.00
400057.00,Nobel St ChrtHS - UIC College Prep,594.00,19.00,141.00,0.00,2.00,406.00,15.00,11.00,0.00,0.00
400058.00,North Lawndale Chrt -Christiana,462.00,0.00,452.00,0.00,0.00,9.00,0.00,0.00,0.00,1.00
400059.00,North Lawndale Chrt - Collins,419.00,0.00,415.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00
400060.00,Passages Chrt,382.00,26.00,209.00,5.00,5.00,58.00,32.00,38.00,2.00,7.00
400061.00,Perspectives Chrt - Calumet HS,488.00,0.00,487.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
400062.00,Perspectives Chrt - Cal Tech HS,512.00,0.00,508.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00
400064.00,Perspectives Chrt  - Joslin,366.00,15.00,231.00,0.00,0.00,109.00,3.00,6.00,2.00,0.00
400066.00,Perspectives Chrt - ITT Math/Science,501.00,5.00,464.00,0.00,0.00,18.00,12.00,1.00,0.00,1.00
400067.00,Perspectives Chrt - Claumet MS,384.00,0.00,381.00,0.00,0.00,0.00,2.00,0.00,0.00,1.00
400068.00,Plato Learning Acad,325.00,1.00,322.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00
400069.00,Polaris Charter Acad,288.00,0.00,266.00,0.00,0.00,21.00,1.00,0.00,0.00,0.00
400070.00,Prologue Early College HS,174.00,2.00,147.00,0.00,0.00,24.00,0.00,1.00,0.00,0.00
400071.00,Providence-Englewood Chrt,394.00,0.00,381.00,0.00,0.00,10.00,2.00,0.00,1.00,0.00
400072.00,Shabazz Charter,320.00,0.00,316.00,0.00,0.00,3.00,0.00,0.00,0.00,1.00
400073.00,Shabazz Chrt - DuSable,407.00,1.00,402.00,0.00,1.00,3.00,0.00,0.00,0.00,0.00
400074.00,Shabazz Chrt - Sizmore,284.00,0.00,283.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
400075.00,U Of C Chrt - Donoghue,431.00,0.00,424.00,0.00,0.00,5.00,1.00,0.00,0.00,1.00
400076.00,U Of C Chrt - North Kenwood,337.00,6.00,324.00,0.00,0.00,3.00,4.00,0.00,0.00,0.00
400077.00,U Of C Chrt - Woodlawn,537.00,2.00,527.00,1.00,0.00,5.00,1.00,0.00,1.00,0.00
400078.00,U of C Chrt - Woodson,402.00,1.00,395.00,1.00,1.00,2.00,2.00,0.00,0.00,0.00
400079.00,UNO Chrt - SPC Zizumbo,639.00,8.00,4.00,0.00,1.00,587.00,0.00,6.00,0.00,33.00
400080.00,UNO Chrt - PFC Torres,640.00,8.00,9.00,0.00,2.00,608.00,2.00,0.00,0.00,11.00
400081.00,UNO Chrt - Las Casas,286.00,3.00,2.00,0.00,1.00,280.00,0.00,0.00,0.00,0.00
400082.00,UNO Chrt - Fuentes,557.00,7.00,7.00,0.00,0.00,539.00,1.00,3.00,0.00,0.00
400083.00,UNO Chrt - Paz Interm,437.00,0.00,85.00,0.00,1.00,350.00,0.00,1.00,0.00,0.00
400084.00,UNO Chrt - Tamayo,287.00,2.00,0.00,0.00,0.00,285.00,0.00,0.00,0.00,0.00
400085.00,UNO Charter - Major Garcia,438.00,1.00,2.00,0.00,1.00,434.00,0.00,0.00,0.00,0.00
400086.00,Urban Prep Chtr HS,530.00,0.00,514.00,0.00,0.00,4.00,0.00,0.00,0.00,12.00
400087.00,Yng Women Ldrshp Chrt,335.00,22.00,261.00,0.00,1.00,47.00,2.00,0.00,0.00,2.00
400089.00,UNO Charter - Marquez,576.00,2.00,7.00,0.00,1.00,565.00,0.00,0.00,0.00,1.00
400091.00,Chicago Adv Tech Acad HS,199.00,5.00,162.00,0.00,0.00,27.00,1.00,1.00,0.00,3.00
400092.00,CICS - Lloyd Bond,349.00,0.00,343.00,0.00,0.00,3.00,2.00,0.00,0.00,1.00
400093.00,Chicago Talent Dev HS,228.00,0.00,220.00,0.00,0.00,5.00,3.00,0.00,0.00,0.00
400094.00,EPIC Acad HS,259.00,2.00,171.00,0.00,2.00,77.00,7.00,0.00,0.00,0.00
400095.00,Garfield Park Prep Acad,216.00,1.00,204.00,1.00,0.00,9.00,1.00,0.00,0.00,0.00
400096.00,Rowe,256.00,4.00,47.00,0.00,1.00,198.00,5.00,0.00,0.00,1.00
400097.00,Noble St Chrt HS - Chgo Bulls College,522.00,4.00,171.00,2.00,0.00,331.00,12.00,2.00,0.00,0.00
400098.00,Noble St Chrt HS- Muchin,529.00,18.00,190.00,1.00,3.00,264.00,3.00,20.00,0.00,30.00
400101.00,UNO Charter - Gage Park,550.00,1.00,1.00,0.00,1.00,540.00,1.00,0.00,0.00,6.00
400102.00,Urban Prep Acad - E Garfield HS,241.00,0.00,237.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00
400104.00,Instituto Health Acad HS,178.00,3.00,5.00,0.00,1.00,166.00,0.00,1.00,0.00,2.00
400105.00,Urban Prep Acad - So Shore HS,136.00,0.00,129.00,0.00,0.00,2.00,0.00,0.00,0.00,5.00
400106.00,Noble St Chrt - Englewood HS,178.00,0.00,172.00,0.00,0.00,5.00,0.00,0.00,0.00,1.00
400107.00,LEARN Chrt - South Shore,159.00,1.00,116.00,0.00,1.00,17.00,0.00,0.00,0.00,24.00
400108.00,CICS - Hawkins,431.00,0.00,425.00,0.00,0.00,4.00,1.00,0.00,0.00,1.00
400109.00,Prologue - Johnston Chrtr HS   *,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
609674.00,Chicago Voc HS,1106.00,1.00,1087.00,1.00,1.00,11.00,3.00,0.00,2.00,0.00
609675.00,Chicago Voc AA HS,270.00,0.00,260.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00
609676.00,Dunbar Voc HS,1507.00,2.00,1475.00,0.00,2.00,16.00,8.00,2.00,1.00,1.00
609678.00,Jones CPHS,847.00,228.00,207.00,3.00,5.00,279.00,29.00,96.00,0.00,0.00
609679.00,Prosser HS,1412.00,105.00,418.00,0.00,4.00,875.00,1.00,7.00,2.00,0.00
609680.00,Payton CPHS,892.00,299.00,215.00,2.00,4.00,229.00,46.00,92.00,2.00,3.00
609682.00,Richards HS,547.00,3.00,152.00,0.00,0.00,389.00,0.00,0.00,2.00,1.00
609683.00,Safe School Alt HS,335.00,4.00,259.00,0.00,3.00,67.00,1.00,1.00,0.00,0.00
609686.00,Youth Connect Chrt,3524.00,52.00,2460.00,1.00,9.00,971.00,23.00,6.00,2.00,0.00
609691.00,North-Grand HS,875.00,11.00,41.00,0.00,0.00,819.00,2.00,2.00,0.00,0.00
609692.00,Simeon HS,1546.00,0.00,1537.00,0.00,0.00,5.00,4.00,0.00,0.00,0.00
609693.00,Westinghouse HS,555.00,0.00,399.00,0.00,2.00,138.00,8.00,8.00,0.00,0.00
609694.00,Hancock HS,984.00,39.00,24.00,0.00,3.00,912.00,0.00,5.00,1.00,0.00
609695.00,Amundsen HS,1645.00,132.00,197.00,10.00,8.00,1117.00,25.00,155.00,1.00,0.00
609698.00,Bogan Tech HS,1786.00,41.00,975.00,0.00,8.00,749.00,4.00,6.00,3.00,0.00
609702.00,Crane Tech HS,513.00,1.00,509.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00
609704.00,Farragut HS,1598.00,7.00,226.00,0.00,17.00,1344.00,3.00,0.00,1.00,0.00
609705.00,Fenger  HS,784.00,0.00,773.00,0.00,1.00,8.00,1.00,0.00,1.00,0.00
609706.00,Fenger AA HS,105.00,0.00,104.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
609707.00,Robeson HS,776.00,0.00,773.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00
609708.00,Foreman HS,1831.00,91.00,291.00,0.00,9.00,1417.00,14.00,7.00,1.00,1.00
609709.00,Gage Park HS,1252.00,8.00,595.00,0.00,2.00,639.00,8.00,0.00,0.00,0.00
609710.00,Harlan HS,1260.00,0.00,1246.00,0.00,0.00,9.00,5.00,0.00,0.00,0.00
609711.00,Harper HS,669.00,1.00,665.00,0.00,0.00,2.00,1.00,0.00,0.00,0.00
609712.00,Hirsch HS,501.00,0.00,499.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00
609713.00,Hyde Park HS,1591.00,1.00,1585.00,0.00,0.00,2.00,2.00,0.00,1.00,0.00
609715.00,Kelly HS,3062.00,80.00,56.00,4.00,12.00,2633.00,7.00,261.00,1.00,8.00
609716.00,Kelvyn Park HS,1382.00,14.00,98.00,1.00,0.00,1261.00,0.00,3.00,0.00,5.00
609718.00,Kennedy HS,1580.00,432.00,105.00,0.00,14.00,1007.00,4.00,15.00,2.00,1.00
609719.00,Lake View HS,1553.00,221.00,172.00,3.00,22.00,947.00,17.00,166.00,4.00,1.00
609720.00,Lane Tech HS,4165.00,1201.00,395.00,0.00,27.00,1950.00,130.00,452.00,7.00,3.00
609722.00,Manley HS,650.00,0.00,649.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
609723.00,Marshall HS,772.00,0.00,765.00,0.00,0.00,6.00,1.00,0.00,0.00,0.00
609724.00,Mather HS,1603.00,340.00,238.00,5.00,13.00,593.00,24.00,385.00,4.00,1.00
609725.00,Morgan Park HS,1658.00,20.00,1595.00,0.00,1.00,32.00,7.00,2.00,1.00,0.00
609726.00,Brooks CPHS,765.00,10.00,659.00,0.00,0.00,93.00,1.00,0.00,0.00,2.00
609727.00,Phillips HS,687.00,4.00,659.00,0.00,2.00,13.00,1.00,4.00,1.00,3.00
609728.00,Roosevelt HS,1430.00,96.00,143.00,6.00,9.00,1051.00,6.00,98.00,1.00,20.00
609729.00,Schurz HS,2235.00,156.00,188.00,2.00,10.00,1814.00,18.00,31.00,5.00,11.00
609730.00,Senn HS,1037.00,57.00,358.00,0.00,9.00,454.00,28.00,124.00,7.00,0.00
609732.00,Steinmetz HS,1889.00,189.00,316.00,1.00,24.00,1323.00,7.00,21.00,3.00,5.00
609733.00,Sullivan HS,764.00,28.00,348.00,0.00,3.00,276.00,12.00,96.00,1.00,0.00
609734.00,Taft HS,2810.00,1405.00,76.00,2.00,19.00,1054.00,50.00,200.00,4.00,0.00
609735.00,Tilden HS,467.00,23.00,324.00,0.00,0.00,104.00,0.00,9.00,5.00,2.00
609736.00,Dyett HS,431.00,0.00,420.00,0.00,1.00,7.00,3.00,0.00,0.00,0.00
609737.00,Von Steuben HS,1631.00,388.00,309.00,0.00,15.00,680.00,27.00,210.00,2.00,0.00
609738.00,Lincoln Park HS,2228.00,591.00,610.00,0.00,11.00,662.00,80.00,269.00,5.00,0.00
609739.00,Washington G. HS,1442.00,102.00,138.00,0.00,9.00,1187.00,4.00,2.00,0.00,0.00
609740.00,Wells HS,642.00,17.00,287.00,0.00,9.00,324.00,4.00,0.00,1.00,0.00
609741.00,Hubbard HS,1689.00,60.00,145.00,2.00,10.00,1438.00,9.00,25.00,0.00,0.00
609743.00,Phillips AA HS,76.00,0.00,49.00,0.00,0.00,25.00,1.00,1.00,0.00,0.00
609744.00,Northside Lrn Ctr HS,311.00,45.00,100.00,0.00,1.00,149.00,1.00,15.00,0.00,0.00
609745.00,Southside Occp HS,196.00,5.00,158.00,0.00,1.00,31.00,0.00,0.00,1.00,0.00
609746.00,Kenwood HS,1815.00,31.00,1531.00,2.00,5.00,81.00,105.00,51.00,9.00,0.00
609748.00,York Alt HS,303.00,24.00,240.00,0.00,0.00,34.00,3.00,1.00,1.00,0.00
609749.00,Northside CPHS,1086.00,432.00,61.00,3.00,9.00,251.00,36.00,289.00,5.00,0.00
609750.00,Simpson HS,159.00,0.00,136.00,0.00,0.00,22.00,1.00,0.00,0.00,0.00
609751.00,King CPHS,936.00,7.00,879.00,0.00,0.00,36.00,2.00,12.00,0.00,0.00
609753.00,Chicago Agr Sci HS,593.00,180.00,256.00,0.00,4.00,116.00,33.00,3.00,1.00,0.00
609754.00,Chicago Mil Acad HS,502.00,8.00,363.00,0.00,2.00,97.00,31.00,0.00,1.00,0.00
609755.00,Young Magnet HS,2162.00,630.00,580.00,8.00,17.00,468.00,85.00,372.00,2.00,0.00
609756.00,Curie HS,3457.00,121.00,391.00,10.00,19.00,2758.00,7.00,146.00,2.00,3.00
609759.00,Clemente HS,1283.00,24.00,414.00,0.00,2.00,822.00,20.00,1.00,0.00,0.00
609760.00,Carver Mil Acad HS,550.00,8.00,280.00,0.00,0.00,259.00,1.00,2.00,0.00,0.00
609761.00,Corliss HS,747.00,1.00,734.00,0.00,0.00,10.00,2.00,0.00,0.00,0.00
609762.00,Julian HS,1224.00,0.00,1219.00,0.00,0.00,3.00,2.00,0.00,0.00,0.00
609764.00,Juarez HS,1630.00,23.00,35.00,0.00,3.00,1540.00,3.00,21.00,0.00,5.00
609766.00,Vaughn Occp HS,218.00,36.00,80.00,0.00,0.00,99.00,0.00,2.00,1.00,0.00
609768.00,Hope CPHS,680.00,0.00,671.00,0.00,0.00,8.00,0.00,0.00,1.00,0.00
609769.00,Graham R. Trng CTR,171.00,5.00,89.00,0.00,1.00,72.00,2.00,2.00,0.00,0.00
609772.00,Addams,915.00,27.00,11.00,0.00,2.00,868.00,4.00,3.00,0.00,0.00
609773.00,Agassiz,430.00,145.00,110.00,0.00,0.00,153.00,12.00,9.00,1.00,0.00
609774.00,Alcott,511.00,329.00,63.00,0.00,2.00,74.00,16.00,26.00,1.00,0.00
609775.00,Altgeld,587.00,0.00,580.00,0.00,0.00,3.00,0.00,1.00,0.00,3.00
609776.00,Andersen,103.00,2.00,15.00,0.00,0.00,86.00,0.00,0.00,0.00,0.00
609777.00,Armour,332.00,20.00,12.00,3.00,1.00,287.00,3.00,5.00,0.00,1.00
609779.00,Armstrong G.,1418.00,120.00,331.00,0.00,18.00,679.00,26.00,242.00,2.00,0.00
609780.00,Ames Middle,567.00,6.00,25.00,0.00,1.00,529.00,5.00,1.00,0.00,0.00
609781.00,Attucks,268.00,0.00,268.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
609782.00,Audubon,537.00,269.00,22.00,0.00,2.00,198.00,33.00,9.00,2.00,2.00
609783.00,Jefferson N.,262.00,8.00,201.00,0.00,1.00,50.00,1.00,0.00,1.00,0.00
609786.00,Avalon Park,397.00,1.00,395.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
609787.00,Avondale,724.00,19.00,36.00,0.00,0.00,659.00,3.00,4.00,0.00,3.00
609788.00,Barnard,274.00,3.00,266.00,0.00,0.00,3.00,2.00,0.00,0.00,0.00
609789.00,Barry,756.00,8.00,6.00,0.00,1.00,733.00,6.00,2.00,0.00,0.00
609790.00,Barton,568.00,0.00,565.00,0.00,0.00,0.00,2.00,0.00,0.00,1.00
609791.00,Bass,429.00,0.00,419.00,0.00,2.00,5.00,1.00,0.00,0.00,2.00
609792.00,Bateman,1015.00,95.00,18.00,1.00,6.00,825.00,5.00,61.00,1.00,3.00
609793.00,Nicholson,474.00,0.00,473.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
609794.00,Edison,269.00,118.00,12.00,0.00,0.00,62.00,26.00,49.00,2.00,0.00
609795.00,Clark G. R.,304.00,8.00,171.00,0.00,5.00,115.00,4.00,0.00,1.00,0.00
609796.00,Beaubien,1167.00,415.00,25.00,1.00,5.00,490.00,62.00,164.00,3.00,2.00
609797.00,Beidler,408.00,0.00,399.00,0.00,1.00,6.00,0.00,0.00,0.00,2.00
609798.00,Belding,623.00,212.00,41.00,0.00,3.00,311.00,14.00,40.00,2.00,0.00
609799.00,Bell,952.00,542.00,31.00,0.00,4.00,242.00,75.00,56.00,2.00,0.00
609800.00,Bennett,550.00,0.00,537.00,0.00,1.00,3.00,9.00,0.00,0.00,0.00
609803.00,Blaine,917.00,487.00,45.00,0.00,3.00,279.00,58.00,41.00,4.00,0.00
609804.00,Boone,742.00,142.00,98.00,4.00,3.00,324.00,13.00,158.00,0.00,0.00
609805.00,Joplin,566.00,0.00,561.00,0.00,0.00,3.00,2.00,0.00,0.00,0.00
609806.00,Bradwell,694.00,0.00,687.00,0.00,1.00,5.00,1.00,0.00,0.00,0.00
609807.00,Hampton,689.00,5.00,371.00,0.00,5.00,302.00,4.00,0.00,2.00,0.00
609808.00,Haley,512.00,1.00,507.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00
609809.00,Brentano,462.00,14.00,19.00,0.00,2.00,412.00,7.00,2.00,0.00,6.00
609810.00,Bridge,936.00,512.00,11.00,0.00,2.00,374.00,17.00,20.00,0.00,0.00
609811.00,Bright,372.00,1.00,234.00,1.00,0.00,128.00,1.00,0.00,1.00,6.00
609812.00,Brown W.,214.00,2.00,204.00,0.00,0.00,6.00,0.00,0.00,2.00,0.00
609813.00,Brownell,310.00,0.00,310.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
609815.00,Bouchet,749.00,0.00,742.00,0.00,0.00,4.00,2.00,0.00,0.00,1.00
609817.00,Budlong,831.00,241.00,36.00,1.00,11.00,367.00,20.00,154.00,1.00,0.00
609818.00,Burbank,1200.00,15.00,83.00,0.00,36.00,1047.00,6.00,13.00,0.00,0.00
609819.00,Burke,256.00,0.00,254.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00
609820.00,Burley,568.00,277.00,24.00,1.00,7.00,193.00,32.00,34.00,0.00,0.00
609821.00,Burnham,283.00,0.00,282.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
609826.00,Castellanos,545.00,1.00,9.00,0.00,0.00,534.00,0.00,1.00,0.00,0.00
609827.00,Burnside Magnet,760.00,1.00,734.00,0.00,1.00,12.00,10.00,0.00,0.00,2.00
609828.00,Burr,355.00,107.00,32.00,0.00,0.00,195.00,15.00,6.00,0.00,0.00
609829.00,Burroughs,471.00,20.00,8.00,0.00,0.00,438.00,1.00,2.00,1.00,1.00
609830.00,Brunson,648.00,2.00,604.00,0.00,0.00,20.00,2.00,0.00,0.00,20.00
609832.00,Byrne,692.00,306.00,10.00,0.00,4.00,365.00,6.00,1.00,0.00,0.00
609833.00,Caldwell,320.00,1.00,312.00,0.00,1.00,6.00,0.00,0.00,0.00,0.00
609834.00,Little Village,795.00,3.00,0.00,0.00,1.00,791.00,0.00,0.00,0.00,0.00
609835.00,Cameron,861.00,7.00,336.00,0.00,0.00,517.00,0.00,0.00,0.00,1.00
609836.00,Canty,750.00,435.00,6.00,0.00,5.00,265.00,13.00,26.00,0.00,0.00
609837.00,Carnegie,704.00,2.00,671.00,0.00,0.00,7.00,2.00,0.00,0.00,22.00
609838.00,Carpenter,138.00,0.00,54.00,0.00,3.00,81.00,0.00,0.00,0.00,0.00
609839.00,Carroll,582.00,3.00,543.00,0.00,1.00,27.00,7.00,0.00,1.00,0.00
609842.00,Carson,1284.00,4.00,72.00,0.00,23.00,1183.00,2.00,0.00,0.00,0.00
609844.00,Carter,404.00,0.00,398.00,0.00,0.00,4.00,1.00,0.00,1.00,0.00
609845.00,Carver Elementary,427.00,1.00,397.00,0.00,0.00,3.00,1.00,0.00,0.00,25.00
609848.00,Aldridge,284.00,0.00,284.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
609849.00,Cassell,354.00,255.00,56.00,0.00,2.00,31.00,7.00,3.00,0.00,0.00
609850.00,Greeley,566.00,57.00,83.00,0.00,4.00,408.00,8.00,6.00,0.00,0.00
609851.00,Chalmers,261.00,0.00,258.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00
609852.00,Chappell,450.00,65.00,15.00,0.00,1.00,304.00,10.00,54.00,1.00,0.00
609853.00,Chase,496.00,20.00,17.00,0.00,0.00,457.00,0.00,2.00,0.00,0.00
609854.00,Chopin,309.00,15.00,24.00,0.00,3.00,266.00,0.00,0.00,0.00,1.00
609855.00,Christopher,275.00,18.00,72.00,0.00,1.00,181.00,2.00,1.00,0.00,0.00
609856.00,Clay,664.00,93.00,63.00,0.00,3.00,493.00,10.00,1.00,0.00,1.00
609857.00,Cleveland,699.00,51.00,32.00,0.00,12.00,564.00,6.00,32.00,2.00,0.00
609859.00,Clinton,1073.00,157.00,108.00,0.00,25.00,344.00,9.00,411.00,14.00,5.00
609861.00,Clissold,581.00,182.00,345.00,0.00,1.00,42.00,3.00,6.00,0.00,2.00
609862.00,Coles,533.00,3.00,520.00,0.00,0.00,6.00,4.00,0.00,0.00,0.00
609863.00,Columbus,328.00,146.00,15.00,0.00,2.00,158.00,4.00,2.00,1.00,0.00
609864.00,Cook,546.00,0.00,539.00,0.00,0.00,6.00,1.00,0.00,0.00,0.00
609865.00,Jordan,721.00,6.00,266.00,1.00,2.00,409.00,18.00,6.00,0.00,13.00
609866.00,Coonley,582.00,308.00,14.00,0.00,2.00,209.00,23.00,25.00,1.00,0.00
609867.00,Cooper,718.00,2.00,4.00,0.00,6.00,670.00,1.00,4.00,0.00,31.00
609869.00,Copernicus,334.00,0.00,329.00,0.00,0.00,4.00,0.00,0.00,1.00,0.00
609870.00,Corkery,642.00,4.00,138.00,0.00,4.00,492.00,3.00,0.00,0.00,1.00
609871.00,Vick EC Ctr,235.00,152.00,39.00,0.00,0.00,33.00,7.00,4.00,0.00,0.00
609872.00,Perez,438.00,0.00,12.00,0.00,1.00,418.00,0.00,0.00,0.00,7.00
609873.00,Crown,337.00,1.00,322.00,0.00,0.00,13.00,0.00,0.00,0.00,1.00
609874.00,Dirksen,741.00,531.00,29.00,0.00,2.00,115.00,9.00,52.00,1.00,2.00
609875.00,Darwin,671.00,18.00,86.00,0.00,9.00,555.00,1.00,2.00,0.00,0.00
609876.00,Davis N.,1048.00,15.00,3.00,0.00,0.00,1026.00,3.00,0.00,1.00,0.00
609879.00,Dawes,1105.00,16.00,253.00,0.00,12.00,816.00,5.00,2.00,1.00,0.00
609880.00,Decatur Classical,283.00,112.00,27.00,0.00,0.00,47.00,30.00,67.00,0.00,0.00
609881.00,Delano,426.00,0.00,417.00,0.00,0.00,7.00,0.00,1.00,0.00,1.00
609883.00,Deneen,480.00,3.00,468.00,0.00,0.00,3.00,4.00,0.00,0.00,2.00
609884.00,Dever,837.00,455.00,14.00,0.00,5.00,316.00,12.00,34.00,1.00,0.00
609885.00,Dewey,342.00,0.00,329.00,0.00,0.00,8.00,3.00,0.00,1.00,1.00
609887.00,Dixon,653.00,0.00,648.00,0.00,0.00,2.00,2.00,1.00,0.00,0.00
609888.00,Dodge,458.00,0.00,452.00,0.00,0.00,5.00,1.00,0.00,0.00,0.00
609891.00,Doolittle,320.00,0.00,313.00,0.00,0.00,5.00,2.00,0.00,0.00,0.00
609893.00,Dore,590.00,227.00,16.00,0.00,0.00,325.00,4.00,4.00,2.00,12.00
