School ID,Education Units,Total,White,AfricanAmerican,API,NativeAmericanAlaskan,Hispanic,MR,Asian,HPR,NA
400131,YCCS CHTR-CAMPOS,170,5,31,0,0,132,1,0,0,1
400133,YCCS CHTR-INNOVATIONS,323,3,286,0,0,30,3,1,0,0
400134,YCCS CHTR-ADDAMS,207,13,57,0,1,132,0,3,1,0
400135,YCCS CHTR-LATINO YOUTH,213,1,13,0,0,199,0,0,0,0
400136,YCCS CHTR-OLIVE HARVEY,190,0,174,0,0,15,0,0,0,1
400137,LITTLE BLACK PEARL ACADEMY HS,190,0,186,0,0,1,3,0,0,0
400139,YCCS CHTR-SULLIVAN,342,0,332,0,0,9,1,0,0,0
400141,YCCS CHTR-TRUMAN,213,21,69,1,4,105,4,7,1,1
400142,YCCS CHTR-VIRTUAL,139,4,92,0,0,41,2,0,0,0
400143,YCCS CHTR-WEST TOWN,160,3,113,0,0,44,0,0,0,0
400144,YCCS CHTR-WESTSIDE HOLISTIC,172,1,152,0,0,19,0,0,0,0
400145,YCCS CHTR-COMMUNITY ACADEMY,250,2,239,0,0,9,0,0,0,0
400146,KIPP CHTR CREATE,233,1,225,0,0,7,0,0,0,0
400147,CHICAGO EXCEL CONTR ACAD,374,3,358,0,0,9,1,0,1,2
400148,INSTITUTO JUSTICE CHTR ACAD,167,6,2,0,2,155,0,0,0,2
400149,UNO CHTR - SOCCER HS,637,4,4,0,1,622,0,1,0,5
400150,YCCS CHTR-CHATHAM,192,0,189,0,0,1,2,0,0,0
400151,LEARN CHTR 7,267,0,220,0,0,6,1,0,0,40
400153,UNO CHTR 15,519,1,2,0,0,514,0,0,0,2
400156,NOBLE STREET CHTR CRIMSON,266,0,263,0,0,2,0,0,0,1
400157,NOBLE STREET CHTR ORANGE,263,1,231,0,1,28,2,0,0,0
400159,CHRISTOPHER CHTR HOUSE,167,1,8,0,0,140,0,1,1,16
400161,CHICAGO CHTR COLLEGIATE,173,0,170,0,0,1,1,0,0,1
400162,INTRINSIC CHTR,449,35,66,0,2,331,3,12,0,0
400163,KIPP CHTR BLOOM,165,0,163,0,0,2,0,0,0,0
400164,INSTITUTO CHTR RUDY LOZANO,76,2,2,0,0,70,0,0,0,2
400165,LEARN CHTR MIDDLE SCHOOL,284,0,276,0,1,7,0,0,0,0
400167,HSA CHTR-SOUTHWEST,445,4,162,1,1,255,1,0,0,21
400168,GREAT LAKES CHTR,125,0,111,0,0,12,1,0,0,1
400169,NOBLE CHTR - ITW DAVID SPEER,286,3,47,0,1,223,2,1,0,9
400170,NOBLE CHTR - ACADEMY,194,4,86,0,0,95,2,6,0,1
400171,FOUNDATIONS CHTR,112,0,109,0,0,1,0,0,0,2
400173,PATHWAYS BRIGHTON PARK,211,3,21,0,1,183,0,2,0,1
400176,EXCEL ACADEMY - SOUTHWEST,2,0,2,0,0,0,0,0,0,0
400177,KIPP CHTR - PRIMARY,109,1,98,0,0,6,1,0,0,3
609674,CHICAGO VOCATIONAL HS,953,0,934,0,1,12,6,0,0,0
609676,DUNBAR HS,"1,034",2,"1,010",0,1,14,6,1,0,0
609678,JONES HS,"1,432",435,277,3,4,425,41,153,8,86
609679,PROSSER HS,"1,476",56,307,0,7,"1,088",9,8,1,0
609680,PAYTON HS,901,378,146,0,3,209,46,115,2,2
609682,RICHARDS HS,354,3,148,0,1,200,1,1,0,0
609691,NORTH-GRAND HS,923,8,88,0,4,819,2,2,0,0
609692,SIMEON HS,"1,402",1,"1,374",0,1,10,15,0,0,1
609693,GEORGE WESTINGHOUSE HS,"1,123",27,625,0,3,391,8,67,1,1
609694,HANCOCK HS,920,16,10,0,5,876,6,6,0,1
609695,AMUNDSEN HS,"1,132",116,132,1,10,674,16,168,5,10
609698,BOGAN HS,952,25,466,0,1,452,7,1,0,0
609702,CRANE HS,57,0,50,0,2,4,1,0,0,0
609704,FARRAGUT HS,987,6,112,0,3,833,1,0,0,32
609705,FENGER HS,333,0,329,0,0,2,1,0,1,0
609707,ROBESON HS,295,0,294,0,0,1,0,0,0,0
609708,FOREMAN HS,"1,276",60,213,0,4,979,4,10,2,4
609709,GAGE PARK HS,465,4,210,0,2,246,1,1,1,0
609710,HARLAN HS,760,0,747,0,1,6,3,1,0,2
609711,HARPER HS,349,1,336,0,0,11,0,0,0,1
609712,HIRSCH HS,201,2,197,0,0,0,2,0,0,0
609713,HYDE PARK HS,946,0,937,0,0,6,3,0,0,0
609715,KELLY HS,"2,290",47,49,0,4,"1,848",2,322,1,17
609716,KELVYN PARK HS,887,17,61,0,5,797,3,3,0,1
609718,KENNEDY HS,"1,568",405,64,0,7,"1,069",5,13,5,0
609719,LAKE VIEW HS,"1,347",154,174,0,9,906,30,71,1,2
609720,LANE HS,"4,071","1,345",362,0,20,"1,810",99,421,14,0
609722,MANLEY HS,356,0,342,0,0,12,0,0,0,2
609723,MARSHALL HS,514,0,507,0,0,5,1,1,0,0
609724,MATHER HS,"1,579",319,188,0,8,605,30,425,4,0
609725,MORGAN PARK HS,"1,436",15,"1,390",0,1,18,10,1,1,0
609726,BROOKS HS,790,4,659,0,1,112,11,1,0,2
609727,PHILLIPS HS,614,1,601,0,2,5,3,2,0,0
609728,ROOSEVELT HS,"1,357",69,165,1,4,"1,001",8,80,2,27
609729,SCHURZ HS,"2,302",121,214,0,13,"1,864",19,33,3,35
609730,SENN HS,"1,281",130,356,0,3,572,34,173,11,2
609732,STEINMETZ COLLEGE PREP HS,"1,709",171,216,0,15,"1,265",5,34,1,2
609733,SULLIVAN HS,574,25,231,0,4,219,9,85,1,0
609734,TAFT HS,"3,233","1,557",68,3,9,"1,268",71,247,5,5
609735,TILDEN HS,328,36,198,0,0,79,8,5,0,2
609736,DYETT HS,13,0,12,0,1,0,0,0,0,0
609737,VON STEUBEN HS,"1,687",312,199,0,9,911,27,225,2,2
609738,LINCOLN PARK HS,"2,267",633,504,0,5,807,94,222,1,1
609739,WASHINGTON HS,"1,474",87,109,0,12,"1,261",4,1,0,0
609740,WELLS HS,546,10,292,0,1,238,2,2,0,1
609741,HUBBARD HS,"1,701",52,92,0,7,"1,505",3,40,0,2
609744,NORTHSIDE LEARNING HS,270,45,82,0,0,129,1,13,0,0
609745,SOUTHSIDE HS,206,9,158,0,0,39,0,0,0,0
609746,KENWOOD HS,"1,757",40,"1,507",0,3,72,42,57,1,35
609748,YORK HS,341,7,285,0,0,48,0,0,0,1
609749,NORTHSIDE PREP HS,"1,050",391,93,2,2,286,53,184,3,36
609750,SIMPSON HS,70,2,48,0,0,20,0,0,0,0
609751,KING HS,739,5,688,0,0,26,8,12,0,0
609753,CHGO AGR HS,690,236,283,0,3,146,16,1,1,4
609754,CHGO MILITARY ACAD HS,395,6,300,0,1,84,4,0,0,0
609755,YOUNG HS,"2,209",636,539,0,5,610,79,328,4,8
609756,CURIE HS,"3,060",77,408,0,14,"2,455",10,95,1,0
609759,CLEMENTE HS,733,17,171,0,6,535,4,0,0,0
609760,CARVER MILITARY,504,2,229,0,1,270,2,0,0,0
609761,CORLISS HS,421,0,410,0,1,8,1,0,1,0
609762,JULIAN HS,871,0,864,0,0,4,3,0,0,0
609764,JUAREZ HS,"1,676",15,42,0,10,"1,586",8,14,1,0
609766,VAUGHN HS,201,48,55,0,0,91,0,7,0,0
609768,HOPE HS,272,2,261,0,0,9,0,0,0,0
609769,"GRAHAM,R HS",133,2,78,0,0,51,1,1,0,0
609772,ADDAMS,890,21,14,0,1,851,2,1,0,0
609773,AGASSIZ,510,179,132,0,2,160,20,16,1,0
609774,ALCOTT ES,567,338,45,1,0,66,40,41,0,36
609777,ARMOUR,309,30,20,0,0,242,0,16,1,0
609779,"ARMSTRONG, G","1,461",115,423,1,10,614,24,272,2,0
609780,MARINE AMES HS,760,4,119,0,4,621,3,4,0,5
609781,ATTUCKS,132,0,132,0,0,0,0,0,0,0
609782,AUDUBON,586,353,19,0,0,159,30,19,2,4
609783,JEFFERSON ALT HS,333,4,289,0,1,33,2,0,0,4
609786,AVALON PARK,352,1,344,0,0,4,1,0,1,1
609788,BARNARD,307,1,291,0,0,10,4,1,0,0
609789,BARRY,839,10,14,0,1,796,7,10,0,1
609790,BARTON,531,3,522,0,0,6,0,0,0,0
609791,BASS,522,0,506,0,0,15,0,0,1,0
609792,BATEMAN,"1,011",84,15,0,5,793,5,41,1,67
609793,NICHOLSON TECH ACAD,559,0,547,0,1,8,1,1,1,0
609794,"EDISON, T",277,150,12,0,0,38,21,54,2,0
609795,"CLARK, G",290,6,171,0,3,98,4,1,2,5
609796,BEAUBIEN,"1,146",458,22,0,6,434,64,155,6,1
609797,BEIDLER,505,1,492,0,2,8,2,0,0,0
609798,BELDING,617,235,44,0,3,286,14,24,11,0
609799,BELL,"1,028",640,24,0,4,204,80,71,4,1
609800,BENNETT,373,1,359,0,0,5,7,0,0,1
609803,BLAINE,898,474,48,0,1,224,38,30,8,75
609804,BOONE,818,185,73,0,3,354,9,192,1,1
609805,JOPLIN,460,0,453,0,0,4,2,0,0,1
609806,BRADWELL,736,3,722,0,0,9,2,0,0,0
609807,HAMPTON,563,3,286,0,4,267,3,0,0,0
609808,HALEY,617,2,608,0,0,4,3,0,0,0
609809,BRENTANO,426,26,13,0,1,362,6,3,2,13
609810,BRIDGE,"1,078",500,15,0,1,515,18,27,2,0
609811,BRIGHT,296,3,210,0,0,83,0,0,0,0
609812,"BROWN, W",247,1,231,0,1,11,0,2,0,1
609813,BROWNELL,258,0,253,0,0,4,1,0,0,0
609815,BOUCHET,666,0,657,0,2,1,5,0,0,1
609817,BUDLONG,866,238,47,0,5,396,23,155,0,2
609818,BURBANK,995,19,44,0,5,914,4,3,1,5
609819,BURKE,442,5,426,0,1,4,1,0,1,4
609820,BURLEY,518,303,13,0,3,134,32,33,0,0
609821,BURNHAM,572,0,550,0,0,19,1,1,1,0
609826,CASTELLANOS,576,0,17,0,0,559,0,0,0,0
609827,BURNSIDE,600,0,584,0,1,12,3,0,0,0
609828,BURR,398,144,38,0,0,187,16,11,1,1
609829,BURROUGHS,490,18,6,0,0,465,0,0,0,1
609830,BRUNSON,620,1,581,0,1,35,2,0,0,0
609832,BYRNE,637,250,5,0,1,377,4,0,0,0
609833,CALDWELL,300,0,296,0,0,3,1,0,0,0
609834,LITTLE VILLAGE,892,2,1,0,1,887,0,1,0,0
609835,CAMERON,855,13,289,0,0,546,5,1,0,1
609836,CANTY,799,442,5,0,1,299,26,23,1,2
609837,CARNEGIE,609,6,591,0,0,6,4,1,1,0
609839,CARROLL,499,0,480,0,1,16,1,0,1,0
609842,CARSON,"1,165",1,43,0,5,"1,047",0,0,0,69
609844,CARTER,446,0,437,0,0,8,1,0,0,0
609845,"CARVER , G",447,1,442,0,0,4,0,0,0,0
609848,ALDRIDGE,223,0,223,0,0,0,0,0,0,0
609849,CASSELL,394,296,33,0,2,49,10,4,0,0
609850,GREELEY,683,71,98,0,4,485,11,14,0,0
609851,CHALMERS,365,0,360,0,0,5,0,0,0,0
609852,CHAPPELL,554,75,33,0,6,335,20,80,0,5
609853,CHASE,469,11,9,0,1,446,1,1,0,0
609854,CHOPIN,544,30,119,0,2,384,6,2,1,0
609855,CHRISTOPHER,365,24,84,0,2,250,0,2,1,2
609856,CLAY,595,62,57,0,1,458,14,3,0,0
609857,CLEVELAND,659,41,16,0,6,548,3,37,3,5
609859,CLINTON,"1,134",182,138,0,9,343,12,442,5,3
609861,CLISSOLD,546,154,351,0,1,29,4,3,1,3
609862,COLES,548,1,533,0,0,10,3,1,0,0
609863,COLUMBUS,285,175,15,0,0,86,9,0,0,0
609864,COOK,404,0,387,0,1,7,3,0,0,6
609865,JORDAN,601,10,218,0,3,354,7,7,1,1
609866,COONLEY,834,498,9,0,2,231,54,37,2,1
609867,COOPER,589,6,14,0,4,560,0,2,0,3
609869,LANGFORD,409,0,403,0,0,6,0,0,0,0
609870,CORKERY,597,5,92,0,1,491,2,0,1,5
609871,VICK,327,126,52,0,0,142,3,3,1,0
609872,PEREZ,338,1,6,0,0,327,0,4,0,0
609873,CROWN,307,0,296,0,0,9,0,2,0,0
609874,DIRKSEN,842,568,29,0,2,87,5,69,2,80
609875,DARWIN,568,21,54,0,0,487,2,3,1,0
609876,"DAVIS, N",913,21,11,0,0,878,1,1,0,1
609879,DAWES,"1,059",16,210,0,6,812,5,3,4,3
609880,DECATUR,289,124,20,0,1,37,29,77,1,0
609883,DENEEN,619,4,603,0,0,9,2,1,0,0
609884,DEVER,846,389,12,0,4,382,15,40,4,0
609885,DEWEY,365,0,352,0,0,10,3,0,0,0
609887,DIXON,644,0,635,0,0,3,5,1,0,0
609888,DODGE,192,0,189,0,0,3,0,0,0,0
609891,DOOLITTLE,307,0,304,0,0,2,1,0,0,0
609893,DORE,673,228,17,0,1,415,5,6,1,0
609894,DRAKE,462,5,444,0,0,6,3,2,0,2
609895,TURNER-DREW,306,0,294,0,0,10,1,1,0,0
609896,DRUMMOND,352,139,20,0,1,141,34,17,0,0
609897,EARLE,516,0,503,0,2,10,0,0,1,0
609898,EBERHART,"1,550",27,57,0,2,"1,459",5,0,0,0
609899,EBINGER,711,530,5,0,1,134,14,23,3,1
609900,CURTIS,647,0,614,0,0,31,1,0,1,0
609901,EDGEBROOK,511,341,12,0,2,81,15,55,5,0
609902,METCALFE,492,0,490,0,0,0,1,0,1,0
609903,EDWARDS,"1,452",36,11,0,8,"1,380",2,11,3,1
609904,ELLINGTON,696,3,676,0,0,15,2,0,0,0
609907,ERICSON,460,0,454,0,0,5,0,1,0,0
609908,ESMOND,329,0,318,0,0,8,0,1,0,2
609909,EVERETT,238,13,3,0,0,214,4,4,0,0
609910,FALCONER,"1,402",49,23,0,7,"1,305",1,15,1,1
609912,FARNSWORTH,586,239,15,0,1,236,8,84,3,0
609917,FERNWOOD,342,0,340,0,0,1,1,0,0,0
609918,FIELD,352,7,124,0,0,182,5,34,0,0
609919,FISKE,512,0,504,0,0,6,2,0,0,0
609920,KANOON,716,1,5,0,0,710,0,0,0,0
609921,TELPOCHCALLI,312,1,3,0,0,305,3,0,0,0
609922,BELMONT-CRAGIN,600,17,17,0,3,556,4,1,1,1
609924,FORT DEARBORN,392,0,391,0,0,1,0,0,0,0
609925,KELLMAN,416,0,407,0,0,5,3,0,1,0
609926,FRANKLIN,367,119,134,0,0,75,17,22,0,0
609927,FOSTER PARK,356,1,349,0,0,4,0,1,0,1
609928,FULLER,383,0,376,0,0,6,1,0,0,0
609929,FULTON,497,8,249,0,2,238,0,0,0,0
609930,FUNSTON,550,4,53,0,2,491,0,0,0,0
609933,GALE,400,13,252,0,0,101,8,25,0,1
609935,GALLISTEL,"1,261",18,23,0,9,"1,208",1,0,0,2
609937,GARVY,784,479,9,0,2,206,19,57,11,1
609938,GARY,"1,169",7,6,0,5,"1,149",0,1,0,1
609939,GILLESPIE,573,2,562,0,0,7,1,0,0,1
609941,RANDOLPH,501,1,477,0,0,22,1,0,0,0
609942,GOETHE,802,100,33,0,13,637,10,3,1,5
609943,OWENS,536,0,528,0,0,5,1,0,2,0
609944,GRISSOM,347,77,15,0,2,250,2,1,0,0
609945,GOUDY,764,53,169,0,4,247,8,280,1,2
609947,GRAHAM,486,140,124,0,0,219,1,1,1,0
609949,"GRAY, W","1,262",128,21,0,4,"1,065",11,27,2,4
609950,ORTIZ DE DOMINGUEZ,746,9,1,0,2,733,0,1,0,0
609951,ARIEL,550,2,537,0,0,6,2,1,1,1
609952,GREENE,620,29,11,0,2,565,5,8,0,0
609954,GREGORY,416,1,406,0,0,8,1,0,0,0
609955,GRESHAM,359,0,357,0,0,2,0,0,0,0
609956,GRIMES,477,52,6,0,0,412,3,3,1,0
609958,GUNSAULUS,860,12,39,0,7,765,8,24,2,3
609959,HAINES,651,2,83,0,0,11,4,546,5,0
609960,HALE,951,273,7,0,7,647,8,9,0,0
609961,HEROES,407,2,328,0,2,74,1,0,0,0
609963,HAMILTON,419,229,37,0,0,111,22,16,3,1
609964,HAMLINE,642,5,68,0,0,565,2,2,0,0
609966,HAMMOND,497,7,41,0,0,448,0,0,0,1
609967,FINKL,470,11,57,0,0,397,1,4,0,0
609968,MCAULIFFE,730,21,39,0,1,663,3,0,0,3
609969,HARTE,376,12,321,0,1,30,8,4,0,0
609971,HARVARD,468,0,466,0,0,1,1,0,0,0
609972,HAUGAN,"1,154",64,39,0,3,967,4,69,2,6
609973,ZAPATA,903,1,1,0,1,900,0,0,0,0
609974,HAWTHORNE,574,291,52,0,8,131,32,51,9,0
609975,HAY,541,3,480,0,0,49,5,1,0,3
609976,HAYT,"1,006",118,156,0,14,479,17,213,5,4
609977,WOODLAWN,215,0,212,0,0,0,3,0,0,0
609978,SMITH,362,0,356,0,0,3,2,0,0,1
609979,HEALY,"1,396",122,9,2,2,331,15,882,32,1
609981,HEARST,333,3,140,0,0,182,4,0,1,3
609983,HEDGES,781,7,24,0,3,746,0,0,0,1
609985,HEFFERAN,436,0,430,0,0,2,1,1,0,2
609986,HENDERSON,338,0,317,0,0,19,2,0,0,0
609987,HENDRICKS,262,3,242,0,0,13,1,1,0,2
609988,HENRY,659,37,30,0,5,512,5,17,3,50
609990,SOUTH LOOP,908,247,399,0,3,91,36,104,18,10
609991,HERZL,589,2,493,0,0,20,3,0,1,70
609993,LARA,498,5,18,0,0,474,0,1,0,0
609994,HIBBARD,"1,166",62,60,0,6,921,12,94,2,9
609995,HITCH,561,255,7,0,2,215,17,64,1,0
609996,HOLDEN,545,57,39,0,2,359,9,79,0,0
609997,HOLMES,228,0,224,0,0,4,0,0,0,0
610000,HOWE,587,1,560,0,1,22,1,1,0,1
610002,HOYNE,241,0,229,0,0,6,4,0,0,2
610003,CUFFE,456,1,447,0,0,6,1,0,1,0
610004,CULLEN,243,0,238,0,0,3,2,0,0,0
610005,"HUGHES, C",308,0,301,0,0,3,1,1,0,2
610006,HURLEY,846,3,5,0,0,835,0,0,0,3
610009,GALILEO,560,33,128,0,0,357,18,21,3,0
610010,JAHN,338,48,51,0,0,233,4,1,1,0
610011,JAMIESON,913,286,38,0,3,310,36,237,2,1
610012,JENNER,245,0,240,0,0,4,0,1,0,0
610013,PILSEN,421,3,35,0,1,377,1,4,0,0
610015,JUNGMAN,285,2,21,0,2,259,0,0,0,1
610016,KELLOGG,251,26,207,0,2,9,7,0,0,0
610017,SAUCEDO,"1,222",2,24,0,8,"1,182",5,0,0,1
610019,KERSHAW,266,2,262,0,0,2,0,0,0,0
610021,CASALS,497,3,234,0,0,256,4,0,0,0
610022,KILMER,784,40,179,0,2,459,15,87,1,1
610024,CARDENAS,709,2,26,0,0,680,0,1,0,0
610026,KINZIE,673,196,21,0,5,446,4,1,0,0
610027,KIPLING,370,1,362,0,0,4,2,0,1,0
610029,LOZANO,262,5,38,0,1,214,2,1,1,0
610030,KOZMINSKI,362,2,350,0,0,4,6,0,0,0
610032,GREEN,329,0,324,0,0,2,2,1,0,0
610033,LASALLE,553,178,162,0,0,112,47,52,2,0
610034,LAWNDALE,418,0,418,0,0,0,0,0,0,0
610036,LEWIS,511,6,398,0,0,102,3,1,1,0
610037,LIBBY,495,1,406,0,0,85,3,0,0,0
610038,LINCOLN,824,535,92,0,7,70,51,69,0,0
610039,VON LINNE,654,27,7,0,1,568,6,11,1,33
610040,LLOYD,"1,243",13,24,0,4,"1,200",1,1,0,0
610041,"LOCKE, J","1,370",136,30,0,6,"1,132",2,39,16,9
610043,LOVETT,452,2,392,0,0,57,1,0,0,0
610044,LOWELL,632,14,164,0,0,447,5,0,0,2
610046,LYON,"1,417",81,23,0,14,"1,257",8,19,4,11
610047,MADISON,210,1,207,0,0,1,1,0,0,0
610048,MANIERRE,359,0,345,0,0,13,1,0,0,0
610051,NORTHWEST,567,9,22,0,0,533,2,1,0,0
610052,MANN,388,0,383,0,0,4,1,0,0,0
610053,MARQUETTE,"1,274",13,503,0,4,747,6,0,1,0
610054,MARSH,864,14,61,0,2,783,1,1,1,1
610055,FARADAY,370,0,363,0,1,5,1,0,0,0
